st,CYQ,year,quarter,Benefit,First_Payment,Avg_Ben_Fir_Pay_12Month,Avg_Ben_Fir_Pay_12Month
MO,1988.2,1988,2,51070.305,27756,1469.858925,1469.858925
MO,1988.3,1988,3,48406.381,32664,1482.211988,1482.211988
MO,1988.4,1988,4,47584.43,31452,1528.569186,1528.569186
MO,1989.1,1989,1,78208.693,57088,1512.283895,1512.283895
MO,1989.2,1989,2,55905.402,32778,1494.362367,1494.362367
MO,1989.3,1989,3,53499.262,36444,1490.839283,1490.839283
MO,1989.4,1989,4,56618.365,34437,1519.354775,1519.354775
MO,1990.1,1990,1,89230.328,59228,1567.057881,1567.057881
MO,1990.2,1990,2,64053.779,30616,1638.834867,1638.834867
MO,1990.3,1990,3,64815.08,42854,1643.686553,1643.686553
MO,1990.4,1990,4,76418.547,45797,1650.005513,1650.005513
MO,1991.1,1991,1,131560.61,81869,1674.727627,1674.727627
MO,1991.2,1991,2,100155.976,40102,1770.708725,1770.708725
MO,1991.3,1991,3,84731.4,38832,1901.580508,1901.580508
MO,1991.4,1991,4,87806.053,43885,1974.97674,1974.97674
MO,1992.1,1992,1,124922.406,71116,2050.2531,2050.2531
MO,1992.2,1992,2,90707.036,35899,2045.869411,2045.869411
MO,1992.3,1992,3,85852.144,38803,2052.090051,2052.090051
MO,1992.4,1992,4,78721.87,38649,2061.091989,2061.091989
MO,1993.1,1993,1,102742.674,54707,2130.358114,2130.358114
MO,1993.2,1993,2,76213.972,28922,2132.657855,2132.657855
MO,1993.3,1993,3,75635.059,36950,2093.310065,2093.310065
MO,1993.4,1993,4,65507.357,32635,2089.228543,2089.228543
MO,1994.1,1994,1,99253.835,53924,2077.0724,2077.0724
MO,1994.2,1994,2,72153.308,32037,2009.370598,2009.370598
MO,1994.3,1994,3,68525.703,30469,2049.040372,2049.040372
MO,1994.4,1994,4,59735.922,28362,2069.650036,2069.650036
MO,1995.1,1995,1,87251.732,49878,2043.87098,2043.87098
MO,1995.2,1995,2,60471.227,29772,1992.941877,1992.941877
MO,1995.3,1995,3,64040.581,34804,1901.043735,1901.043735
MO,1995.4,1995,4,61711.556,31553,1873.027293,1873.027293
MO,1996.1,1996,1,97754.542,54922,1880.013413,1880.013413
MO,1996.2,1996,2,63811.629,26621,1942.652522,1942.652522
MO,1996.3,1996,3,63006.673,33911,1947.420191,1947.420191
MO,1996.4,1996,4,61826.469,31655,1946.851063,1946.851063
MO,1997.1,1997,1,85928.45,51977,1904.589364,1904.589364
MO,1997.2,1997,2,59522.062,27479,1863.742425,1863.742425
MO,1997.3,1997,3,62975.991,32929,1876.235573,1876.235573
MO,1997.4,1997,4,54879.268,27865,1877.403002,1877.403002
MO,1998.1,1998,1,86893.61,48280,1935.299342,1935.299342
MO,1998.2,1998,2,61939.969,27790,1948.568199,1948.568199
MO,1998.3,1998,3,67091.286,36222,1932.148469,1932.148469
MO,1998.4,1998,4,61887.43,28065,1979.326254,1979.326254
MO,1999.1,1999,1,92477.929,46782,2040.894821,2040.894821
MO,1999.2,1999,2,63471.987,25307,2089.287206,2089.287206
MO,1999.3,1999,3,70251.02,33323,2158.337137,2158.337137
MO,1999.4,1999,4,65034.763,26724,2204.060203,2204.060203
MO,2000.1,2000,1,97792.317,44503,2283.666549,2283.666549
MO,2000.2,2000,2,70706.969,24289,2357.865778,2357.865778
MO,2000.3,2000,3,80027.526,37142,2363.683871,2363.683871
MO,2000.4,2000,4,77176.722,31492,2370.028481,2370.028481
MO,2001.1,2001,1,133767.788,60813,2352.597993,2352.597993
MO,2001.2,2001,2,103208.807,33235,2423.014488,2423.014488
MO,2001.3,2001,3,117007.202,39302,2615.598688,2615.598688
MO,2001.4,2001,4,122298.999,40797,2734.94689,2734.94689
MO,2002.1,2002,1,174056.639,63473,2921.669657,2921.669657
MO,2002.2,2002,2,137593.01,36729,3055.75593,3055.75593
MO,2002.3,2002,3,130082.94,39798,3119.695504,3119.695504
MO,2002.4,2002,4,137549.732,45414,3124.264193,3124.264193
MO,2003.1,2003,1,173304.262,62578,3135.340772,3135.340772
MO,2003.2,2003,2,145110.994,37923,3155.664536,3155.664536
MO,2003.3,2003,3,148270.653,42795,3201.926983,3201.926983
MO,2003.4,2003,4,136682.614,39676,3297.600305,3297.600305
MO,2004.1,2004,1,170790.004,60830,3315.533621,3315.533621
MO,2004.2,2004,2,117768.281,30672,3296.554937,3296.554937
MO,2004.3,2004,3,115607.749,38774,3182.361184,3182.361184
MO,2004.4,2004,4,111010.103,36159,3095.359372,3095.359372
MO,2005.1,2005,1,142570.268,48862,3152.494714,3152.494714
MO,2005.2,2005,2,99164.946,28587,3073.545865,3073.545865
MO,2005.3,2005,3,95590.382,30767,3105.355491,3105.355491
MO,2005.4,2005,4,85565.705,28949,3083.084613,3083.084613
MO,2006.1,2006,1,116220.866,44040,2996.319405,2996.319405
MO,2006.2,2006,2,90666.456,27198,2963.203942,2963.203942
MO,2006.3,2006,3,93986.799,30039,2967.455239,2967.455239
MO,2006.4,2006,4,93773.609,33479,2928.609709,2928.609709
MO,2007.1,2007,1,133774.17,50278,2923.535994,2923.535994
MO,2007.2,2007,2,98563.722,28894,2944.132735,2944.132735
MO,2007.3,2007,3,100491.786,28744,3017.103059,3017.103059
MO,2007.4,2007,4,95425.723,31349,3075.111485,3075.111485
MO,2008.1,2008,1,151239.866,53517,3127.77955,3127.77955
MO,2008.2,2008,2,123221.415,32050,3229.292805,3229.292805
MO,2008.3,2008,3,136023.482,37286,3280.8296,3280.8296
MO,2008.4,2008,4,170086.159,53435,3293.309369,3293.309369
MO,2009.1,2009,1,297733.059,86181,3479.574807,3479.574807
MO,2009.2,2009,2,298236.456,55530,3881.04545,3881.04545
MO,2009.3,2009,3,263471.623,48705,4221.952327,4221.952327
MO,2009.4,2009,4,242098.723,50641,4569.624035,4569.624035
MO,2010.1,2010,1,279546.857,70123,4814.926551,4814.926551
MO,2010.2,2010,2,202891.618,38553,4749.540053,4749.540053
MO,2010.3,2010,3,177795.795,39103,4547.590933,4547.590933
MO,2010.4,2010,4,168082.428,41431,4377.76385,4377.76385
MO,2011.1,2011,1,210499.235,60535,4227.038314,4227.038314
MO,2011.2,2011,2,154267.214,35440,4026.110125,4026.110125
MO,2011.3,2011,3,145123.781,36280,3903.438723,3903.438723
MO,2011.4,2011,4,132585.264,35944,3819.734327,3819.734327
MO,2012.1,2012,1,160785.749,49959,3760.631431,3760.631431
MO,2012.2,2012,2,120268.673,32935,3602.183286,3602.183286
MO,2012.3,2012,3,120304.197,34333,3485.933258,3485.933258
MO,2012.4,2012,4,113188.523,32743,3431.00048,3431.00048
MO,2013.1,2013,1,150441.483,47460,3418.996793,3418.996793
MO,2013.2,2013,2,109121.005,29543,3422.117089,3422.117089
MO,2013.3,2013,3,102593.719,30002,3401.442096,3401.442096
MO,2013.4,2013,4,107177.245,30713,3407.931077,3407.931077
MO,2014.1,2014,1,131233.203,44522,3339.703012,3339.703012
MO,2014.2,2014,2,91051.452,24162,3338.940942,3338.940942
MO,2014.3,2014,3,87671.34,24740,3360.265191,3360.265191
MO,2014.4,2014,4,79340.705,24639,3297.364119,3297.364119
MO,2015.1,2015,1,112570.321,41779,3213.959573,3213.959573
MO,2015.2,2015,2,74199.315,20449,3169.887919,3169.887919
MO,2015.3,2015,3,72234.968,21624,3118.648634,3118.648634
MO,2015.4,2015,4,65413.677,19802,3129.819216,3129.819216
MO,2016.1,2016,1,93038.938,34720,3156.34244,3156.34244
MO,2016.2,2016,2,54953.202,18567,3015.856165,3015.856165
MO,2016.3,2016,3,71222.253,22524,2976.876262,2976.876262
MO,2016.4,2016,4,60599.017,19893,2923.737879,2923.737879
MO,2017.1,2017,1,90728.174,33529,2936.132024,2936.132024
MO,2017.2,2017,2,67106.322,19436,3036.796943,3036.796943
MO,2017.3,2017,3,65093.704,20186,3047.238049,3047.238049
MO,2017.4,2017,4,60836.714,19484,3063.258099,3063.258099
MO,2018.1,2018,1,90097.108,31161,3136.62632,3136.62632
MS,1971.1,1971,1,5083.68,13995,363.249732,363.249732
MS,1971.2,1971,2,3541.67,6761,415.5593563,415.5593563
MS,1971.3,1971,3,2531.383,4830,436.0483468,436.0483468
MS,1971.4,1971,4,2125.669,6272,416.9251679,416.9251679
MS,1972.1,1972,1,3621.079,10015,423.983105,423.983105
MS,1972.2,1972,2,2683.281,4985,419.9452915,419.9452915
MS,1972.3,1972,3,1927.039,3605,416.3310689,416.3310689
MS,1972.4,1972,4,1738.307,4260,436.024754,436.024754
MS,1973.1,1973,1,3602.048,9540,444.4249665,444.4249665
MS,1973.2,1973,2,3057.222,6565,430.7307468,430.7307468
MS,1973.3,1973,3,2418.488,4448,435.9031556,435.9031556
MS,1973.4,1973,4,1964.24,4605,438.9060339,438.9060339
MS,1974.1,1974,1,4387.198,12720,417.3600113,417.3600113
MS,1974.2,1974,2,3402.528,7481,416.0953716,416.0953716
MS,1974.3,1974,3,3646.841,8576,401.4381104,401.4381104
MS,1974.4,1974,4,5938.223,19452,360.25607,360.25607
MS,1975.1,1975,1,18591.74,45124,391.6427765,391.6427765
MS,1975.2,1975,2,18578.299,21191,495.5863498,495.5863498
MS,1975.3,1975,3,13523.262,15059,561.6757979,561.6757979
MS,1975.4,1975,4,7075.136,9108,638.4522557,638.4522557
MS,1976.1,1976,1,9954.511,17457,782.1572554,782.1572554
MS,1976.2,1976,2,7267.276,11127,716.9567402,716.9567402
MS,1976.3,1976,3,8135.711,12924,640.7585349,640.7585349
MS,1976.4,1976,4,8027.692,13101,611.3495944,611.3495944
MS,1977.1,1977,1,13034.06,22473,611.5679497,611.5679497
MS,1977.2,1977,2,8509.295,10043,644.1085393,644.1085393
MS,1977.3,1977,3,7693.219,10313,666.2661541,666.2661541
MS,1977.4,1977,4,7236.491,11837,667.19835,667.19835
MS,1978.1,1978,1,11523.561,18293,692.5200254,692.5200254
MS,1978.2,1978,2,9822.501,15406,649.5330624,649.5330624
MS,1978.3,1978,3,10080.409,13319,656.9189024,656.9189024
MS,1978.4,1978,4,7920.312,11304,674.6473543,674.6473543
MS,1979.1,1979,1,14771.28,22915,676.7047217,676.7047217
MS,1979.2,1979,2,11005.655,13930,712.2023817,712.2023817
MS,1979.3,1979,3,11608.162,14555,722.5282119,722.5282119
MS,1979.4,1979,4,11408.779,16179,722.0271978,722.0271978
MS,1980.1,1980,1,20371.772,26102,768.6511602,768.6511602
MS,1980.2,1980,2,22376.319,30268,755.0173586,755.0173586
MS,1980.3,1980,3,26890.637,24982,830.9922691,830.9922691
MS,1980.4,1980,4,20758.954,18483,905.4708469,905.4708469
MS,1981.1,1981,1,24582.814,29555,915.9701417,915.9701417
MS,1981.2,1981,2,19867.729,18399,1007.450683,1007.450683
MS,1981.3,1981,3,20646.095,21172,979.9859832,979.9859832
MS,1981.4,1981,4,22266.873,28286,896.8454708,896.8454708
MS,1982.1,1982,1,36878.711,46604,870.6844078,870.6844078
MS,1982.2,1982,2,32320.263,26762,912.7853025,912.7853025
MS,1982.3,1982,3,34923.105,27569,978.0836861,978.0836861
MS,1982.4,1982,4,37425.981,29500,1085.199985,1085.199985
MS,1983.1,1983,1,47039.241,38149,1243.716921,1243.716921
MS,1983.2,1983,2,35696.841,20360,1341.822561,1341.822561
MS,1983.3,1983,3,29117.828,20387,1377.171584,1377.171584
MS,1983.4,1983,4,22479.064,16265,1411.638949,1411.638949
MS,1984.1,1984,1,27789.567,24746,1407.609041,1407.609041
MS,1984.2,1984,2,22379.029,17929,1282.860665,1282.860665
MS,1984.3,1984,3,23787.423,20634,1211.891862,1211.891862
MS,1984.4,1984,4,23019.961,21108,1148.773114,1148.773114
MS,1985.1,1985,1,32054.022,30972,1116.913992,1116.913992
MS,1985.2,1985,2,25292.603,25621,1059.17536,1059.17536
MS,1985.3,1985,3,24454.12,20171,1070.997895,1070.997895
MS,1985.4,1985,4,20942.335,17536,1089.534252,1089.534252
MS,1986.1,1986,1,27804.665,26656,1094.56929,1094.56929
MS,1986.2,1986,2,27415.83,21725,1168.768586,1168.768586
MS,1986.3,1986,3,28933.271,23393,1176.756253,1176.756253
MS,1986.4,1986,4,28309.977,21566,1204.882612,1204.882612
MS,1987.1,1987,1,33322.755,27053,1258.647418,1258.647418
MS,1987.2,1987,2,25037.565,15711,1317.825063,1317.825063
MS,1987.3,1987,3,23604.805,18492,1331.471131,1331.471131
MS,1987.4,1987,4,18460.884,14163,1331.574391,1331.574391
MS,1988.1,1988,1,25367.86,23738,1282.468573,1282.468573
MS,1988.2,1988,2,19935.787,14587,1230.900761,1230.900761
MS,1988.3,1988,3,20936.443,18060,1200.614815,1200.614815
MS,1988.4,1988,4,19996.61,16409,1184.667692,1184.667692
MS,1989.1,1989,1,27507.535,21397,1254.401871,1254.401871
MS,1989.2,1989,2,21821.814,14123,1289.665547,1289.665547
MS,1989.3,1989,3,22702.17,17944,1317.077111,1317.077111
MS,1989.4,1989,4,21443.141,18178,1304.746657,1304.746657
MS,1990.1,1990,1,31121.437,26077,1272.091428,1272.091428
MS,1990.2,1990,2,23295.26,14620,1283.04206,1283.04206
MS,1990.3,1990,3,24238.93,17496,1310.690812,1310.690812
MS,1990.4,1990,4,23929.859,19169,1326.044906,1326.044906
MS,1991.1,1991,1,39449.506,33598,1306.663937,1306.663937
MS,1991.2,1991,2,32642.709,18061,1361.589194,1361.589194
MS,1991.3,1991,3,28784.029,16707,1425.785149,1425.785149
MS,1991.4,1991,4,25867.305,16424,1494.793596,1494.793596
MS,1992.1,1992,1,39064.528,29597,1564.056629,1564.056629
MS,1992.2,1992,2,31910.976,16524,1585.15669,1585.15669
MS,1992.3,1992,3,32524.519,18575,1594.764892,1594.764892
MS,1992.4,1992,4,25045.036,14449,1624.171571,1624.171571
MS,1993.1,1993,1,30811.45,17603,1791.365445,1791.365445
MS,1993.2,1993,2,24036.512,12168,1790.230385,1790.230385
MS,1993.3,1993,3,23355.484,12182,1830.58193,1830.58193
MS,1993.4,1993,4,20299.129,13903,1763.509292,1763.509292
MS,1994.1,1994,1,29101.283,19324,1681.095021,1681.095021
MS,1994.2,1994,2,22508.907,14170,1598.966129,1598.966129
MS,1994.3,1994,3,23358.313,12508,1590.31186,1590.31186
MS,1994.4,1994,4,19436.995,12170,1622.868356,1622.868356
MS,1995.1,1995,1,28994.365,19416,1618.470754,1618.470754
MS,1995.2,1995,2,25345.591,17449,1578.331638,1578.331638
MS,1995.3,1995,3,30730.109,19566,1523.404324,1523.404324
MS,1995.4,1995,4,28466.896,17719,1531.179514,1531.179514
MS,1996.1,1996,1,39505.307,22001,1616.575266,1616.575266
MS,1996.2,1996,2,31581.118,15530,1741.384597,1741.384597
MS,1996.3,1996,3,32312.451,16034,1849.864935,1849.864935
MS,1996.4,1996,4,29192.27,16788,1884.655182,1884.655182
MS,1997.1,1997,1,35573.18,21305,1847.036464,1847.036464
MS,1997.2,1997,2,26026.337,14153,1802.932601,1802.932601
MS,1997.3,1997,3,29533.466,14270,1808.967061,1808.967061
MS,1997.4,1997,4,22721.001,11553,1857.90023,1857.90023
MS,1998.1,1998,1,29353.743,19010,1824.747347,1824.747347
MS,1998.2,1998,2,24689.129,12149,1865.454687,1865.454687
MS,1998.3,1998,3,29037.242,16056,1800.318456,1800.318456
MS,1998.4,1998,4,24985.422,13221,1788.098749,1788.098749
MS,1999.1,1999,1,31742.464,17031,1889.495817,1889.495817
MS,1999.2,1999,2,25780.842,11980,1913.70385,1913.70385
MS,1999.3,1999,3,28287.029,13366,1992.801126,1992.801126
MS,1999.4,1999,4,25257.561,12403,2027.526396,2027.526396
MS,2000.1,2000,1,32446.151,15920,2082.609756,2082.609756
MS,2000.2,2000,2,28163.311,12203,2118.200327,2118.200327
MS,2000.3,2000,3,31382.672,15480,2093.520248,2093.520248
MS,2000.4,2000,4,32168.582,16584,2062.915846,2062.915846
MS,2001.1,2001,1,44435.559,23346,2013.667845,2013.667845
MS,2001.2,2001,2,42196.561,18900,2021.038541,2021.038541
MS,2001.3,2001,3,46350.686,19174,2117.216912,2117.216912
MS,2001.4,2001,4,46306.713,20913,2177.61431,2177.61431
MS,2002.1,2002,1,53529.346,21687,2335.117956,2335.117956
MS,2002.2,2002,2,46702.099,17681,2427.648908,2427.648908
MS,2002.3,2002,3,46508.885,17722,2474.866903,2474.866903
MS,2002.4,2002,4,45536.678,19880,2498.077277,2498.077277
MS,2003.1,2003,1,50700.216,21550,2465.70976,2465.70976
MS,2003.2,2003,2,46621.007,17832,2459.820041,2459.820041
MS,2003.3,2003,3,49042.223,17603,2496.586535,2496.586535
MS,2003.4,2003,4,40460.642,14789,2602.949369,2602.949369
MS,2004.1,2004,1,42788.344,17411,2645.260826,2645.260826
MS,2004.2,2004,2,37188.561,15021,2614.460231,2614.460231
MS,2004.3,2004,3,40298.783,15763,2552.018449,2552.018449
MS,2004.4,2004,4,32852.089,12215,2534.808426,2534.808426
MS,2005.1,2005,1,34557.896,13648,2557.89943,2557.89943
MS,2005.2,2005,2,30744.969,13270,2522.109753,2522.109753
MS,2005.3,2005,3,45792.762,41556,1783.981906,1783.981906
MS,2005.4,2005,4,99628.414,34124,2053.880592,2053.880592
MS,2006.1,2006,1,65717.166,13029,2371.893341,2371.893341
MS,2006.2,2006,2,34093.59,12133,2431.8432,2431.8432
MS,2006.3,2006,3,33362.564,14646,3148.862928,3148.862928
MS,2006.4,2006,4,28560.715,13327,3043.832408,3043.832408
MS,2007.1,2007,1,34406.787,14474,2389.586955,2389.586955
MS,2007.2,2007,2,32932.117,13547,2308.500607,2308.500607
MS,2007.3,2007,3,36407.731,13191,2425.921817,2425.921817
MS,2007.4,2007,4,31368.111,12960,2494.180499,2494.180499
MS,2008.1,2008,1,36990.458,16191,2463.783875,2463.783875
MS,2008.2,2008,2,36774.687,16635,2399.935348,2399.935348
MS,2008.3,2008,3,47786.888,18872,2365.061462,2365.061462
MS,2008.4,2008,4,54740.298,25262,2290.700767,2290.700767
MS,2009.1,2009,1,85856.678,32401,2416.64217,2416.64217
MS,2009.2,2009,2,92938.612,24813,2775.806883,2775.806883
MS,2009.3,2009,3,83280.283,22826,3008.640586,3008.640586
MS,2009.4,2009,4,73689.146,22275,3281.676382,3281.676382
MS,2010.1,2010,1,74273.325,21906,3530.618231,3530.618231
MS,2010.2,2010,2,64718.509,19918,3404.78876,3404.78876
MS,2010.3,2010,3,63039.072,20295,3267.057516,3267.057516
MS,2010.4,2010,4,56572.682,17414,3251.525631,3251.525631
MS,2011.1,2011,1,58357.782,18114,3204.183269,3204.183269
MS,2011.2,2011,2,54726.634,20059,3066.552937,3066.552937
MS,2011.3,2011,3,55204.458,18179,3048.308923,3048.308923
MS,2011.4,2011,4,47926.198,15146,3024.07161,3024.07161
MS,2012.1,2012,1,50744.691,16654,2978.411448,2978.411448
MS,2012.2,2012,2,46364.615,15853,3041.68128,3041.68128
MS,2012.3,2012,3,49653.333,19730,2889.287164,2889.287164
MS,2012.4,2012,4,43771.095,15290,2821.593348,2821.593348
MS,2013.1,2013,1,44408.449,15159,2789.518597,2789.518597
MS,2013.2,2013,2,43060.163,14891,2779.976026,2779.976026
MS,2013.3,2013,3,47395.369,15987,2912.829194,2912.829194
MS,2013.4,2013,4,36946.257,12297,2945.284705,2945.284705
MS,2014.1,2014,1,37444.191,12409,2965.709197,2965.709197
MS,2014.2,2014,2,36567.036,13561,2918.731393,2918.731393
MS,2014.3,2014,3,40930.288,12750,2977.199208,2977.199208
MS,2014.4,2014,4,28747.881,9267,2994.34005,2994.34005
MS,2015.1,2015,1,26327.929,9078,2968.764197,2968.764197
MS,2015.2,2015,2,23815.959,8458,3029.405026,3029.405026
MS,2015.3,2015,3,27929.448,10768,2843.182694,2843.182694
MS,2015.4,2015,4,22539.982,8042,2768.208826,2768.208826
MS,2016.1,2016,1,24129.83,8154,2778.364265,2778.364265
MS,2016.2,2016,2,23057.333,8636,2743.162725,2743.162725
MS,2016.3,2016,3,25813.68,9099,2815.738558,2815.738558
MS,2016.4,2016,4,19978,6562,2865.207328,2865.207328
MS,2017.1,2017,1,20753.661,6945,2868.019781,2868.019781
MS,2017.2,2017,2,19644.769,7768,2837.627905,2837.627905
MS,2017.3,2017,3,22888.593,8122,2832.432663,2832.432663
MS,2017.4,2017,4,17241.488,5587,2833.316128,2833.316128
MS,2018.1,2018,1,17647.907,6135,2803.953245,2803.953245
MT,1971.1,1971,1,3592.16,7035,510.612651,510.612651
MT,1971.2,1971,2,2089.115,3150,557.8080511,557.8080511
MT,1971.3,1971,3,1266.878,2169,562.421321,562.421321
MT,1971.4,1971,4,1876.729,5409,496.812588,496.812588
MT,1972.1,1972,1,4587.922,8191,519.0889582,519.0889582
MT,1972.2,1972,2,2353.468,2969,538.2109617,538.2109617
MT,1972.3,1972,3,1618.521,2924,535.4045042,535.4045042
MT,1972.4,1972,4,2310.573,4528,584.0578122,584.0578122
MT,1973.1,1973,1,4894.788,7949,608.4567229,608.4567229
MT,1973.2,1973,2,2632.435,3067,620.3333875,620.3333875
MT,1973.3,1973,3,1713.113,3005,622.7240822,622.7240822
MT,1973.4,1973,4,2604.55,4748,631.0877511,631.0877511
MT,1974.1,1974,1,5792.874,8858,647.5745503,647.5745503
MT,1974.2,1974,2,3690.103,3881,673.4647667,673.4647667
MT,1974.3,1974,3,2296.65,3296,692.1126401,692.1126401
MT,1974.4,1974,4,3721.06,6260,695.2539583,695.2539583
MT,1975.1,1975,1,8378.406,12341,701.6145163,701.6145163
MT,1975.2,1975,2,6994.945,6219,760.8145184,760.8145184
MT,1975.3,1975,3,4095.552,4463,791.9257931,791.9257931
MT,1975.4,1975,4,5402.424,6517,841.9541977,841.9541977
MT,1976.1,1976,1,9470.051,10221,946.8625821,946.8625821
MT,1976.2,1976,2,6027.35,5367,940.8076257,940.8076257
MT,1976.3,1976,3,4791.768,5603,927.2265411,927.2265411
MT,1976.4,1976,4,5468.166,6471,931.1450727,931.1450727
MT,1977.1,1977,1,10231.397,10218,958.772226,958.772226
MT,1977.2,1977,2,6564.852,5594,970.2425231,970.2425231
MT,1977.3,1977,3,5029.748,5553,980.5346673,980.5346673
MT,1977.4,1977,4,6036.33,6500,999.9040732,999.9040732
MT,1978.1,1978,1,11440.308,10826,1021.010712,1021.010712
MT,1978.2,1978,2,6526.811,5873,1009.780085,1009.780085
MT,1978.3,1978,3,4920.787,5029,1024.66473,1024.66473
MT,1978.4,1978,4,5764.517,6953,999.0036261,999.0036261
MT,1979.1,1979,1,12653.644,11612,1013.532392,1013.532392
MT,1979.2,1979,2,7505.808,5829,1048.321245,1048.321245
MT,1979.3,1979,3,5713.686,4953,1078.054145,1078.054145
MT,1979.4,1979,4,5511.041,5992,1105.62175,1105.62175
MT,1980.1,1980,1,13847.617,12635,1107.761298,1107.761298
MT,1980.2,1980,2,11816.844,9510,1114.813781,1114.813781
MT,1980.3,1980,3,8430.731,5975,1161.064523,1161.064523
MT,1980.4,1980,4,8988.825,7960,1194.12464,1194.12464
MT,1981.1,1981,1,15620.302,11101,1298.462977,1298.462977
MT,1981.2,1981,2,10690.153,6797,1373.732008,1373.732008
MT,1981.3,1981,3,8740.913,6545,1359.13937,1359.13937
MT,1981.4,1981,4,10740.551,8929,1372.165858,1372.165858
MT,1982.1,1982,1,20439.201,14506,1376.154064,1376.154064
MT,1982.2,1982,2,17051.456,9858,1430.094909,1430.094909
MT,1982.3,1982,3,12551.137,7365,1494.966427,1494.966427
MT,1982.4,1982,4,14629.75,9059,1585.553202,1585.553202
MT,1983.1,1983,1,22402.751,13250,1685.598857,1685.598857
MT,1983.2,1983,2,16067.944,8336,1727.218679,1727.218679
MT,1983.3,1983,3,12631.841,7925,1704.233498,1704.233498
MT,1983.4,1983,4,12356.7,8151,1684.967235,1684.967235
MT,1984.1,1984,1,20395.687,12092,1683.436664,1683.436664
MT,1984.2,1984,2,14537.295,7863,1663.054675,1663.054675
MT,1984.3,1984,3,10987.449,6379,1689.926954,1689.926954
MT,1984.4,1984,4,11845.145,8686,1649.502456,1649.502456
MT,1985.1,1985,1,21181.607,12488,1653.249831,1653.249831
MT,1985.2,1985,2,14301.722,7163,1679.799602,1679.799602
MT,1985.3,1985,3,8158.478,4690,1680.048203,1680.048203
MT,1985.4,1985,4,11141.088,8525,1666.856174,1666.856174
MT,1986.1,1986,1,18865.31,11456,1648.130866,1648.130866
MT,1986.2,1986,2,14175.64,6870,1659.443772,1659.443772
MT,1986.3,1986,3,9571.819,4832,1696.615125,1696.615125
MT,1986.4,1986,4,10699.349,7566,1735.194571,1735.194571
MT,1987.1,1987,1,18647.97,10526,1782.062764,1782.062764
MT,1987.2,1987,2,11540.399,5323,1786.368004,1786.368004
MT,1987.3,1987,3,7104.87,4031,1748.618669,1748.618669
MT,1987.4,1987,4,8071.583,6030,1750.861521,1750.861521
MT,1988.1,1988,1,15161.001,9447,1686.514961,1686.514961
MT,1988.2,1988,2,9497.193,4822,1637.26457,1637.26457
MT,1988.3,1988,3,6253.91,3218,1657.681124,1657.681124
MT,1988.4,1988,4,6831.702,5250,1660.016977,1660.016977
MT,1989.1,1989,1,14367.94,8846,1669.260255,1669.260255
MT,1989.2,1989,2,8774.028,4689,1646.483661,1646.483661
MT,1989.3,1989,3,5469.07,3174,1614.041623,1614.041623
MT,1989.4,1989,4,6635.086,5118,1614.794704,1614.794704
MT,1990.1,1990,1,14300.615,9580,1559.274811,1559.274811
MT,1990.2,1990,2,9439.709,4722,1586.460122,1586.460122
MT,1990.3,1990,3,6238.921,3442,1601.536655,1601.536655
MT,1990.4,1990,4,8152.582,5912,1611.930462,1611.930462
MT,1991.1,1991,1,18456.666,11596,1647.237379,1647.237379
MT,1991.2,1991,2,12674.45,4759,1770.688047,1770.688047
MT,1991.3,1991,3,6582.211,3287,1794.862213,1794.862213
MT,1991.4,1991,4,9199.853,6528,1792.632021,1792.632021
MT,1992.1,1992,1,16820.006,9970,1844.708279,1844.708279
MT,1992.2,1992,2,10541.115,5101,1733.632765,1733.632765
MT,1992.3,1992,3,7989.545,3587,1768.860438,1768.860438
MT,1992.4,1992,4,9495.014,6489,1783.341154,1783.341154
MT,1993.1,1993,1,18804.608,10315,1837.057979,1837.057979
MT,1993.2,1993,2,11826.84,4927,1900.466348,1900.466348
MT,1993.3,1993,3,8485.223,3531,1924.300728,1924.300728
MT,1993.4,1993,4,11140.687,7516,1911.725741,1911.725741
MT,1994.1,1994,1,21199.591,11129,1942.675755,1942.675755
MT,1994.2,1994,2,13384.186,5433,1963.478829,1963.478829
MT,1994.3,1994,3,8846.136,3909,1949.85529,1949.85529
MT,1994.4,1994,4,10829.349,6938,1979.614798,1979.614798
MT,1995.1,1995,1,20740.665,10926,1977.517312,1977.517312
MT,1995.2,1995,2,13172.427,5637,1955.073951,1955.073951
MT,1995.3,1995,3,9115.125,3777,1974.395703,1974.395703
MT,1995.4,1995,4,11341.88,7540,1950.146951,1950.146951
MT,1996.1,1996,1,22876.396,11865,1960.71439,1960.71439
MT,1996.2,1996,2,15272.277,5572,2038.174793,2038.174793
MT,1996.3,1996,3,9605.438,3722,2059.165511,2059.165511
MT,1996.4,1996,4,12888.294,8410,2050.877777,2050.877777
MT,1997.1,1997,1,23539.552,11276,2115.443789,2115.443789
MT,1997.2,1997,2,14008.083,5300,2091.450711,2091.450711
MT,1997.3,1997,3,8054.004,3335,2065.249567,2065.249567
MT,1997.4,1997,4,9965.557,6824,2078.443838,2078.443838
MT,1998.1,1998,1,20701.089,10934,1997.83022,1997.83022
MT,1998.2,1998,2,12568.447,5030,1963.36933,1963.36933
MT,1998.3,1998,3,8058.052,3324,1964.351448,1964.351448
MT,1998.4,1998,4,11509.276,7668,1960.115151,1960.115151
MT,1999.1,1999,1,21860.581,9998,2075.186626,2075.186626
