st,CYQ,year,quarter,Loans,LPCE,LPCTW,Bond_Amount,Bond_Date
VT,1980.3,1980,3,NA,NA,NA,NA,NA
VT,1980.4,1980,4,NA,NA,NA,NA,NA
VT,1981.1,1981,1,NA,NA,NA,NA,NA
VT,1981.2,1981,2,NA,NA,NA,NA,NA
VT,1981.3,1981,3,NA,NA,NA,NA,NA
VT,1981.4,1981,4,NA,NA,NA,NA,NA
VT,1982.1,1982,1,NA,NA,NA,NA,NA
VT,1982.2,1982,2,NA,NA,NA,NA,NA
VT,1982.3,1982,3,NA,NA,NA,NA,NA
VT,1982.4,1982,4,NA,NA,NA,NA,NA
VT,1983.1,1983,1,NA,NA,NA,NA,NA
VT,1983.2,1983,2,NA,NA,NA,NA,NA
VT,1983.3,1983,3,NA,NA,NA,NA,NA
VT,1983.4,1983,4,NA,NA,NA,NA,NA
VT,1984.1,1984,1,NA,NA,NA,NA,NA
VT,1984.2,1984,2,NA,NA,NA,NA,NA
VT,1984.3,1984,3,NA,NA,NA,NA,NA
VT,1984.4,1984,4,NA,NA,NA,NA,NA
VT,1985.1,1985,1,NA,NA,NA,NA,NA
VT,1985.2,1985,2,NA,NA,NA,NA,NA
VT,1985.3,1985,3,NA,NA,NA,NA,NA
VT,1985.4,1985,4,NA,NA,NA,NA,NA
VT,1986.1,1986,1,NA,NA,NA,NA,NA
VT,1986.2,1986,2,NA,NA,NA,NA,NA
VT,1986.3,1986,3,NA,NA,NA,NA,NA
VT,1986.4,1986,4,NA,NA,NA,NA,NA
VT,1987.1,1987,1,NA,NA,NA,NA,NA
VT,1987.2,1987,2,NA,NA,NA,NA,NA
VT,1987.3,1987,3,NA,NA,NA,NA,NA
VT,1987.4,1987,4,NA,NA,NA,NA,NA
VT,1988.1,1988,1,NA,NA,NA,NA,NA
VT,1988.2,1988,2,NA,NA,NA,NA,NA
VT,1988.3,1988,3,NA,NA,NA,NA,NA
VT,1988.4,1988,4,NA,NA,NA,NA,NA
VT,1989.1,1989,1,NA,NA,NA,NA,NA
VT,1989.2,1989,2,NA,NA,NA,NA,NA
VT,1989.3,1989,3,NA,NA,NA,NA,NA
VT,1989.4,1989,4,NA,NA,NA,NA,NA
VT,1990.1,1990,1,NA,NA,NA,NA,NA
VT,1990.2,1990,2,NA,NA,NA,NA,NA
VT,1990.3,1990,3,NA,NA,NA,NA,NA
VT,1990.4,1990,4,NA,NA,NA,NA,NA
VT,1991.1,1991,1,NA,NA,NA,NA,NA
VT,1991.2,1991,2,NA,NA,NA,NA,NA
VT,1991.3,1991,3,NA,NA,NA,NA,NA
VT,1991.4,1991,4,NA,NA,NA,NA,NA
VT,1992.1,1992,1,NA,NA,NA,NA,NA
VT,1992.2,1992,2,NA,NA,NA,NA,NA
VT,1992.3,1992,3,NA,NA,NA,NA,NA
VT,1992.4,1992,4,NA,NA,NA,NA,NA
VT,1993.1,1993,1,NA,NA,NA,NA,NA
VT,1993.2,1993,2,NA,NA,NA,NA,NA
VT,1993.3,1993,3,NA,NA,NA,NA,NA
VT,1993.4,1993,4,NA,NA,NA,NA,NA
VT,1994.1,1994,1,NA,NA,NA,NA,NA
VT,1994.2,1994,2,NA,NA,NA,NA,NA
VT,1994.3,1994,3,NA,NA,NA,NA,NA
VT,1994.4,1994,4,NA,NA,NA,NA,NA
VT,1995.1,1995,1,NA,NA,NA,NA,NA
VT,1995.2,1995,2,NA,NA,NA,NA,NA
VT,1995.3,1995,3,NA,NA,NA,NA,NA
VT,1995.4,1995,4,NA,NA,NA,NA,NA
VT,1996.1,1996,1,NA,NA,NA,NA,NA
VT,1996.2,1996,2,NA,NA,NA,NA,NA
VT,1996.3,1996,3,NA,NA,NA,NA,NA
VT,1996.4,1996,4,NA,NA,NA,NA,NA
VT,1997.1,1997,1,NA,NA,NA,NA,NA
VT,1997.2,1997,2,NA,NA,NA,NA,NA
VT,1997.3,1997,3,NA,NA,NA,NA,NA
VT,1997.4,1997,4,NA,NA,NA,NA,NA
VT,1998.1,1998,1,NA,NA,NA,NA,NA
VT,1998.2,1998,2,NA,NA,NA,NA,NA
VT,1998.3,1998,3,NA,NA,NA,NA,NA
VT,1998.4,1998,4,NA,NA,NA,NA,NA
VT,1999.1,1999,1,NA,NA,NA,NA,NA
VT,1999.2,1999,2,NA,NA,NA,NA,NA
VT,1999.3,1999,3,NA,NA,NA,NA,NA
VT,1999.4,1999,4,NA,NA,NA,NA,NA
VT,2000.1,2000,1,NA,NA,NA,NA,NA
VT,2000.2,2000,2,NA,NA,NA,NA,NA
VT,2000.3,2000,3,NA,NA,NA,NA,NA
VT,2000.4,2000,4,NA,NA,NA,NA,NA
VT,2001.1,2001,1,NA,NA,NA,NA,NA
VT,2001.2,2001,2,NA,NA,NA,NA,NA
VT,2001.3,2001,3,NA,NA,NA,NA,NA
VT,2001.4,2001,4,NA,NA,NA,NA,NA
VT,2002.1,2002,1,NA,NA,NA,NA,NA
VT,2002.2,2002,2,NA,NA,NA,NA,NA
VT,2002.3,2002,3,NA,NA,NA,NA,NA
VT,2002.4,2002,4,NA,NA,NA,NA,NA
VT,2003.1,2003,1,0,0,0,NA,NA
VT,2003.2,2003,2,0,0,0,NA,NA
VT,2003.3,2003,3,0,0,0,NA,NA
VT,2003.4,2003,4,0,0,0,NA,NA
VT,2004.1,2004,1,0,0,0,NA,NA
VT,2004.2,2004,2,0,0,0,NA,NA
VT,2004.3,2004,3,0,0,0,NA,NA
VT,2004.4,2004,4,0,0,0,NA,NA
VT,2005.1,2005,1,0,0,0,NA,NA
VT,2005.2,2005,2,0,0,0,NA,NA
VT,2005.3,2005,3,0,0,0,NA,NA
VT,2005.4,2005,4,0,0,0,NA,NA
VT,2006.1,2006,1,0,0,0,NA,NA
VT,2006.2,2006,2,0,0,0,NA,NA
VT,2006.3,2006,3,0,0,0,NA,NA
VT,2006.4,2006,4,0,0,0,NA,NA
VT,2007.1,2007,1,0,0,0,NA,NA
VT,2007.2,2007,2,0,0,0,NA,NA
VT,2007.3,2007,3,0,0,0,NA,NA
VT,2007.4,2007,4,0,0,0,NA,NA
VT,2008.1,2008,1,0,0,0,NA,NA
VT,2008.2,2008,2,0,0,0,NA,NA
VT,2008.3,2008,3,0,0,0,NA,NA
VT,2008.4,2008,4,0,0,0,NA,NA
VT,2009.1,2009,1,0,0,0,NA,NA
VT,2009.2,2009,2,0,0,0,NA,NA
VT,2009.3,2009,3,0,0,0,NA,NA
VT,2009.4,2009,4,0,0,0,NA,NA
VT,2010.1,2010,1,23237,82.21325135,0.303319263,NA,NA
VT,2010.2,2010,2,32657,113.1730883,0.427843263,NA,NA
VT,2010.3,2010,3,32657,115.5059597,0.43154737,NA,NA
VT,2010.4,2010,4,38475,136.2212112,0.50405886,NA,NA
VT,2011.1,2011,1,70986,248.9356778,0.920349264,NA,NA
VT,2011.2,2011,2,77732,266.3961534,1.00056132,NA,NA
VT,2011.3,2011,3,77732,272.0222847,0.987441469,NA,NA
VT,2011.4,2011,4,77732,270.61879,0.980231885,NA,NA
VT,2012.1,2012,1,77732,270.8979515,0.967350618,NA,NA
VT,2012.2,2012,2,77732,264.0425012,0.964713518,NA,NA
VT,2012.3,2012,3,57732,199.2703224,0.706358611,NA,NA
VT,2012.4,2012,4,57732,199.3109115,0.699084261,NA,NA
VT,2013.1,2013,1,54730,186.9551554,0.661617366,NA,NA
VT,2013.2,2013,2,52880,178.1695171,0.63359843,NA,NA
VT,2013.3,2013,3,0,0,0,NA,NA
VT,2013.4,2013,4,0,0,0,NA,NA
VT,2014.1,2014,1,0,0,0,0,N.A.
VT,2014.2,2014,2,0,0,0,0,N.A.
VT,2014.3,2014,3,0,0,0,0,N.A.
VT,2014.4,2014,4,0,0,0,0,N.A.
VT,2015.1,2015,1,0,0,0,0,N.A.
VT,2015.2,2015,2,0,0,0,0,N.A.
VT,2015.3,2015,3,0,0,0,0,N.A.
VT,2015.4,2015,4,0,0,0,0,N.A.
VT,2016.1,2016,1,0,0,0,0,N.A.
VT,2016.2,2016,2,0,0,0,0,N.A.
VT,2016.3,2016,3,0,0,0,0,N.A.
VT,2016.4,2016,4,0,0,0,0,N.A.
VT,2017.1,2017,1,0,0,0,0,N.A.
VT,2017.2,2017,2,0,0,0,0,N.A.
VT,2017.3,2017,3,0,0,0,0,N.A.
VT,2017.4,2017,4,0,0,0,0,N.A.
VT,2018.1,2018,1,0,0,0,0,N.A.
WA,1971.1,1971,1,NA,NA,NA,NA,NA
WA,1971.2,1971,2,NA,NA,NA,NA,NA
WA,1971.3,1971,3,NA,NA,NA,NA,NA
WA,1971.4,1971,4,NA,NA,NA,NA,NA
WA,1972.1,1972,1,NA,NA,NA,NA,NA
WA,1972.2,1972,2,NA,NA,NA,NA,NA
WA,1972.3,1972,3,NA,NA,NA,NA,NA
WA,1972.4,1972,4,NA,NA,NA,NA,NA
WA,1973.1,1973,1,NA,NA,NA,NA,NA
WA,1973.2,1973,2,NA,NA,NA,NA,NA
WA,1973.3,1973,3,NA,NA,NA,NA,NA
WA,1973.4,1973,4,NA,NA,NA,NA,NA
WA,1974.1,1974,1,NA,NA,NA,NA,NA
WA,1974.2,1974,2,NA,NA,NA,NA,NA
WA,1974.3,1974,3,NA,NA,NA,NA,NA
WA,1974.4,1974,4,NA,NA,NA,NA,NA
WA,1975.1,1975,1,NA,NA,NA,NA,NA
WA,1975.2,1975,2,NA,NA,NA,NA,NA
WA,1975.3,1975,3,NA,NA,NA,NA,NA
WA,1975.4,1975,4,NA,NA,NA,NA,NA
WA,1976.1,1976,1,NA,NA,NA,NA,NA
WA,1976.2,1976,2,NA,NA,NA,NA,NA
WA,1976.3,1976,3,NA,NA,NA,NA,NA
WA,1976.4,1976,4,NA,NA,NA,NA,NA
WA,1977.1,1977,1,NA,NA,NA,NA,NA
WA,1977.2,1977,2,NA,NA,NA,NA,NA
WA,1977.3,1977,3,NA,NA,NA,NA,NA
WA,1977.4,1977,4,NA,NA,NA,NA,NA
WA,1978.1,1978,1,NA,NA,NA,NA,NA
WA,1978.2,1978,2,NA,NA,NA,NA,NA
WA,1978.3,1978,3,NA,NA,NA,NA,NA
WA,1978.4,1978,4,NA,NA,NA,NA,NA
WA,1979.1,1979,1,NA,NA,NA,NA,NA
WA,1979.2,1979,2,NA,NA,NA,NA,NA
WA,1979.3,1979,3,NA,NA,NA,NA,NA
WA,1979.4,1979,4,NA,NA,NA,NA,NA
WA,1980.1,1980,1,NA,NA,NA,NA,NA
WA,1980.2,1980,2,NA,NA,NA,NA,NA
WA,1980.3,1980,3,NA,NA,NA,NA,NA
WA,1980.4,1980,4,NA,NA,NA,NA,NA
WA,1981.1,1981,1,NA,NA,NA,NA,NA
WA,1981.2,1981,2,NA,NA,NA,NA,NA
WA,1981.3,1981,3,NA,NA,NA,NA,NA
WA,1981.4,1981,4,NA,NA,NA,NA,NA
WA,1982.1,1982,1,NA,NA,NA,NA,NA
WA,1982.2,1982,2,NA,NA,NA,NA,NA
WA,1982.3,1982,3,NA,NA,NA,NA,NA
WA,1982.4,1982,4,NA,NA,NA,NA,NA
WA,1983.1,1983,1,NA,NA,NA,NA,NA
WA,1983.2,1983,2,NA,NA,NA,NA,NA
WA,1983.3,1983,3,NA,NA,NA,NA,NA
WA,1983.4,1983,4,NA,NA,NA,NA,NA
WA,1984.1,1984,1,NA,NA,NA,NA,NA
WA,1984.2,1984,2,NA,NA,NA,NA,NA
WA,1984.3,1984,3,NA,NA,NA,NA,NA
WA,1984.4,1984,4,NA,NA,NA,NA,NA
WA,1985.1,1985,1,NA,NA,NA,NA,NA
WA,1985.2,1985,2,NA,NA,NA,NA,NA
WA,1985.3,1985,3,NA,NA,NA,NA,NA
WA,1985.4,1985,4,NA,NA,NA,NA,NA
WA,1986.1,1986,1,NA,NA,NA,NA,NA
WA,1986.2,1986,2,NA,NA,NA,NA,NA
WA,1986.3,1986,3,NA,NA,NA,NA,NA
WA,1986.4,1986,4,NA,NA,NA,NA,NA
WA,1987.1,1987,1,NA,NA,NA,NA,NA
WA,1987.2,1987,2,NA,NA,NA,NA,NA
WA,1987.3,1987,3,NA,NA,NA,NA,NA
WA,1987.4,1987,4,NA,NA,NA,NA,NA
WA,1988.1,1988,1,NA,NA,NA,NA,NA
WA,1988.2,1988,2,NA,NA,NA,NA,NA
WA,1988.3,1988,3,NA,NA,NA,NA,NA
WA,1988.4,1988,4,NA,NA,NA,NA,NA
WA,1989.1,1989,1,NA,NA,NA,NA,NA
WA,1989.2,1989,2,NA,NA,NA,NA,NA
WA,1989.3,1989,3,NA,NA,NA,NA,NA
WA,1989.4,1989,4,NA,NA,NA,NA,NA
WA,1990.1,1990,1,NA,NA,NA,NA,NA
WA,1990.2,1990,2,NA,NA,NA,NA,NA
WA,1990.3,1990,3,NA,NA,NA,NA,NA
WA,1990.4,1990,4,NA,NA,NA,NA,NA
WA,1991.1,1991,1,NA,NA,NA,NA,NA
WA,1991.2,1991,2,NA,NA,NA,NA,NA
WA,1991.3,1991,3,NA,NA,NA,NA,NA
WA,1991.4,1991,4,NA,NA,NA,NA,NA
WA,1992.1,1992,1,NA,NA,NA,NA,NA
WA,1992.2,1992,2,NA,NA,NA,NA,NA
WA,1992.3,1992,3,NA,NA,NA,NA,NA
WA,1992.4,1992,4,NA,NA,NA,NA,NA
WA,1993.1,1993,1,NA,NA,NA,NA,NA
WA,1993.2,1993,2,NA,NA,NA,NA,NA
WA,1993.3,1993,3,NA,NA,NA,NA,NA
WA,1993.4,1993,4,NA,NA,NA,NA,NA
WA,1994.1,1994,1,NA,NA,NA,NA,NA
WA,1994.2,1994,2,NA,NA,NA,NA,NA
WA,1994.3,1994,3,NA,NA,NA,NA,NA
WA,1994.4,1994,4,NA,NA,NA,NA,NA
WA,1995.1,1995,1,NA,NA,NA,NA,NA
WA,1995.2,1995,2,NA,NA,NA,NA,NA
WA,1995.3,1995,3,NA,NA,NA,NA,NA
WA,1995.4,1995,4,NA,NA,NA,NA,NA
WA,1996.1,1996,1,NA,NA,NA,NA,NA
WA,1996.2,1996,2,NA,NA,NA,NA,NA
WA,1996.3,1996,3,NA,NA,NA,NA,NA
WA,1996.4,1996,4,NA,NA,NA,NA,NA
WA,1997.1,1997,1,NA,NA,NA,NA,NA
WA,1997.2,1997,2,NA,NA,NA,NA,NA
WA,1997.3,1997,3,NA,NA,NA,NA,NA
WA,1997.4,1997,4,NA,NA,NA,NA,NA
WA,1998.1,1998,1,NA,NA,NA,NA,NA
WA,1998.2,1998,2,NA,NA,NA,NA,NA
WA,1998.3,1998,3,NA,NA,NA,NA,NA
WA,1998.4,1998,4,NA,NA,NA,NA,NA
WA,1999.1,1999,1,NA,NA,NA,NA,NA
WA,1999.2,1999,2,NA,NA,NA,NA,NA
WA,1999.3,1999,3,NA,NA,NA,NA,NA
WA,1999.4,1999,4,NA,NA,NA,NA,NA
WA,2000.1,2000,1,NA,NA,NA,NA,NA
WA,2000.2,2000,2,NA,NA,NA,NA,NA
WA,2000.3,2000,3,NA,NA,NA,NA,NA
WA,2000.4,2000,4,NA,NA,NA,NA,NA
WA,2001.1,2001,1,NA,NA,NA,NA,NA
WA,2001.2,2001,2,NA,NA,NA,NA,NA
WA,2001.3,2001,3,NA,NA,NA,NA,NA
WA,2001.4,2001,4,NA,NA,NA,NA,NA
WA,2002.1,2002,1,NA,NA,NA,NA,NA
WA,2002.2,2002,2,NA,NA,NA,NA,NA
WA,2002.3,2002,3,NA,NA,NA,NA,NA
WA,2002.4,2002,4,NA,NA,NA,NA,NA
WA,2003.1,2003,1,0,0,0,NA,NA
WA,2003.2,2003,2,0,0,0,NA,NA
WA,2003.3,2003,3,0,0,0,NA,NA
WA,2003.4,2003,4,0,0,0,NA,NA
WA,2004.1,2004,1,0,0,0,NA,NA
WA,2004.2,2004,2,0,0,0,NA,NA
WA,2004.3,2004,3,0,0,0,NA,NA
WA,2004.4,2004,4,0,0,0,NA,NA
WA,2005.1,2005,1,0,0,0,NA,NA
WA,2005.2,2005,2,0,0,0,NA,NA
WA,2005.3,2005,3,0,0,0,NA,NA
WA,2005.4,2005,4,0,0,0,NA,NA
WA,2006.1,2006,1,0,0,0,NA,NA
WA,2006.2,2006,2,0,0,0,NA,NA
WA,2006.3,2006,3,0,0,0,NA,NA
WA,2006.4,2006,4,0,0,0,NA,NA
WA,2007.1,2007,1,0,0,0,NA,NA
WA,2007.2,2007,2,0,0,0,NA,NA
WA,2007.3,2007,3,0,0,0,NA,NA
WA,2007.4,2007,4,0,0,0,NA,NA
WA,2008.1,2008,1,0,0,0,NA,NA
WA,2008.2,2008,2,0,0,0,NA,NA
WA,2008.3,2008,3,0,0,0,NA,NA
WA,2008.4,2008,4,0,0,0,NA,NA
WA,2009.1,2009,1,0,0,0,NA,NA
WA,2009.2,2009,2,0,0,0,NA,NA
WA,2009.3,2009,3,0,0,0,NA,NA
WA,2009.4,2009,4,0,0,0,NA,NA
WA,2010.1,2010,1,0,0,0,NA,NA
WA,2010.2,2010,2,0,0,0,NA,NA
WA,2010.3,2010,3,0,0,0,NA,NA
WA,2010.4,2010,4,0,0,0,NA,NA
WA,2011.1,2011,1,0,0,0,NA,NA
WA,2011.2,2011,2,0,0,0,NA,NA
WA,2011.3,2011,3,0,0,0,NA,NA
WA,2011.4,2011,4,0,0,0,NA,NA
WA,2012.1,2012,1,0,0,0,NA,NA
WA,2012.2,2012,2,0,0,0,NA,NA
WA,2012.3,2012,3,0,0,0,NA,NA
WA,2012.4,2012,4,0,0,0,NA,NA
WA,2013.1,2013,1,0,0,0,NA,NA
WA,2013.2,2013,2,0,0,0,NA,NA
WA,2013.3,2013,3,0,0,0,NA,NA
WA,2013.4,2013,4,0,0,0,NA,NA
WA,2014.1,2014,1,0,0,0,0,N.A.
WA,2014.2,2014,2,0,0,0,0,N.A.
WA,2014.3,2014,3,0,0,0,0,N.A.
WA,2014.4,2014,4,0,0,0,0,N.A.
WA,2015.1,2015,1,0,0,0,0,N.A.
WA,2015.2,2015,2,0,0,0,0,N.A.
WA,2015.3,2015,3,0,0,0,0,N.A.
WA,2015.4,2015,4,0,0,0,0,N.A.
WA,2016.1,2016,1,0,0,0,0,N.A.
WA,2016.2,2016,2,0,0,0,0,N.A.
WA,2016.3,2016,3,0,0,0,0,N.A.
WA,2016.4,2016,4,0,0,0,0,N.A.
WA,2017.1,2017,1,0,0,0,0,N.A.
WA,2017.2,2017,2,0,0,0,0,N.A.
WA,2017.3,2017,3,0,0,0,0,N.A.
WA,2017.4,2017,4,0,0,0,0,N.A.
WA,2018.1,2018,1,0,0,0,0,N.A.
WI,1971.1,1971,1,NA,NA,NA,NA,NA
WI,1971.2,1971,2,NA,NA,NA,NA,NA
WI,1971.3,1971,3,NA,NA,NA,NA,NA
WI,1971.4,1971,4,NA,NA,NA,NA,NA
WI,1972.1,1972,1,NA,NA,NA,NA,NA
WI,1972.2,1972,2,NA,NA,NA,NA,NA
WI,1972.3,1972,3,NA,NA,NA,NA,NA
WI,1972.4,1972,4,NA,NA,NA,NA,NA
WI,1973.1,1973,1,NA,NA,NA,NA,NA
WI,1973.2,1973,2,NA,NA,NA,NA,NA
WI,1973.3,1973,3,NA,NA,NA,NA,NA
WI,1973.4,1973,4,NA,NA,NA,NA,NA
WI,1974.1,1974,1,NA,NA,NA,NA,NA
WI,1974.2,1974,2,NA,NA,NA,NA,NA
WI,1974.3,1974,3,NA,NA,NA,NA,NA
WI,1974.4,1974,4,NA,NA,NA,NA,NA
WI,1975.1,1975,1,NA,NA,NA,NA,NA
WI,1975.2,1975,2,NA,NA,NA,NA,NA
WI,1975.3,1975,3,NA,NA,NA,NA,NA
WI,1975.4,1975,4,NA,NA,NA,NA,NA
WI,1976.1,1976,1,NA,NA,NA,NA,NA
WI,1976.2,1976,2,NA,NA,NA,NA,NA
WI,1976.3,1976,3,NA,NA,NA,NA,NA
WI,1976.4,1976,4,NA,NA,NA,NA,NA
WI,1977.1,1977,1,NA,NA,NA,NA,NA
WI,1977.2,1977,2,NA,NA,NA,NA,NA
WI,1977.3,1977,3,NA,NA,NA,NA,NA
WI,1977.4,1977,4,NA,NA,NA,NA,NA
WI,1978.1,1978,1,NA,NA,NA,NA,NA
WI,1978.2,1978,2,NA,NA,NA,NA,NA
WI,1978.3,1978,3,NA,NA,NA,NA,NA
WI,1978.4,1978,4,NA,NA,NA,NA,NA
WI,1979.1,1979,1,NA,NA,NA,NA,NA
WI,1979.2,1979,2,NA,NA,NA,NA,NA
WI,1979.3,1979,3,NA,NA,NA,NA,NA
WI,1979.4,1979,4,NA,NA,NA,NA,NA
WI,1980.1,1980,1,NA,NA,NA,NA,NA
WI,1980.2,1980,2,NA,NA,NA,NA,NA
WI,1980.3,1980,3,NA,NA,NA,NA,NA
WI,1980.4,1980,4,NA,NA,NA,NA,NA
WI,1981.1,1981,1,NA,NA,NA,NA,NA
WI,1981.2,1981,2,NA,NA,NA,NA,NA
WI,1981.3,1981,3,NA,NA,NA,NA,NA
WI,1981.4,1981,4,NA,NA,NA,NA,NA
WI,1982.1,1982,1,NA,NA,NA,NA,NA
WI,1982.2,1982,2,NA,NA,NA,NA,NA
WI,1982.3,1982,3,NA,NA,NA,NA,NA
WI,1982.4,1982,4,NA,NA,NA,NA,NA
WI,1983.1,1983,1,NA,NA,NA,NA,NA
WI,1983.2,1983,2,NA,NA,NA,NA,NA
WI,1983.3,1983,3,NA,NA,NA,NA,NA
WI,1983.4,1983,4,NA,NA,NA,NA,NA
WI,1984.1,1984,1,NA,NA,NA,NA,NA
WI,1984.2,1984,2,NA,NA,NA,NA,NA
WI,1984.3,1984,3,NA,NA,NA,NA,NA
WI,1984.4,1984,4,NA,NA,NA,NA,NA
WI,1985.1,1985,1,NA,NA,NA,NA,NA
WI,1985.2,1985,2,NA,NA,NA,NA,NA
WI,1985.3,1985,3,NA,NA,NA,NA,NA
WI,1985.4,1985,4,NA,NA,NA,NA,NA
WI,1986.1,1986,1,NA,NA,NA,NA,NA
WI,1986.2,1986,2,NA,NA,NA,NA,NA
WI,1986.3,1986,3,NA,NA,NA,NA,NA
WI,1986.4,1986,4,NA,NA,NA,NA,NA
WI,1987.1,1987,1,NA,NA,NA,NA,NA
WI,1987.2,1987,2,NA,NA,NA,NA,NA
WI,1987.3,1987,3,NA,NA,NA,NA,NA
WI,1987.4,1987,4,NA,NA,NA,NA,NA
WI,1988.1,1988,1,NA,NA,NA,NA,NA
WI,1988.2,1988,2,NA,NA,NA,NA,NA
WI,1988.3,1988,3,NA,NA,NA,NA,NA
WI,1988.4,1988,4,NA,NA,NA,NA,NA
WI,1989.1,1989,1,NA,NA,NA,NA,NA
WI,1989.2,1989,2,NA,NA,NA,NA,NA
WI,1989.3,1989,3,NA,NA,NA,NA,NA
WI,1989.4,1989,4,NA,NA,NA,NA,NA
WI,1990.1,1990,1,NA,NA,NA,NA,NA
WI,1990.2,1990,2,NA,NA,NA,NA,NA
WI,1990.3,1990,3,NA,NA,NA,NA,NA
WI,1990.4,1990,4,NA,NA,NA,NA,NA
WI,1991.1,1991,1,NA,NA,NA,NA,NA
WI,1991.2,1991,2,NA,NA,NA,NA,NA
WI,1991.3,1991,3,NA,NA,NA,NA,NA
WI,1991.4,1991,4,NA,NA,NA,NA,NA
WI,1992.1,1992,1,NA,NA,NA,NA,NA
WI,1992.2,1992,2,NA,NA,NA,NA,NA
WI,1992.3,1992,3,NA,NA,NA,NA,NA
WI,1992.4,1992,4,NA,NA,NA,NA,NA
WI,1993.1,1993,1,NA,NA,NA,NA,NA
WI,1993.2,1993,2,NA,NA,NA,NA,NA
WI,1993.3,1993,3,NA,NA,NA,NA,NA
WI,1993.4,1993,4,NA,NA,NA,NA,NA
WI,1994.1,1994,1,NA,NA,NA,NA,NA
WI,1994.2,1994,2,NA,NA,NA,NA,NA
WI,1994.3,1994,3,NA,NA,NA,NA,NA
WI,1994.4,1994,4,NA,NA,NA,NA,NA
WI,1995.1,1995,1,NA,NA,NA,NA,NA
WI,1995.2,1995,2,NA,NA,NA,NA,NA
WI,1995.3,1995,3,NA,NA,NA,NA,NA
