st,CYQ,year,quarter,Loans,LPCE,LPCTW,Bond_Amount,Bond_Date
DE,1996.3,1996,3,NA,NA,NA,NA,NA
DE,1996.4,1996,4,NA,NA,NA,NA,NA
DE,1997.1,1997,1,NA,NA,NA,NA,NA
DE,1997.2,1997,2,NA,NA,NA,NA,NA
DE,1997.3,1997,3,NA,NA,NA,NA,NA
DE,1997.4,1997,4,NA,NA,NA,NA,NA
DE,1998.1,1998,1,NA,NA,NA,NA,NA
DE,1998.2,1998,2,NA,NA,NA,NA,NA
DE,1998.3,1998,3,NA,NA,NA,NA,NA
DE,1998.4,1998,4,NA,NA,NA,NA,NA
DE,1999.1,1999,1,NA,NA,NA,NA,NA
DE,1999.2,1999,2,NA,NA,NA,NA,NA
DE,1999.3,1999,3,NA,NA,NA,NA,NA
DE,1999.4,1999,4,NA,NA,NA,NA,NA
DE,2000.1,2000,1,NA,NA,NA,NA,NA
DE,2000.2,2000,2,NA,NA,NA,NA,NA
DE,2000.3,2000,3,NA,NA,NA,NA,NA
DE,2000.4,2000,4,NA,NA,NA,NA,NA
DE,2001.1,2001,1,NA,NA,NA,NA,NA
DE,2001.2,2001,2,NA,NA,NA,NA,NA
DE,2001.3,2001,3,NA,NA,NA,NA,NA
DE,2001.4,2001,4,NA,NA,NA,NA,NA
DE,2002.1,2002,1,NA,NA,NA,NA,NA
DE,2002.2,2002,2,NA,NA,NA,NA,NA
DE,2002.3,2002,3,NA,NA,NA,NA,NA
DE,2002.4,2002,4,NA,NA,NA,NA,NA
DE,2003.1,2003,1,0,0,0,NA,NA
DE,2003.2,2003,2,0,0,0,NA,NA
DE,2003.3,2003,3,0,0,0,NA,NA
DE,2003.4,2003,4,0,0,0,NA,NA
DE,2004.1,2004,1,0,0,0,NA,NA
DE,2004.2,2004,2,0,0,0,NA,NA
DE,2004.3,2004,3,0,0,0,NA,NA
DE,2004.4,2004,4,0,0,0,NA,NA
DE,2005.1,2005,1,0,0,0,NA,NA
DE,2005.2,2005,2,0,0,0,NA,NA
DE,2005.3,2005,3,0,0,0,NA,NA
DE,2005.4,2005,4,0,0,0,NA,NA
DE,2006.1,2006,1,0,0,0,NA,NA
DE,2006.2,2006,2,0,0,0,NA,NA
DE,2006.3,2006,3,0,0,0,NA,NA
DE,2006.4,2006,4,0,0,0,NA,NA
DE,2007.1,2007,1,0,0,0,NA,NA
DE,2007.2,2007,2,0,0,0,NA,NA
DE,2007.3,2007,3,0,0,0,NA,NA
DE,2007.4,2007,4,0,0,0,NA,NA
DE,2008.1,2008,1,0,0,0,NA,NA
DE,2008.2,2008,2,0,0,0,NA,NA
DE,2008.3,2008,3,0,0,0,NA,NA
DE,2008.4,2008,4,0,0,0,NA,NA
DE,2009.1,2009,1,0,0,0,NA,NA
DE,2009.2,2009,2,0,0,0,NA,NA
DE,2009.3,2009,3,0,0,0,NA,NA
DE,2009.4,2009,4,0,0,0,NA,NA
DE,2010.1,2010,1,1110,2.793007919,0.007392112,NA,NA
DE,2010.2,2010,2,12902,32.72758635,0.087304165,NA,NA
DE,2010.3,2010,3,14732,38.80017593,0.100493111,NA,NA
DE,2010.4,2010,4,32403,82.28476527,0.220490769,NA,NA
DE,2011.1,2011,1,58585,146.6025054,0.395886603,NA,NA
DE,2011.2,2011,2,62523,156.9923793,0.416281747,NA,NA
DE,2011.3,2011,3,62523,161.2718507,0.406922136,NA,NA
DE,2011.4,2011,4,62523,156.2407071,0.399931633,NA,NA
DE,2012.1,2012,1,71211,177.587084,0.450006443,NA,NA
DE,2012.2,2012,2,76412,191.3538664,0.485672545,NA,NA
DE,2012.3,2012,3,76412,195.8453475,0.480179248,NA,NA
DE,2012.4,2012,4,76412,190.8787286,0.480586725,NA,NA
DE,2013.1,2013,1,74077,183.8097908,0.467564772,NA,NA
DE,2013.2,2013,2,71539,176.8709669,0.444501928,NA,NA
DE,2013.3,2013,3,71465,180.8306596,0.443480929,NA,NA
DE,2013.4,2013,4,71442,175.1561749,0.438826502,NA,NA
DE,2014.1,2014,1,62493,151.5757151,0.37938872,0,N.A.
DE,2014.2,2014,2,56281,135.5215126,0.338790228,0,N.A.
DE,2014.3,2014,3,10628,26.26123355,0.062829525,0,N.A.
DE,2014.4,2014,4,0,0,0,0,N.A.
DE,2015.1,2015,1,0,0,0,0,N.A.
DE,2015.2,2015,2,0,0,0,0,N.A.
DE,2015.3,2015,3,0,0,0,0,N.A.
DE,2015.4,2015,4,0,0,0,0,N.A.
DE,2016.1,2016,1,0,0,0,0,N.A.
DE,2016.2,2016,2,0,0,0,0,N.A.
DE,2016.3,2016,3,0,0,0,0,N.A.
DE,2016.4,2016,4,0,0,0,0,N.A.
DE,2017.1,2017,1,0,0,0,0,N.A.
DE,2017.2,2017,2,0,0,0,0,N.A.
DE,2017.3,2017,3,0,0,0,0,N.A.
DE,2017.4,2017,4,0,0,0,0,N.A.
DE,2018.1,2018,1,0,0,0,0,N.A.
FL,1971.1,1971,1,NA,NA,NA,NA,NA
FL,1971.2,1971,2,NA,NA,NA,NA,NA
FL,1971.3,1971,3,NA,NA,NA,NA,NA
FL,1971.4,1971,4,NA,NA,NA,NA,NA
FL,1972.1,1972,1,NA,NA,NA,NA,NA
FL,1972.2,1972,2,NA,NA,NA,NA,NA
FL,1972.3,1972,3,NA,NA,NA,NA,NA
FL,1972.4,1972,4,NA,NA,NA,NA,NA
FL,1973.1,1973,1,NA,NA,NA,NA,NA
FL,1973.2,1973,2,NA,NA,NA,NA,NA
FL,1973.3,1973,3,NA,NA,NA,NA,NA
FL,1973.4,1973,4,NA,NA,NA,NA,NA
FL,1974.1,1974,1,NA,NA,NA,NA,NA
FL,1974.2,1974,2,NA,NA,NA,NA,NA
FL,1974.3,1974,3,NA,NA,NA,NA,NA
FL,1974.4,1974,4,NA,NA,NA,NA,NA
FL,1975.1,1975,1,NA,NA,NA,NA,NA
FL,1975.2,1975,2,NA,NA,NA,NA,NA
FL,1975.3,1975,3,NA,NA,NA,NA,NA
FL,1975.4,1975,4,NA,NA,NA,NA,NA
FL,1976.1,1976,1,NA,NA,NA,NA,NA
FL,1976.2,1976,2,NA,NA,NA,NA,NA
FL,1976.3,1976,3,NA,NA,NA,NA,NA
FL,1976.4,1976,4,NA,NA,NA,NA,NA
FL,1977.1,1977,1,NA,NA,NA,NA,NA
FL,1977.2,1977,2,NA,NA,NA,NA,NA
FL,1977.3,1977,3,NA,NA,NA,NA,NA
FL,1977.4,1977,4,NA,NA,NA,NA,NA
FL,1978.1,1978,1,NA,NA,NA,NA,NA
FL,1978.2,1978,2,NA,NA,NA,NA,NA
FL,1978.3,1978,3,NA,NA,NA,NA,NA
FL,1978.4,1978,4,NA,NA,NA,NA,NA
FL,1979.1,1979,1,NA,NA,NA,NA,NA
FL,1979.2,1979,2,NA,NA,NA,NA,NA
FL,1979.3,1979,3,NA,NA,NA,NA,NA
FL,1979.4,1979,4,NA,NA,NA,NA,NA
FL,1980.1,1980,1,NA,NA,NA,NA,NA
FL,1980.2,1980,2,NA,NA,NA,NA,NA
FL,1980.3,1980,3,NA,NA,NA,NA,NA
FL,1980.4,1980,4,NA,NA,NA,NA,NA
FL,1981.1,1981,1,NA,NA,NA,NA,NA
FL,1981.2,1981,2,NA,NA,NA,NA,NA
FL,1981.3,1981,3,NA,NA,NA,NA,NA
FL,1981.4,1981,4,NA,NA,NA,NA,NA
FL,1982.1,1982,1,NA,NA,NA,NA,NA
FL,1982.2,1982,2,NA,NA,NA,NA,NA
FL,1982.3,1982,3,NA,NA,NA,NA,NA
FL,1982.4,1982,4,NA,NA,NA,NA,NA
FL,1983.1,1983,1,NA,NA,NA,NA,NA
FL,1983.2,1983,2,NA,NA,NA,NA,NA
FL,1983.3,1983,3,NA,NA,NA,NA,NA
FL,1983.4,1983,4,NA,NA,NA,NA,NA
FL,1984.1,1984,1,NA,NA,NA,NA,NA
FL,1984.2,1984,2,NA,NA,NA,NA,NA
FL,1984.3,1984,3,NA,NA,NA,NA,NA
FL,1984.4,1984,4,NA,NA,NA,NA,NA
FL,1985.1,1985,1,NA,NA,NA,NA,NA
FL,1985.2,1985,2,NA,NA,NA,NA,NA
FL,1985.3,1985,3,NA,NA,NA,NA,NA
FL,1985.4,1985,4,NA,NA,NA,NA,NA
FL,1986.1,1986,1,NA,NA,NA,NA,NA
FL,1986.2,1986,2,NA,NA,NA,NA,NA
FL,1986.3,1986,3,NA,NA,NA,NA,NA
FL,1986.4,1986,4,NA,NA,NA,NA,NA
FL,1987.1,1987,1,NA,NA,NA,NA,NA
FL,1987.2,1987,2,NA,NA,NA,NA,NA
FL,1987.3,1987,3,NA,NA,NA,NA,NA
FL,1987.4,1987,4,NA,NA,NA,NA,NA
FL,1988.1,1988,1,NA,NA,NA,NA,NA
FL,1988.2,1988,2,NA,NA,NA,NA,NA
FL,1988.3,1988,3,NA,NA,NA,NA,NA
FL,1988.4,1988,4,NA,NA,NA,NA,NA
FL,1989.1,1989,1,NA,NA,NA,NA,NA
FL,1989.2,1989,2,NA,NA,NA,NA,NA
FL,1989.3,1989,3,NA,NA,NA,NA,NA
FL,1989.4,1989,4,NA,NA,NA,NA,NA
FL,1990.1,1990,1,NA,NA,NA,NA,NA
FL,1990.2,1990,2,NA,NA,NA,NA,NA
FL,1990.3,1990,3,NA,NA,NA,NA,NA
FL,1990.4,1990,4,NA,NA,NA,NA,NA
FL,1991.1,1991,1,NA,NA,NA,NA,NA
FL,1991.2,1991,2,NA,NA,NA,NA,NA
FL,1991.3,1991,3,NA,NA,NA,NA,NA
FL,1991.4,1991,4,NA,NA,NA,NA,NA
FL,1992.1,1992,1,NA,NA,NA,NA,NA
FL,1992.2,1992,2,NA,NA,NA,NA,NA
FL,1992.3,1992,3,NA,NA,NA,NA,NA
FL,1992.4,1992,4,NA,NA,NA,NA,NA
FL,1993.1,1993,1,NA,NA,NA,NA,NA
FL,1993.2,1993,2,NA,NA,NA,NA,NA
FL,1993.3,1993,3,NA,NA,NA,NA,NA
FL,1993.4,1993,4,NA,NA,NA,NA,NA
FL,1994.1,1994,1,NA,NA,NA,NA,NA
FL,1994.2,1994,2,NA,NA,NA,NA,NA
FL,1994.3,1994,3,NA,NA,NA,NA,NA
FL,1994.4,1994,4,NA,NA,NA,NA,NA
FL,1995.1,1995,1,NA,NA,NA,NA,NA
FL,1995.2,1995,2,NA,NA,NA,NA,NA
FL,1995.3,1995,3,NA,NA,NA,NA,NA
FL,1995.4,1995,4,NA,NA,NA,NA,NA
FL,1996.1,1996,1,NA,NA,NA,NA,NA
FL,1996.2,1996,2,NA,NA,NA,NA,NA
FL,1996.3,1996,3,NA,NA,NA,NA,NA
FL,1996.4,1996,4,NA,NA,NA,NA,NA
FL,1997.1,1997,1,NA,NA,NA,NA,NA
FL,1997.2,1997,2,NA,NA,NA,NA,NA
FL,1997.3,1997,3,NA,NA,NA,NA,NA
FL,1997.4,1997,4,NA,NA,NA,NA,NA
FL,1998.1,1998,1,NA,NA,NA,NA,NA
FL,1998.2,1998,2,NA,NA,NA,NA,NA
FL,1998.3,1998,3,NA,NA,NA,NA,NA
FL,1998.4,1998,4,NA,NA,NA,NA,NA
FL,1999.1,1999,1,NA,NA,NA,NA,NA
FL,1999.2,1999,2,NA,NA,NA,NA,NA
FL,1999.3,1999,3,NA,NA,NA,NA,NA
FL,1999.4,1999,4,NA,NA,NA,NA,NA
FL,2000.1,2000,1,NA,NA,NA,NA,NA
FL,2000.2,2000,2,NA,NA,NA,NA,NA
FL,2000.3,2000,3,NA,NA,NA,NA,NA
FL,2000.4,2000,4,NA,NA,NA,NA,NA
FL,2001.1,2001,1,NA,NA,NA,NA,NA
FL,2001.2,2001,2,NA,NA,NA,NA,NA
FL,2001.3,2001,3,NA,NA,NA,NA,NA
FL,2001.4,2001,4,NA,NA,NA,NA,NA
FL,2002.1,2002,1,NA,NA,NA,NA,NA
FL,2002.2,2002,2,NA,NA,NA,NA,NA
FL,2002.3,2002,3,NA,NA,NA,NA,NA
FL,2002.4,2002,4,NA,NA,NA,NA,NA
FL,2003.1,2003,1,0,0,0,NA,NA
FL,2003.2,2003,2,0,0,0,NA,NA
FL,2003.3,2003,3,0,0,0,NA,NA
FL,2003.4,2003,4,0,0,0,NA,NA
FL,2004.1,2004,1,0,0,0,NA,NA
FL,2004.2,2004,2,0,0,0,NA,NA
FL,2004.3,2004,3,0,0,0,NA,NA
FL,2004.4,2004,4,0,0,0,NA,NA
FL,2005.1,2005,1,0,0,0,NA,NA
FL,2005.2,2005,2,0,0,0,NA,NA
FL,2005.3,2005,3,0,0,0,NA,NA
FL,2005.4,2005,4,0,0,0,NA,NA
FL,2006.1,2006,1,0,0,0,NA,NA
FL,2006.2,2006,2,0,0,0,NA,NA
FL,2006.3,2006,3,0,0,0,NA,NA
FL,2006.4,2006,4,0,0,0,NA,NA
FL,2007.1,2007,1,0,0,0,NA,NA
FL,2007.2,2007,2,0,0,0,NA,NA
FL,2007.3,2007,3,0,0,0,NA,NA
FL,2007.4,2007,4,0,0,0,NA,NA
FL,2008.1,2008,1,0,0,0,NA,NA
FL,2008.2,2008,2,0,0,0,NA,NA
FL,2008.3,2008,3,0,0,0,NA,NA
FL,2008.4,2008,4,0,0,0,NA,NA
FL,2009.1,2009,1,0,0,0,NA,NA
FL,2009.2,2009,2,0,0,0,NA,NA
FL,2009.3,2009,3,413000,57.18353242,0.170285491,NA,NA
FL,2009.4,2009,4,951700,134.3575965,0.400576449,NA,NA
FL,2010.1,2010,1,1496500,217.9762136,0.642280429,NA,NA
FL,2010.2,2010,2,1612500,229.4565913,0.698529572,NA,NA
FL,2010.3,2010,3,1612500,230.9976995,0.705902532,NA,NA
FL,2010.4,2010,4,1957500,280.1235892,0.855997451,NA,NA
FL,2011.1,2011,1,2247900,328.112349,0.977403311,NA,NA
FL,2011.2,2011,2,1574100,222.8182539,0.679594009,NA,NA
FL,2011.3,2011,3,1649800,233.8781701,0.70251657,NA,NA
FL,2011.4,2011,4,1774000,250.780402,0.74913971,NA,NA
FL,2012.1,2012,1,1813706,260.9677083,0.753653596,NA,NA
FL,2012.2,2012,2,676556,94.43842127,0.281643505,NA,NA
FL,2012.3,2012,3,598341,83.29670877,0.24427559,NA,NA
FL,2012.4,2012,4,626216,86.91968504,0.253374631,NA,NA
FL,2013.1,2013,1,489703,69.00806968,0.197687592,NA,NA
FL,2013.2,2013,2,0,0,0,NA,NA
FL,2013.3,2013,3,0,0,0,NA,NA
FL,2013.4,2013,4,0,0,0,NA,NA
FL,2014.1,2014,1,0,0,0,0,N.A.
FL,2014.2,2014,2,0,0,0,0,N.A.
FL,2014.3,2014,3,0,0,0,0,N.A.
FL,2014.4,2014,4,0,0,0,0,N.A.
FL,2015.1,2015,1,0,0,0,0,N.A.
FL,2015.2,2015,2,0,0,0,0,N.A.
FL,2015.3,2015,3,0,0,0,0,N.A.
FL,2015.4,2015,4,0,0,0,0,N.A.
FL,2016.1,2016,1,0,0,0,0,N.A.
FL,2016.2,2016,2,0,0,0,0,N.A.
FL,2016.3,2016,3,0,0,0,0,N.A.
FL,2016.4,2016,4,0,0,0,0,N.A.
FL,2017.1,2017,1,0,0,0,0,N.A.
FL,2017.2,2017,2,0,0,0,0,N.A.
FL,2017.3,2017,3,0,0,0,0,N.A.
FL,2017.4,2017,4,0,0,0,0,N.A.
FL,2018.1,2018,1,0,0,0,0,N.A.
GA,1971.1,1971,1,NA,NA,NA,NA,NA
GA,1971.2,1971,2,NA,NA,NA,NA,NA
GA,1971.3,1971,3,NA,NA,NA,NA,NA
GA,1971.4,1971,4,NA,NA,NA,NA,NA
GA,1972.1,1972,1,NA,NA,NA,NA,NA
GA,1972.2,1972,2,NA,NA,NA,NA,NA
GA,1972.3,1972,3,NA,NA,NA,NA,NA
GA,1972.4,1972,4,NA,NA,NA,NA,NA
GA,1973.1,1973,1,NA,NA,NA,NA,NA
GA,1973.2,1973,2,NA,NA,NA,NA,NA
GA,1973.3,1973,3,NA,NA,NA,NA,NA
GA,1973.4,1973,4,NA,NA,NA,NA,NA
GA,1974.1,1974,1,NA,NA,NA,NA,NA
GA,1974.2,1974,2,NA,NA,NA,NA,NA
GA,1974.3,1974,3,NA,NA,NA,NA,NA
GA,1974.4,1974,4,NA,NA,NA,NA,NA
GA,1975.1,1975,1,NA,NA,NA,NA,NA
GA,1975.2,1975,2,NA,NA,NA,NA,NA
GA,1975.3,1975,3,NA,NA,NA,NA,NA
GA,1975.4,1975,4,NA,NA,NA,NA,NA
GA,1976.1,1976,1,NA,NA,NA,NA,NA
GA,1976.2,1976,2,NA,NA,NA,NA,NA
GA,1976.3,1976,3,NA,NA,NA,NA,NA
GA,1976.4,1976,4,NA,NA,NA,NA,NA
GA,1977.1,1977,1,NA,NA,NA,NA,NA
GA,1977.2,1977,2,NA,NA,NA,NA,NA
GA,1977.3,1977,3,NA,NA,NA,NA,NA
GA,1977.4,1977,4,NA,NA,NA,NA,NA
GA,1978.1,1978,1,NA,NA,NA,NA,NA
GA,1978.2,1978,2,NA,NA,NA,NA,NA
GA,1978.3,1978,3,NA,NA,NA,NA,NA
GA,1978.4,1978,4,NA,NA,NA,NA,NA
GA,1979.1,1979,1,NA,NA,NA,NA,NA
GA,1979.2,1979,2,NA,NA,NA,NA,NA
GA,1979.3,1979,3,NA,NA,NA,NA,NA
GA,1979.4,1979,4,NA,NA,NA,NA,NA
GA,1980.1,1980,1,NA,NA,NA,NA,NA
GA,1980.2,1980,2,NA,NA,NA,NA,NA
GA,1980.3,1980,3,NA,NA,NA,NA,NA
GA,1980.4,1980,4,NA,NA,NA,NA,NA
GA,1981.1,1981,1,NA,NA,NA,NA,NA
GA,1981.2,1981,2,NA,NA,NA,NA,NA
GA,1981.3,1981,3,NA,NA,NA,NA,NA
GA,1981.4,1981,4,NA,NA,NA,NA,NA
GA,1982.1,1982,1,NA,NA,NA,NA,NA
GA,1982.2,1982,2,NA,NA,NA,NA,NA
GA,1982.3,1982,3,NA,NA,NA,NA,NA
GA,1982.4,1982,4,NA,NA,NA,NA,NA
GA,1983.1,1983,1,NA,NA,NA,NA,NA
GA,1983.2,1983,2,NA,NA,NA,NA,NA
GA,1983.3,1983,3,NA,NA,NA,NA,NA
GA,1983.4,1983,4,NA,NA,NA,NA,NA
GA,1984.1,1984,1,NA,NA,NA,NA,NA
GA,1984.2,1984,2,NA,NA,NA,NA,NA
GA,1984.3,1984,3,NA,NA,NA,NA,NA
GA,1984.4,1984,4,NA,NA,NA,NA,NA
GA,1985.1,1985,1,NA,NA,NA,NA,NA
GA,1985.2,1985,2,NA,NA,NA,NA,NA
GA,1985.3,1985,3,NA,NA,NA,NA,NA
GA,1985.4,1985,4,NA,NA,NA,NA,NA
GA,1986.1,1986,1,NA,NA,NA,NA,NA
GA,1986.2,1986,2,NA,NA,NA,NA,NA
GA,1986.3,1986,3,NA,NA,NA,NA,NA
GA,1986.4,1986,4,NA,NA,NA,NA,NA
GA,1987.1,1987,1,NA,NA,NA,NA,NA
GA,1987.2,1987,2,NA,NA,NA,NA,NA
GA,1987.3,1987,3,NA,NA,NA,NA,NA
GA,1987.4,1987,4,NA,NA,NA,NA,NA
GA,1988.1,1988,1,NA,NA,NA,NA,NA
GA,1988.2,1988,2,NA,NA,NA,NA,NA
GA,1988.3,1988,3,NA,NA,NA,NA,NA
GA,1988.4,1988,4,NA,NA,NA,NA,NA
GA,1989.1,1989,1,NA,NA,NA,NA,NA
GA,1989.2,1989,2,NA,NA,NA,NA,NA
GA,1989.3,1989,3,NA,NA,NA,NA,NA
GA,1989.4,1989,4,NA,NA,NA,NA,NA
GA,1990.1,1990,1,NA,NA,NA,NA,NA
GA,1990.2,1990,2,NA,NA,NA,NA,NA
GA,1990.3,1990,3,NA,NA,NA,NA,NA
GA,1990.4,1990,4,NA,NA,NA,NA,NA
GA,1991.1,1991,1,NA,NA,NA,NA,NA
GA,1991.2,1991,2,NA,NA,NA,NA,NA
GA,1991.3,1991,3,NA,NA,NA,NA,NA
GA,1991.4,1991,4,NA,NA,NA,NA,NA
GA,1992.1,1992,1,NA,NA,NA,NA,NA
GA,1992.2,1992,2,NA,NA,NA,NA,NA
GA,1992.3,1992,3,NA,NA,NA,NA,NA
GA,1992.4,1992,4,NA,NA,NA,NA,NA
GA,1993.1,1993,1,NA,NA,NA,NA,NA
GA,1993.2,1993,2,NA,NA,NA,NA,NA
GA,1993.3,1993,3,NA,NA,NA,NA,NA
GA,1993.4,1993,4,NA,NA,NA,NA,NA
GA,1994.1,1994,1,NA,NA,NA,NA,NA
GA,1994.2,1994,2,NA,NA,NA,NA,NA
GA,1994.3,1994,3,NA,NA,NA,NA,NA
GA,1994.4,1994,4,NA,NA,NA,NA,NA
GA,1995.1,1995,1,NA,NA,NA,NA,NA
GA,1995.2,1995,2,NA,NA,NA,NA,NA
GA,1995.3,1995,3,NA,NA,NA,NA,NA
GA,1995.4,1995,4,NA,NA,NA,NA,NA
GA,1996.1,1996,1,NA,NA,NA,NA,NA
GA,1996.2,1996,2,NA,NA,NA,NA,NA
GA,1996.3,1996,3,NA,NA,NA,NA,NA
GA,1996.4,1996,4,NA,NA,NA,NA,NA
GA,1997.1,1997,1,NA,NA,NA,NA,NA
GA,1997.2,1997,2,NA,NA,NA,NA,NA
GA,1997.3,1997,3,NA,NA,NA,NA,NA
GA,1997.4,1997,4,NA,NA,NA,NA,NA
GA,1998.1,1998,1,NA,NA,NA,NA,NA
GA,1998.2,1998,2,NA,NA,NA,NA,NA
GA,1998.3,1998,3,NA,NA,NA,NA,NA
GA,1998.4,1998,4,NA,NA,NA,NA,NA
GA,1999.1,1999,1,NA,NA,NA,NA,NA
GA,1999.2,1999,2,NA,NA,NA,NA,NA
GA,1999.3,1999,3,NA,NA,NA,NA,NA
GA,1999.4,1999,4,NA,NA,NA,NA,NA
GA,2000.1,2000,1,NA,NA,NA,NA,NA
GA,2000.2,2000,2,NA,NA,NA,NA,NA
GA,2000.3,2000,3,NA,NA,NA,NA,NA
GA,2000.4,2000,4,NA,NA,NA,NA,NA
GA,2001.1,2001,1,NA,NA,NA,NA,NA
GA,2001.2,2001,2,NA,NA,NA,NA,NA
GA,2001.3,2001,3,NA,NA,NA,NA,NA
GA,2001.4,2001,4,NA,NA,NA,NA,NA
GA,2002.1,2002,1,NA,NA,NA,NA,NA
GA,2002.2,2002,2,NA,NA,NA,NA,NA
GA,2002.3,2002,3,NA,NA,NA,NA,NA
GA,2002.4,2002,4,NA,NA,NA,NA,NA
GA,2003.1,2003,1,0,0,0,NA,NA
GA,2003.2,2003,2,0,0,0,NA,NA
GA,2003.3,2003,3,0,0,0,NA,NA
GA,2003.4,2003,4,0,0,0,NA,NA
GA,2004.1,2004,1,0,0,0,NA,NA
GA,2004.2,2004,2,0,0,0,NA,NA
GA,2004.3,2004,3,0,0,0,NA,NA
GA,2004.4,2004,4,0,0,0,NA,NA
GA,2005.1,2005,1,0,0,0,NA,NA
GA,2005.2,2005,2,0,0,0,NA,NA
GA,2005.3,2005,3,0,0,0,NA,NA
GA,2005.4,2005,4,0,0,0,NA,NA
GA,2006.1,2006,1,0,0,0,NA,NA
GA,2006.2,2006,2,0,0,0,NA,NA
GA,2006.3,2006,3,0,0,0,NA,NA
GA,2006.4,2006,4,0,0,0,NA,NA
GA,2007.1,2007,1,0,0,0,NA,NA
GA,2007.2,2007,2,0,0,0,NA,NA
GA,2007.3,2007,3,0,0,0,NA,NA
GA,2007.4,2007,4,0,0,0,NA,NA
GA,2008.1,2008,1,0,0,0,NA,NA
GA,2008.2,2008,2,0,0,0,NA,NA
GA,2008.3,2008,3,0,0,0,NA,NA
GA,2008.4,2008,4,0,0,0,NA,NA
GA,2009.1,2009,1,0,0,0,NA,NA
GA,2009.2,2009,2,0,0,0,NA,NA
GA,2009.3,2009,3,0,0,0,NA,NA
GA,2009.4,2009,4,70000,18.83222452,0.052764346,NA,NA
GA,2010.1,2010,1,337000,92.15465794,0.258770388,NA,NA
GA,2010.2,2010,2,416000,113.4466145,0.322649845,NA,NA
GA,2010.3,2010,3,416000,115.5726025,0.32524191,NA,NA
GA,2010.4,2010,4,532500,145.646005,0.41521772,NA,NA
GA,2011.1,2011,1,693000,190.1595062,0.536550031,NA,NA
GA,2011.2,2011,2,728000,197.2219874,0.556910746,NA,NA
GA,2011.3,2011,3,721080,198.3629309,0.540415162,NA,NA
GA,2011.4,2011,4,721080,194.3850257,0.534826384,NA,NA
GA,2012.1,2012,1,752300,203.9119213,0.548130547,NA,NA
GA,2012.2,2012,2,745303,199.956108,0.54491246,NA,NA
GA,2012.3,2012,3,650663,176.3493102,0.466808921,NA,NA
GA,2012.4,2012,4,550452,146.5561884,0.391122078,NA,NA
GA,2013.1,2013,1,542808,145.2962764,0.385602491,NA,NA
GA,2013.2,2013,2,396766,104.6949469,0.276383655,NA,NA
GA,2013.3,2013,3,296330,78.81555118,0.204623624,NA,NA
GA,2013.4,2013,4,145251,38.01876609,0.09917768,NA,NA
GA,2014.1,2014,1,56786,14.85897631,0.03837244,0,N.A.
GA,2014.2,2014,2,0,0,0,0,N.A.
GA,2014.3,2014,3,0,0,0,0,N.A.
GA,2014.4,2014,4,0,0,0,0,N.A.
GA,2015.1,2015,1,0,0,0,0,N.A.
GA,2015.2,2015,2,0,0,0,0,N.A.
GA,2015.3,2015,3,0,0,0,0,N.A.
GA,2015.4,2015,4,0,0,0,0,N.A.
GA,2016.1,2016,1,0,0,0,0,N.A.
GA,2016.2,2016,2,0,0,0,0,N.A.
GA,2016.3,2016,3,0,0,0,0,N.A.
GA,2016.4,2016,4,0,0,0,0,N.A.
GA,2017.1,2017,1,0,0,0,0,N.A.
GA,2017.2,2017,2,0,0,0,0,N.A.
GA,2017.3,2017,3,0,0,0,0,N.A.
GA,2017.4,2017,4,0,0,0,0,N.A.
GA,2018.1,2018,1,0,0,0,0,N.A.
HI,1971.1,1971,1,NA,NA,NA,NA,NA
HI,1971.2,1971,2,NA,NA,NA,NA,NA
HI,1971.3,1971,3,NA,NA,NA,NA,NA
HI,1971.4,1971,4,NA,NA,NA,NA,NA
HI,1972.1,1972,1,NA,NA,NA,NA,NA
HI,1972.2,1972,2,NA,NA,NA,NA,NA
HI,1972.3,1972,3,NA,NA,NA,NA,NA
HI,1972.4,1972,4,NA,NA,NA,NA,NA
HI,1973.1,1973,1,NA,NA,NA,NA,NA
HI,1973.2,1973,2,NA,NA,NA,NA,NA
HI,1973.3,1973,3,NA,NA,NA,NA,NA
HI,1973.4,1973,4,NA,NA,NA,NA,NA
HI,1974.1,1974,1,NA,NA,NA,NA,NA
HI,1974.2,1974,2,NA,NA,NA,NA,NA
HI,1974.3,1974,3,NA,NA,NA,NA,NA
HI,1974.4,1974,4,NA,NA,NA,NA,NA
HI,1975.1,1975,1,NA,NA,NA,NA,NA
HI,1975.2,1975,2,NA,NA,NA,NA,NA
HI,1975.3,1975,3,NA,NA,NA,NA,NA
HI,1975.4,1975,4,NA,NA,NA,NA,NA
HI,1976.1,1976,1,NA,NA,NA,NA,NA
HI,1976.2,1976,2,NA,NA,NA,NA,NA
HI,1976.3,1976,3,NA,NA,NA,NA,NA
HI,1976.4,1976,4,NA,NA,NA,NA,NA
HI,1977.1,1977,1,NA,NA,NA,NA,NA
HI,1977.2,1977,2,NA,NA,NA,NA,NA
HI,1977.3,1977,3,NA,NA,NA,NA,NA
HI,1977.4,1977,4,NA,NA,NA,NA,NA
HI,1978.1,1978,1,NA,NA,NA,NA,NA
HI,1978.2,1978,2,NA,NA,NA,NA,NA
HI,1978.3,1978,3,NA,NA,NA,NA,NA
HI,1978.4,1978,4,NA,NA,NA,NA,NA
HI,1979.1,1979,1,NA,NA,NA,NA,NA
HI,1979.2,1979,2,NA,NA,NA,NA,NA
