st,CYQ,year,quarter,Initial_Claim,Weeks_Claimed,Weeks_Compensated,Exhaustions,Exhaustion_Rate,Exhaustion_Rate_Rank,Average_Duration,Average_Duration_Rank,IUR,IUR_Rank
CT,1989.3,1989,3,57675,387537,357237,6569,0.199436581,9056,11.81332017,8237,1.821710193,6164
CT,1989.4,1989,4,64543,389594,360004,6576,0.212453737,8843,12.28922016,7697,1.80644338,6209
CT,1990.1,1990,1,83721,650677,612756,7821,0.231838332,8406,12.77869621,7095,3.084731179,2736
CT,1990.2,1990,2,63535,575350,541179,9556,0.255471948,7748,13.50912556,6115,2.69119141,3621
CT,1990.3,1990,3,67715,592146,550675,12171,0.277505493,7006,14.48628282,4675,2.791691937,3381
CT,1990.4,1990,4,79570,630253,586023,12327,0.302320377,6113,14.80014344,4243,2.962332471,2968
CT,1991.1,1991,1,102822,895588,841480,13351,0.332615316,4971,15.21258982,3665,4.32737818,1124
CT,1991.2,1991,2,75310,844752,794825,16693,0.35240452,4275,16.14050313,2570,4.039619983,1365
CT,1991.3,1991,3,86689,823672,742935,20959,0.382404444,3278,15.79569692,2976,3.982107031,1425
CT,1991.4,1991,4,95394,739451,688721,17461,0.398500617,2790,16.18746142,2525,3.587816375,1908
CT,1992.1,1992,1,112738,980645,924614,17740,0.388081566,3101,16.70888392,2059,4.98483624,719
CT,1992.2,1992,2,72832,811069,767093,18523,0.394049397,2917,16.85580062,1957,4.078972448,1334
CT,1992.3,1992,3,72370,732693,686048,19317,0.387304601,3131,18.0938658,1066,3.743571248,1696
CT,1992.4,1992,4,71350,598018,556220,14989,0.380838537,3340,18.64984522,768,3.037503763,2823
CT,1993.1,1993,1,90548,748022,700386,14566,0.397666926,2818,18.51868785,833,3.925921716,1481
CT,1993.2,1993,2,64764,691303,658124,13093,0.393881222,2925,17.29999867,1597,3.568840692,1936
CT,1993.3,1993,3,59735,674257,642804,15989,0.400731249,2736,17.39168338,1519,3.517535692,2014
CT,1993.4,1993,4,68662,597875,565253,14899,0.389446167,3056,17.0116656,1833,3.072190503,2759
CT,1994.1,1994,1,84162,788437,755076,13402,0.390214546,3035,17.23230099,1650,4.13106558,1277
CT,1994.2,1994,2,59870,652459,616844,13215,0.381153436,3325,17.76036375,1289,3.36580182,2251
CT,1994.3,1994,3,57041,623365,588748,13731,0.363197097,3918,17.13836644,1721,3.245934647,2439
CT,1994.4,1994,4,64032,539778,509558,12264,0.362176972,3946,17.23321311,1649,2.74921801,3486
CT,1995.1,1995,1,75939,718948,683026,11456,0.343768659,4562,16.50442862,2221,3.766237311,1680
CT,1995.2,1995,2,59240,583472,550447,10781,0.336484328,4819,16.17101148,2544,2.974213731,2936
CT,1995.3,1995,3,55187,592315,540778,11922,0.319486597,5482,16.04575953,2681,3.041899239,2813
CT,1995.4,1995,4,62267,523330,490729,10732,0.311321474,5781,15.9465206,2799,2.628068828,3765
CT,1996.1,1996,1,73876,728911,693104,11411,0.315082449,5652,16.47900158,2256,3.736423376,1706
CT,1996.2,1996,2,50839,539562,509354,10867,0.316342336,5598,16.53392691,2204,2.714090608,3571
CT,1996.3,1996,3,50650,517780,488813,10659,0.316309087,5602,16.59681603,2150,2.641882424,3736
CT,1996.4,1996,4,59510,451127,425276,8897,0.309620025,5848,15.90360368,2855,2.249455296,4811
CT,1997.1,1997,1,63367,588120,560515,8498,0.296042473,6317,16.20735065,2506,3.000553152,2888
CT,1997.2,1997,2,48922,444227,416991,8239,0.272703365,7164,15.68824954,3102,2.202868047,4937
CT,1997.3,1997,3,43859,435243,410010,8014,0.274877258,7087,15.41411152,3397,2.187525491,4989
CT,1997.4,1997,4,55159,381513,358917,7473,0.267254964,7348,15.38612597,3439,1.85713388,6055
CT,1998.1,1998,1,54899,525238,501708,6977,0.261066612,7547,15.05612504,3871,2.617959919,3794
CT,1998.2,1998,2,44943,378746,358387,6832,0.258098619,7657,14.84032067,4176,1.843629641,6101
CT,1998.3,1998,3,49441,404459,376363,7079,0.253022152,7841,14.43935088,4744,1.98676928,5628
CT,1998.4,1998,4,51718,356460,336611,6248,0.247207798,8038,14.27467332,5000,1.710244,6529
CT,1999.1,1999,1,62886,529290,507494,6618,0.242352111,8171,13.84207712,5632,2.590850225,3865
CT,1999.2,1999,2,45879,403646,386123,6888,0.243493648,8145,13.90759096,5534,1.929663372,5807
CT,1999.3,1999,3,43268,410195,388307,7424,0.238273921,8271,14.13209755,5216,1.975967948,5660
CT,1999.4,1999,4,46183,342375,323908,6542,0.237813693,8285,14.48496329,4678,1.614306478,6826
CT,2000.1,2000,1,55743,488534,467373,6577,0.23951139,8237,14.41258342,4787,2.347586976,4546
CT,2000.2,2000,2,41276,339905,321998,5889,0.238422543,8265,14.29904869,4966,1.595945728,6874
CT,2000.3,2000,3,38384,361921,340613,6100,0.231122566,8425,14.22622752,5068,1.712705355,6522
CT,2000.4,2000,4,44339,336809,315341,5917,0.233142563,8382,14.05452318,5328,1.565640101,6986
CT,2001.1,2001,1,69996,490736,469330,5267,0.22674612,8522,13.43446983,6232,2.32279338,4619
CT,2001.2,2001,2,58291,442394,419368,6360,0.229917248,8462,13.04065041,6773,2.048762126,5434
CT,2001.3,2001,3,59425,544958,523323,8701,0.243620566,8142,13.07072755,6739,2.545068345,3983
CT,2001.4,2001,4,70334,569154,549381,10247,0.258127971,7653,13.33778969,6380,2.618682803,3792
CT,2002.1,2002,1,82669,763473,747870,11298,0.276992925,7023,14.2769676,4995,3.601732176,1890
CT,2002.2,2002,2,72341,661644,629570,14136,0.301803395,6121,15.34581804,3490,3.072802748,2758
CT,2002.3,2002,3,57190,681337,659067,14966,0.32281442,5380,16.28392947,2438,3.209642329,2503
CT,2002.4,2002,4,70874,651082,628358,13421,0.33709336,4800,16.42008589,2305,3.023955255,2851
CT,2003.1,2003,1,81095,857877,833633,14653,0.360050378,4008,16.90104394,1922,4.079745638,1333
CT,2003.2,2003,2,60831,701010,680807,15073,0.358074593,4072,17.31459452,1577,3.276872059,2390
CT,2003.3,2003,3,54122,695947,667541,16849,0.368641282,3745,17.52890361,1429,3.315785489,2326
CT,2003.4,2003,4,62947,611285,593540,14573,0.377874318,3449,17.88973612,1195,2.877812015,3164
CT,2004.1,2004,1,69720,761249,733477,13176,0.372185422,3623,18.07520285,1081,3.678491718,1784
CT,2004.2,2004,2,51448,559717,535469,12190,0.366029417,3835,17.86603442,1221,2.661402224,3696
CT,2004.3,2004,3,44489,544177,515804,12006,0.350948903,4321,17.71419421,1321,2.634391474,3752
CT,2004.4,2004,4,56867,485809,460120,10359,0.33705715,4801,17.55519062,1420,2.303671153,4677
CT,2005.1,2005,1,65424,674471,647578,10386,0.334733612,4890,17.00646711,1840,3.273916992,2393
CT,2005.2,2005,2,49234,501238,476983,10279,0.336500489,4818,16.77784079,2009,2.375560314,4452
CT,2005.3,2005,3,45103,503993,472871,10895,0.330200866,5077,16.61580703,2126,2.419823392,4329
CT,2005.4,2005,4,58791,454204,431299,9554,0.32840232,5144,16.69215389,2081,2.137542243,5141
CT,2006.1,2006,1,60755,633454,603057,9472,0.324635996,5296,16.65290262,2104,3.047918832,2802
CT,2006.2,2006,2,50625,475495,449399,9571,0.324935411,5274,16.41850435,2309,2.229522233,4862
CT,2006.3,2006,3,43377,505369,473905,10089,0.324680447,5295,16.41808819,2311,2.407287431,4365
CT,2006.4,2006,4,55246,477175,445352,10079,0.329028631,5122,16.54551939,2196,2.233395714,4852
CT,2007.1,2007,1,63894,616412,581246,8953,0.324493869,5299,16.11928873,2600,2.918156488,3077
CT,2007.2,2007,2,49536,478330,452477,9299,0.322399282,5393,16.24694275,2473,2.211206894,4919
CT,2007.3,2007,3,42844,517179,481317,10608,0.321897708,5416,16.38274473,2344,2.416731414,4333
CT,2007.4,2007,4,59130,466493,436387,9494,0.319068932,5498,16.08959888,2639,2.142683455,5123
CT,2008.1,2008,1,64946,668747,637166,9249,0.322993097,5372,16.47432436,2263,3.140147022,2637
CT,2008.2,2008,2,56561,545300,516972,10390,0.327666241,5173,16.28128217,2439,2.501668658,4086
CT,2008.3,2008,3,59572,627584,588824,12665,0.343036759,4594,16.24210197,2477,2.90876475,3098
CT,2008.4,2008,4,80723,710324,679323,13877,0.362906965,3930,15.80476044,2964,3.230718836,2458
CT,2009.1,2009,1,105818,1148617,1117449,16869,0.400964383,2723,15.90169395,2862,5.331840415,545
CT,2009.2,2009,2,83427,1124954,1153349,24175,0.440980537,1846,17.01726758,1829,5.126522041,644
CT,2009.3,2009,3,72839,1121618,1123059,33301,0.483323472,1157,18.11969234,1050,5.204414048,605
CT,2009.4,2009,4,75654,1114178,938258,27248,0.488517133,1087,19.39677714,489,5.129577094,642
CT,2010.1,2010,1,85874,1123050,1098791,23257,0.480357484,1203,20.61753811,211,5.388969075,512
CT,2010.2,2010,2,66203,883901,880555,22226,0.474751726,1296,20.82161279,177,4.227987726,1196
CT,2010.3,2010,3,63331,852401,830919,22338,0.454412489,1605,20.5459314,221,4.162448798,1257
CT,2010.4,2010,4,68169,755419,728133,19635,0.450662421,1672,20.29898918,269,3.636627009,1839
CT,2011.1,2011,1,80875,940239,902556,18054,0.450834768,1669,20.06389276,308,4.693523905,841
CT,2011.2,2011,2,64262,739343,710661,17403,0.444198401,1772,19.82110656,356,3.587738171,1909
CT,2011.3,2011,3,59844,740541,707193,18295,0.440561666,1852,19.26859993,523,3.622217339,1859
CT,2011.4,2011,4,79636,670665,640219,16524,0.439101503,1881,18.29886954,946,3.211388993,2497
CT,2012.1,2012,1,76562,868716,816165,15691,0.429250441,2074,19.07384697,589,4.269661905,1163
CT,2012.2,2012,2,62346,679661,663075,15581,0.408491097,2536,18.69812731,743,3.255111506,2419
CT,2012.3,2012,3,53671,736055,679427,16991,0.429935629,2060,18.6815333,752,3.563169303,1944
CT,2012.4,2012,4,75188,718561,660001,16196,0.426392279,2132,19.23769093,529,3.417531432,2157
CT,2013.1,2013,1,75005,813234,764557,13977,0.418799768,2311,18.0834684,1072,3.944167053,1459
CT,2013.2,2013,2,58880,659301,630775,15078,0.424807873,2169,18.26460963,963,3.13070193,2654
CT,2013.3,2013,3,54249,672535,664234,16211,0.401670414,2705,18.1291172,1042,3.229280526,2459
CT,2013.4,2013,4,66483,621044,591512,14453,0.398844587,2780,18.13223627,1040,2.92254996,3062
CT,2014.1,2014,1,65305,808398,785683,13129,0.392444554,2968,18.13951152,1038,3.904183074,1503
CT,2014.2,2014,2,54515,607033,579975,13293,0.390443751,3026,18.04405347,1096,2.85284804,3225
CT,2014.3,2014,3,46409,599109,573611,13262,0.367493925,3786,18.03256974,1102,2.844779104,3255
CT,2014.4,2014,4,60603,544373,506429,11759,0.354100414,4212,17.84152204,1237,2.550493634,3968
CT,2015.1,2015,1,61131,717974,700029,11196,0.352773522,4258,17.99719371,1124,3.444012456,2123
CT,2015.2,2015,2,51377,512137,491853,10628,0.341737246,4624,17.76451822,1286,2.389067752,4415
CT,2015.3,2015,3,42988,523398,500912,11032,0.340224503,4687,17.64318492,1363,2.464317869,4200
CT,2015.4,2015,4,51796,449872,435548,9543,0.331524501,5016,17.67667187,1348,2.086775366,5305
CT,2016.1,2016,1,53781,631197,616677,9238,0.324436422,5302,17.51387414,1439,3.000546633,2889
CT,2016.2,2016,2,53419,491623,468570,9209,0.324092223,5315,17.08590673,1767,2.279188028,4738
CT,2016.3,2016,3,43148,533071,502577,9993,0.325297181,5261,17.21374124,1666,2.504304787,4081
CT,2016.4,2016,4,52833,451827,425384,9701,0.322338286,5397,17.40325035,1508,2.086665811,5306
CT,2017.1,2017,1,56528,638963,608112,9458,0.326354386,5214,17.33445458,1564,3.024392165,2850
CT,2017.2,2017,2,49384,473600,445608,9189,0.33144018,5024,17.52459321,1432,2.19372866,4965
CT,2017.3,2017,3,41436,486963,460563,9588,0.328038393,5159,17.31119084,1582,2.278789262,4741
CT,2017.4,2017,4,47604,445586,387229,8568,0.325459851,5250,17.24539733,1636,2.058344823,5397
CT,2018.1,2018,1,54073,599447,588380,8675,0.321472239,5428,17.25358957,1629,2.831080446,3292
DC,1971.1,1971,1,10406,89910,89663,1310,NA,NA,15.60985376,3185,NA,NA
DC,1971.2,1971,2,8535,81286,82337,1491,NA,NA,17.99727948,1123,NA,NA
DC,1971.3,1971,3,8807,88331,91059,1521,0.752437326,36,17.35446629,1552,NA,NA
DC,1971.4,1971,4,7700,79465,78315,1441,0.603013498,196,17.86269688,1222,NA,NA
DC,1972.1,1972,1,9033,86770,86486,1615,0.400316664,2748,18.5547265,818,NA,NA
DC,1972.2,1972,2,11816,83396,84804,1567,0.321490241,5427,17.4101293,1499,NA,NA
DC,1972.3,1972,3,9137,94184,98027,1464,0.333955122,4923,17.25563387,1627,NA,NA
DC,1972.4,1972,4,8221,83429,84434,1438,0.310931671,5804,17.2611984,1624,NA,NA
DC,1973.1,1973,1,9425,95474,100079,1769,0.309639631,5847,17.65397924,1360,NA,NA
DC,1973.2,1973,2,9081,73928,89252,1813,0.316385283,5596,18.49067489,848,NA,NA
DC,1973.3,1973,3,8827,64127,106031,1774,0.326509035,5211,19.17290121,546,NA,NA
DC,1973.4,1973,4,8225,56052,95507,1831,0.357437708,4097,19.57673044,431,NA,NA
DC,1974.1,1974,1,10102,68191,112867,2141,0.381594225,3311,19.27315699,520,NA,NA
DC,1974.2,1974,2,9435,68178,108063,2235,0.39972954,2761,20.01269541,316,NA,NA
DC,1974.3,1974,3,11537,83422,125677,2324,0.407324293,2563,19.56170081,433,NA,NA
DC,1974.4,1974,4,11529,81602,115953,2189,0.421080057,2253,19.12195122,569,NA,NA
DC,1975.1,1975,1,14589,103095,145497,2685,0.417370913,2348,18.54644195,822,2.231064196,4857
DC,1975.2,1975,2,18453,117174,172488,3275,0.432947499,2001,18.1947199,1005,2.473649366,4175
DC,1975.3,1975,3,16584,135413,201986,4076,0.457865169,1548,18.42456903,887,2.805163242,3352
DC,1975.4,1975,4,15633,114652,178971,4038,0.457586891,1554,19.44259924,469,2.442575966,4278
DC,1976.1,1976,1,14913,115329,187665,4712,0.466492829,1425,20.91640325,166,2.523104226,4036
DC,1976.2,1976,2,14571,95369,159610,4483,0.481487663,1180,21.74605829,90,2.040548217,5462
DC,1976.3,1976,3,15597,100230,171528,3633,0.476010386,1273,21.8833971,83,2.102387068,5250
DC,1976.4,1976,4,14111,99305,159307,3362,0.483456761,1155,21.39485723,128,2.166741215,5056
DC,1977.1,1977,1,16744,105967,178879,4048,0.48692216,1106,20.4,248,2.325941268,4610
DC,1977.2,1977,2,14038,179198,158819,4023,0.475343114,1287,20.32818439,264,3.922213239,1488
DC,1977.3,1977,3,13397,185431,163709,3223,0.446693081,1729,20.5765805,218,4.000292529,1396
DC,1977.4,1977,4,11409,156617,142387,2984,0.434153313,1972,20.46779424,231,3.504349083,2044
DC,1978.1,1978,1,12706,174261,157974,3517,0.42812208,2092,20.5913719,215,3.891825471,1521
DC,1978.2,1978,2,11408,140229,129461,3097,0.407611115,2554,20.28333675,273,3.049552372,2800
DC,1978.3,1978,3,10325,145014,130586,2543,0.401355372,2716,20.14189699,295,3.124628313,2663
DC,1978.4,1978,4,11647,132503,120350,2454,0.396794477,2838,19.48642681,450,2.87606336,3169
DC,1979.1,1979,1,12353,152446,139885,2571,0.383315962,3249,19.73231691,381,3.329069887,2303
DC,1979.2,1979,2,10217,131071,122614,2769,0.374149414,3554,19.69145509,395,2.74878668,3487
DC,1979.3,1979,3,10378,132283,120335,2559,0.392649903,2964,19.75439698,373,2.687305168,3636
DC,1979.4,1979,4,10153,125553,116241,2100,0.383485464,3238,19.71303867,386,2.623344935,3778
DC,1980.1,1980,1,11908,148769,138389,2609,0.394040515,2920,19.40106055,486,3.108815978,2691
DC,1980.2,1980,2,11448,141066,133090,2786,0.397124462,2829,18.92972913,646,2.825421948,3308
DC,1980.3,1980,3,10884,154573,144519,2838,0.402893126,2666,19.72205136,384,2.988471302,2908
DC,1980.4,1980,4,9681,140787,131308,2701,0.407392228,2561,20.66787508,202,2.810073206,3335
DC,1981.1,1981,1,10669,151383,142093,3128,0.424389521,2175,21.16338915,143,3.035460526,2830
DC,1981.2,1981,2,9275,152241,141619,2890,0.436426117,1936,21.72882607,91,3.115995571,2675
DC,1981.3,1981,3,12640,173732,159756,2419,0.427792288,2100,20.63012814,208,3.615125964,1871
DC,1981.4,1981,4,10071,196682,181197,1997,0.405188148,2613,20.47880536,229,4.054461326,1350
DC,1982.1,1982,1,11299,210710,193679,3348,0.382398335,3279,20.9729252,163,4.388719173,1045
DC,1982.2,1982,2,10924,187165,174207,4179,0.391535259,2993,21.64261724,102,3.861130904,1561
DC,1982.3,1982,3,12633,197891,172070,3988,0.419054708,2304,22.40092567,57,4.144852316,1266
DC,1982.4,1982,4,13095,195076,168576,4187,0.479421104,1223,22.86029554,48,4.036542341,1368
DC,1983.1,1983,1,13154,202267,176640,3621,0.496225888,990,22.34442757,59,4.264749416,1167
DC,1983.2,1983,2,10409,169929,150953,4084,0.51235723,815,22.80990579,50,3.543112044,1980
DC,1983.3,1983,3,10550,166232,144610,3767,0.505994119,884,23.23683638,42,3.529601862,2001
DC,1983.4,1983,4,10768,130776,111558,3901,0.524747406,686,22.82010086,49,2.745069722,3496
DC,1984.1,1984,1,11322,142407,121379,3140,0.540034813,534,21.99059626,73,3.041972024,2812
DC,1984.2,1984,2,10259,126831,109578,3188,0.547124819,469,20.59289791,214,2.64805547,3725
DC,1984.3,1984,3,9533,132180,111824,3085,0.553988266,425,19.70076316,392,2.73533889,3518
DC,1984.4,1984,4,9544,111664,94534,2626,0.508941027,849,19.37594152,492,2.298751666,4690
DC,1985.1,1985,1,10159,118482,99489,2579,0.497701847,969,19.4287251,473,2.434509452,4302
DC,1985.2,1985,2,8869,109808,93315,2642,0.48435977,1147,19.1610023,552,2.209004477,4923
DC,1985.3,1985,3,10772,120645,100419,2684,0.49251707,1045,18.64754256,771,2.433797068,4303
DC,1985.4,1985,4,10139,116121,97333,2529,0.500864055,943,18.36786907,922,2.281795372,4727
DC,1986.1,1986,1,11234,129051,108354,2809,0.512840242,811,17.98302643,1137,2.540648586,3995
DC,1986.2,1986,2,9645,120642,103994,2705,0.50449137,900,17.96950311,1145,2.34098442,4566
DC,1986.3,1986,3,10188,123875,105107,3047,0.499302148,955,18.54878812,820,2.385199,4428
DC,1986.4,1986,4,10388,118865,101039,2773,0.496626063,984,18.76318149,722,2.25386612,4798
DC,1987.1,1987,1,11000,130240,110628,2927,0.512118773,819,19.01604375,607,2.489046399,4130
DC,1987.2,1987,2,8963,115369,100110,2831,0.519099713,743,19.07761303,585,2.158504088,5076
DC,1987.3,1987,3,9375,115593,98721,2928,0.51787409,760,19.26949256,522,2.163726522,5063
DC,1987.4,1987,4,9717,101029,84566,2389,0.506818598,871,19.06080689,592,1.867744693,6028
DC,1988.1,1988,1,10836,120553,101491,2471,0.498474393,962,18.73298939,730,2.243875146,4826
DC,1988.2,1988,2,8659,105782,90618,2496,0.49748452,971,18.66527446,760,1.917304094,5849
DC,1988.3,1988,3,9645,110161,92853,2526,0.480969532,1190,18.48379352,850,1.995004927,5600
DC,1988.4,1988,4,9736,101223,84633,1702,0.457189737,1561,18.6701859,758,1.782997242,6291
DC,1989.1,1989,1,10107,117260,98671,2493,0.461034414,1508,18.94596828,636,2.081765854,5320
DC,1989.2,1989,2,9129,109033,92586,2601,0.470903213,1358,19.16444052,549,1.897704977,5913
DC,1989.3,1989,3,9492,113789,93859,2729,0.492019216,1050,19.12923586,568,1.985955598,5632
DC,1989.4,1989,4,9722,102087,85521,2385,0.530533756,631,19.04413729,598,1.748243186,6407
DC,1990.1,1990,1,10604,121968,101768,2538,0.530446479,632,18.90218491,656,2.117480516,5209
DC,1990.2,1990,2,10049,113997,94934,2485,0.520861165,727,18.36337891,924,1.946767487,5740
DC,1990.3,1990,3,11955,134142,114678,2852,0.518915638,746,17.74017789,1302,2.295060595,4701
DC,1990.4,1990,4,13203,143968,121909,3006,0.531298828,623,17.72650657,1311,2.44730828,4261
DC,1991.1,1991,1,15232,179778,152930,3760,0.540964555,521,17.6087162,1379,3.08026072,2746
DC,1991.2,1991,2,12838,186114,161689,4041,0.558810293,398,18.49312219,845,3.150498007,2619
DC,1991.3,1991,3,13395,192358,167702,5220,0.582545798,278,19.76933647,365,3.299933369,2358
DC,1991.4,1991,4,14548,178080,153339,4703,0.594645373,221,20.5091308,225,3.057856121,2780
DC,1992.1,1992,1,15957,177715,153673,4662,0.609409763,184,21.48921155,115,3.138432576,2641
DC,1992.2,1992,2,12283,173791,150376,4810,0.625766277,146,21.92605844,80,3.050471417,2799
DC,1992.3,1992,3,13047,175339,150884,4906,0.644301874,108,21.68218436,98,3.137253007,2643
DC,1992.4,1992,4,11903,152102,131185,3980,0.643937002,110,21.84480638,86,2.719840123,3558
DC,1993.1,1993,1,12591,159853,133955,4243,0.639445355,116,22.08531545,67,2.907599725,3101
DC,1993.2,1993,2,10674,145775,124881,3786,0.630427491,138,21.39909799,125,2.612052155,3807
DC,1993.3,1993,3,11218,162683,139788,3916,0.620954535,161,20.9808728,160,2.959915069,2975
DC,1993.4,1993,4,9634,143134,123822,3440,0.608656091,187,20.82121792,178,2.572790335,3906
DC,1994.1,1994,1,11246,155571,137762,4043,0.601338508,200,20.71535979,191,2.838082048,3279
DC,1994.2,1994,2,9910,133844,115775,3553,0.595887135,219,20.80990705,182,2.412383825,4345
DC,1994.3,1994,3,11526,143064,121065,3336,0.565737679,354,20.38460595,251,2.599326149,3850
DC,1994.4,1994,4,10491,123104,105817,2896,0.556436361,415,19.856948,348,2.204509912,4931
DC,1995.1,1995,1,12410,143235,124128,3067,0.525622674,678,19.2242906,532,2.635909876,3750
DC,1995.2,1995,2,10584,135122,119807,3176,0.515623708,782,19.20212896,542,2.435081669,4299
DC,1995.3,1995,3,11018,145223,124851,3407,0.516700301,774,19.59549959,424,2.619797517,3789
DC,1995.4,1995,4,12238,124295,108993,3024,0.516905257,772,19.84049666,353,2.229668702,4861
DC,1996.1,1996,1,14049,135545,116907,3243,0.530553262,630,19.67956171,398,2.495067665,4110
DC,1996.2,1996,2,8934,114504,100951,2868,0.520825547,728,19.44393268,468,2.076971508,5338
DC,1996.3,1996,3,10539,129903,112428,2810,0.499560872,953,19.08498067,581,2.380808378,4438
DC,1996.4,1996,4,9063,117497,101715,2574,0.494812965,1015,19.21028993,538,2.163135909,5066
DC,1997.1,1997,1,9789,128938,112113,3537,0.512186645,817,20.0689153,306,2.423254432,4321
DC,1997.2,1997,2,7817,115158,101568,2882,0.524857702,683,20.4455914,234,2.155159184,5087
DC,1997.3,1997,3,10946,127587,113401,2846,0.556161037,417,20.43155287,241,2.334840337,4583
DC,1997.4,1997,4,8400,111654,97415,2478,0.561194743,386,20.18914677,286,2.081863433,5319
DC,1998.1,1998,1,8299,109317,95126,2832,0.525944632,671,20.22984512,282,2.127250512,5175
DC,1998.2,1998,2,7323,94025,81832,2546,0.508988871,847,19.96057034,324,1.771511643,6324
DC,1998.3,1998,3,9085,110493,93048,2400,0.509134234,845,19.56656726,432,2.029537985,5495
DC,1998.4,1998,4,7796,102265,88623,2064,0.506614506,874,19.62080096,417,1.936550306,5783
DC,1999.1,1999,1,7767,103620,90647,2741,0.519277878,741,19.74850834,375,1.93416449,5787
DC,1999.2,1999,2,7275,91890,80898,2290,0.519476967,739,19.40214227,485,1.701284193,6554
DC,1999.3,1999,3,7623,101365,89086,2279,0.522723471,709,20.09516686,303,1.88384904,5960
DC,1999.4,1999,4,7780,87324,78181,2115,0.517714913,762,19.7098313,389,1.626156759,6788
DC,2000.1,2000,1,7127,93596,82662,2238,0.513348677,805,19.16171445,551,1.71811093,6507
DC,2000.2,2000,2,6005,83274,72815,2015,0.503025015,918,19.46938529,456,1.512174536,7152
DC,2000.3,2000,3,6505,85524,74893,2182,0.495221546,1005,19.46571194,459,1.510915821,7158
DC,2000.4,2000,4,6536,76874,66758,1795,0.496471014,987,19.59430229,425,1.322242236,7713
DC,2001.1,2001,1,6836,87693,75965,2083,0.509431582,840,19.20458904,539,1.53940597,7076
DC,2001.2,2001,2,7049,86318,74723,1870,0.52294909,704,18.53884203,825,1.469379362,7291
DC,2001.3,2001,3,10138,104294,88707,2159,0.522845996,707,18.23316062,982,1.760816688,6367
DC,2001.4,2001,4,10494,126971,117126,2324,0.534973683,582,15.70369555,3093,2.081047278,5321
DC,2002.1,2002,1,12401,139979,130845,3146,0.565719731,355,16.68631109,2089,2.413365291,4343
DC,2002.2,2002,2,10383,132339,115216,3627,0.495793507,999,17.61014769,1377,2.251273943,4805
DC,2002.3,2002,3,10266,138453,121712,6424,0.629527479,140,18.12232313,1047,2.34725141,4547
DC,2002.4,2002,4,8429,126333,111138,5101,0.713066521,50,20.90675339,168,2.129027137,5168
DC,2003.1,2003,1,8747,134377,116555,5007,0.753410323,35,20.68015311,199,2.299592728,4687
DC,2003.2,2003,2,7731,125041,103696,4935,0.93713712,9,20.28749888,272,2.095555845,5281
DC,2003.3,2003,3,7716,126281,108251,4759,0.881381582,14,20.43601543,236,2.113210843,5219
DC,2003.4,2003,4,7632,116253,102605,4450,0.857481866,16,20.4927984,227,1.930395632,5803
DC,2004.1,2004,1,6917,111027,97301,3011,0.797424813,28,20.87445514,171,1.880919007,5969
DC,2004.2,2004,2,6707,93371,83217,2790,0.713504777,49,20.71419498,192,1.567672281,6979
DC,2004.3,2004,3,7332,102932,86312,2278,0.635022808,125,20.54014233,222,1.721978412,6492
DC,2004.4,2004,4,6608,89164,78029,2223,0.545252461,479,20.50900981,226,1.482451462,7245
DC,2005.1,2005,1,6889,91588,82162,2431,0.540531525,527,20.1257401,301,1.538011494,7080
DC,2005.2,2005,2,6863,85662,74831,2101,0.53719893,564,19.60070758,422,1.40561244,7500
DC,2005.3,2005,3,7440,97159,85329,2094,0.540133065,532,19.35538638,496,1.593285828,6882
DC,2005.4,2005,4,6732,93337,81016,2162,0.536049774,576,19.45592394,461,1.522195346,7124
DC,2006.1,2006,1,6678,92584,80199,2522,0.536463054,572,19.67401286,402,1.527139619,7107
DC,2006.2,2006,2,6733,80120,71157,2169,0.538359709,551,19.76858938,366,1.291132072,7801
DC,2006.3,2006,3,7506,94592,81474,2018,0.543067034,500,19.41395521,479,1.530919584,7098
DC,2006.4,2006,4,6979,91519,79500,2130,0.549996889,450,19.29749768,510,1.478087342,7260
DC,2007.1,2007,1,6219,89948,81568,2381,0.538042806,554,19.13498841,566,1.470964125,7286
DC,2007.2,2007,2,7097,84803,73156,2150,0.536237257,575,19.00879094,610,1.363559111,7605
DC,2007.3,2007,3,7399,98213,84589,2099,0.534341832,590,19.37601799,491,1.57216742,6966
DC,2007.4,2007,4,7674,99809,84667,2427,0.545339595,478,19.11160925,572,1.583807018,6914
DC,2008.1,2008,1,7359,102243,90112,2496,0.557432843,405,19.11936523,570,1.637663489,6747
DC,2008.2,2008,2,7962,97374,84591,2504,0.561939594,378,19.33005507,501,1.533698558,7089
DC,2008.3,2008,3,9334,114571,157488,2528,0.572389604,322,21.8524848,85,1.807314821,6207
DC,2008.4,2008,4,12178,128576,135608,2832,0.582218725,282,22.08474176,68,2.006500339,5560
DC,2009.1,2009,1,14491,165483,144638,3622,0.602117844,199,20.85546017,173,2.63298078,3755
DC,2009.2,2009,2,14624,188165,173566,4282,0.62619205,144,20.55480834,219,2.92686015,3054
DC,2009.3,2009,3,13970,217880,199873,5378,0.643401877,111,19.75535677,372,3.388158427,2209
DC,2009.4,2009,4,13784,198752,179199,5991,0.648049765,104,20.3530751,256,3.101724136,2704
DC,2010.1,2010,1,11940,168757,170738,5502,0.639275892,117,21.97308709,75,2.696546087,3603
DC,2010.2,2010,2,11556,153495,142982,4845,0.633877229,127,22.91433485,46,2.444227987,4276
