st,CYQ,year,quarter,Civlian_Labor_Force,Covered_Employment,Sub_Employer,TUR,TUR_Rank,Total_Unemployment
CA,2000.4,2000,4,16967.36933,14621.508,939.979,4.523462958,6509,767.5126667
CA,2001.1,2001,1,17084.14167,14701.246,933.787,5.16784718,5347,882.8823333
CA,2001.2,2001,2,17075.26067,14844.358,946.139,4.914505746,5816,839.1646667
CA,2001.3,2001,3,17200.01633,14640.92,954.92,5.554258291,4647,955.3333333
CA,2001.4,2001,4,17249.00567,14901.185,985.846,6.092585008,3742,1050.910333
CA,2002.1,2002,1,17297.61467,14707.495,963.85,6.925035753,2625,1197.866
CA,2002.2,2002,2,17287.155,14661.285,976.901,6.561339908,3100,1134.269
CA,2002.3,2002,3,17403.52033,14392.005,986.825,6.693980936,2923,1164.988333
CA,2002.4,2002,4,17386.02867,14723.067,1022.192,6.637503915,2996,1153.998333
CA,2003.1,2003,1,17377.639,14615.556,1001.331,7.198110553,2337,1250.861667
CA,2003.2,2003,2,17368.369,14675.829,1015.943,6.828601273,2764,1186.016667
CA,2003.3,2003,3,17399.672,14368.33,1028.47,6.880742733,2691,1197.226667
CA,2003.4,2003,4,17416.989,14653.887,1063.23,6.478215035,3197,1128.31
CA,2004.1,2004,1,17386.87267,14524.856,1033.412,6.89575227,2667,1198.955667
CA,2004.2,2004,2,17366.75733,14666.334,1061.316,6.258934694,3498,1086.974
CA,2004.3,2004,3,17500.19633,14441.646,1058.604,6.083920316,3751,1064.698
CA,2004.4,2004,4,17523.91533,14762.8,1077.39,5.752131573,4285,1007.998667
CA,2005.1,2005,1,17495.68,14722.44,1106.103,6.038484929,3819,1056.474
CA,2005.2,2005,2,17564.98233,14896.267,1067.934,5.312737102,5059,933.1813333
CA,2005.3,2005,3,17727.77833,14662.156,1049.161,5.300628477,5082,939.6836667
CA,2005.4,2005,4,17728.19633,15026.276,1075.066,5.074633556,5532,899.641
CA,2006.1,2006,1,17558.11767,15027.951,1098.096,5.27412648,5136,926.0373333
CA,2006.2,2006,2,17606.24367,15249.629,1152.293,4.790111296,6052,843.3586667
CA,2006.3,2006,3,17754.58067,15040.213,1125.158,4.923281582,5798,874.108
CA,2006.4,2006,4,17827.816,15313.418,1146.269,4.589397452,6386,818.1893333
CA,2007.1,2007,1,17819.93267,15257.269,1178.395,5.324331753,5039,948.7923333
CA,2007.2,2007,2,17829.162,15413.685,1188.159,5.036116298,5614,897.8973333
CA,2007.3,2007,3,17995.131,15183.979,1158.805,5.50422593,4719,990.4926667
CA,2007.4,2007,4,18039.875,15461.43,1181.598,5.565448763,4625,1004
CA,2008.1,2008,1,18052.53367,15396.011,1210.585,6.357331079,3374,1147.659333
CA,2008.2,2008,2,18147.61567,15537.128,1176.607,6.454892045,3224,1171.409
CA,2008.3,2008,3,18315.89367,15207.946,1182.294,7.605867844,1925,1393.082667
CA,2008.4,2008,4,18313.31567,15434.677,1204.455,8.418837754,1302,1541.768333
CA,2009.1,2009,1,18251.81067,15207.181,1214.663,10.61623621,436,1937.655333
CA,2009.2,2009,2,18224.639,15142.632,1198.705,10.95416302,365,1996.356667
CA,2009.3,2009,3,18264.001,14521.91,1201.493,11.85061988,244,2164.397333
CA,2009.4,2009,4,18139.95867,14518.348,1219.76,11.91866553,237,2162.041
CA,2010.1,2010,1,18230.94933,14185.688,1221.959,12.66708766,177,2309.330333
CA,2010.2,2010,2,18335.55067,14283.321,1194.06,11.90489288,238,2182.827667
CA,2010.3,2010,3,18423.33933,13970.323,1190.783,12.2769021,215,2261.815333
CA,2010.4,2010,4,18355.243,14262.215,1213.334,12.11277889,222,2223.33
CA,2011.1,2011,1,18329.11633,14112.448,1188.163,12.29589555,214,2253.729
CA,2011.2,2011,2,18348.98,14337.246,1219.799,11.58990309,275,2126.629
CA,2011.3,2011,3,18491.19833,14106.079,1233.036,11.84716801,245,2190.683333
CA,2011.4,2011,4,18491.103,14341.24,1258.758,11.12332599,342,2056.825667
CA,2012.1,2012,1,18437.165,14283.502,1259.69,11.22401049,324,2069.389333
CA,2012.2,2012,2,18476.46133,14510.429,1285.023,10.37364045,499,1916.681667
CA,2012.3,2012,3,18580.366,14345.183,1289.714,10.320491,521,1917.585
CA,2012.4,2012,4,18601.18,14654.101,1310.494,9.57374568,726,1780.829667
CA,2013.1,2013,1,18585.99067,14718.2,1308.878,9.758401902,686,1813.695667
CA,2013.2,2013,2,18623.66067,14979.408,1325.399,8.860180764,1037,1650.09
CA,2013.3,2013,3,18709.323,14831.122,1211.449,8.925812014,1012,1669.959
CA,2013.4,2013,4,18580.99667,15152.273,1238.484,8.248280187,1409,1532.612667
CA,2014.1,2014,1,18667.985,15157.347,1208.687,8.36084523,1329,1560.801333
CA,2014.2,2014,2,18688.176,15416.914,1232.218,7.327563696,2174,1369.388
CA,2014.3,2014,3,18833.79767,15242.893,1248.833,7.524881732,1985,1417.221
CA,2014.4,2014,4,18843.63867,15577.408,1256.261,6.797593727,2802,1280.914
CA,2015.1,2015,1,18856.06933,15597.278,1249.126,6.92121801,2632,1305.069667
CA,2015.2,2015,2,18900.72633,15849.734,1272.405,6.187876836,3610,1169.553667
CA,2015.3,2015,3,18913.21233,15697.377,1287.809,6.07117208,3777,1148.253667
CA,2015.4,2015,4,18915.90067,16025.929,1306.863,5.624033904,4520,1063.836667
CA,2016.1,2016,1,19024.10233,16113.456,1303.602,5.852863106,4115,1113.454667
CA,2016.2,2016,2,19037.77367,16367.788,1325.165,5.299917685,5085,1008.986333
CA,2016.3,2016,3,19177.75333,16169.101,1342.197,5.572625295,4612,1068.704333
CA,2016.4,2016,4,19135.00033,16501.069,1359.724,5.164245185,5349,988.1783333
CA,2017.1,2017,1,19221.4,16504.944,1357.077,5.405461274,4871,1039.005333
CA,2017.2,2017,2,19250.21833,16710.347,1367.806,4.642042588,6312,893.6033333
CA,2017.3,2017,3,19417.36067,16465.411,1384.892,4.800135727,6034,932.0596667
CA,2017.4,2017,4,19358.852,16824.154,1401.853,4.188542103,7105,810.8536667
CA,2018.1,2018,1,19354.95367,16795.361,1391.202,4.465292701,6642,864.2553333
CO,1971.1,1971,1,NA,NA,NA,NA,NA,NA
CO,1971.2,1971,2,NA,NA,NA,NA,NA,NA
CO,1971.3,1971,3,NA,NA,NA,NA,NA,NA
CO,1971.4,1971,4,NA,NA,NA,NA,NA,NA
CO,1972.1,1972,1,NA,NA,NA,NA,NA,NA
CO,1972.2,1972,2,NA,NA,NA,NA,NA,NA
CO,1972.3,1972,3,NA,NA,NA,NA,NA,NA
CO,1972.4,1972,4,NA,NA,NA,NA,NA,NA
CO,1973.1,1973,1,NA,NA,NA,NA,NA,NA
CO,1973.2,1973,2,NA,NA,NA,NA,NA,NA
CO,1973.3,1973,3,NA,NA,NA,NA,NA,NA
CO,1973.4,1973,4,NA,NA,NA,NA,NA,NA
CO,1974.1,1974,1,NA,NA,NA,NA,NA,NA
CO,1974.2,1974,2,NA,NA,NA,NA,NA,NA
CO,1974.3,1974,3,NA,739.627,NA,NA,NA,NA
CO,1974.4,1974,4,NA,766.157,NA,NA,NA,NA
CO,1975.1,1975,1,NA,778.826,NA,NA,NA,NA
CO,1975.2,1975,2,NA,762.763,NA,NA,NA,NA
CO,1975.3,1975,3,NA,728.354,NA,NA,NA,NA
CO,1975.4,1975,4,NA,746.619,NA,NA,NA,NA
CO,1976.1,1976,1,1213.297,771.146,NA,6.908723366,2648,83.82333333
CO,1976.2,1976,2,1225.885,770.744,NA,5.281327368,5123,64.743
CO,1976.3,1976,3,1275.002,776.814,NA,5.777481133,4249,73.663
CO,1976.4,1976,4,1271.214333,804.8,NA,6.034807138,3831,76.71533333
CO,1977.1,1977,1,1266.170333,829.267,NA,7.72571147,1805,97.82066667
CO,1977.2,1977,2,1289.906333,824.189,NA,6.405090395,3302,82.61966667
CO,1977.3,1977,3,1332.496,814.75,NA,6.028185701,3839,80.32533333
CO,1977.4,1977,4,1328.371333,851.631,NA,5.876419094,4077,78.06066667
CO,1978.1,1978,1,1310.746667,885.744,NA,6.658774642,2973,87.27966667
CO,1978.2,1978,2,1345.29,900.593,NA,5.339517873,5006,71.832
CO,1978.3,1978,3,1389.044667,1011.392,NA,4.997751452,5676,69.421
CO,1978.4,1978,4,1390.813333,1063.532,NA,4.706167135,6209,65.454
CO,1979.1,1979,1,1384.971333,1092.408,NA,5.423216943,4847,75.11
CO,1979.2,1979,2,1414.567,1111.201,NA,4.407261492,6757,62.34366667
CO,1979.3,1979,3,1475.937667,1113.744,NA,4.407729053,6756,65.05533333
CO,1979.4,1979,4,1468.055667,1152.94,NA,4.220003465,7051,61.952
CO,1980.1,1980,1,1452.619,1174.527,NA,4.861632679,5922,70.621
CO,1980.2,1980,2,1494.683333,1175.725,NA,6.281241289,3473,93.88466667
CO,1980.3,1980,3,1540.493333,1159.533,NA,6.472731679,3203,99.712
CO,1980.4,1980,4,1518.081667,1175.605,NA,5.816792904,4170,88.30366667
CO,1981.1,1981,1,1507.433333,1183.046,NA,6.537116069,3135,98.54266667
CO,1981.2,1981,2,1534.019333,1200.814,NA,5.481612791,4752,84.089
CO,1981.3,1981,3,1577.884333,1193.329,75.027,4.785078247,6063,75.503
CO,1981.4,1981,4,1566.225,1220.925,73.909,5.303239743,5074,83.06066667
CO,1982.1,1982,1,1558.33,1247.099,76.33,7.173084862,2359,111.7803333
CO,1982.2,1982,2,1594.165,1257.815,77.615,7.211110519,2315,114.957
CO,1982.3,1982,3,1647.426667,1243.849,78.022,7.818597894,1719,128.8056667
CO,1982.4,1982,4,1643.094,1260.885,77.818,8.836398486,1046,145.1903333
CO,1983.1,1983,1,1632.886333,1254.097,78.137,9.642761417,708,157.4553333
CO,1983.2,1983,2,1652.338667,1255.134,79.266,8.000881982,1580,132.2016667
CO,1983.3,1983,3,1696.392333,1226.969,78.995,6.238611862,3535,105.8313333
CO,1983.4,1983,4,1682.923333,1252.279,80.029,5.499656352,4725,92.555
CO,1984.1,1984,1,1666.424667,1275.275,81.977,6.036936563,3825,100.601
CO,1984.2,1984,2,1700.766333,1287.892,83.195,5.2031447,5279,88.49333333
CO,1984.3,1984,3,1739.260667,1286.688,84.194,4.944687225,5760,86.001
CO,1984.4,1984,4,1716.724667,1327.025,84.378,5.244754837,5200,90.038
CO,1985.1,1985,1,1699.671333,1343.499,85.376,6.727614398,2889,114.3473333
CO,1985.2,1985,2,1708.113333,1354.31,85.741,5.810484862,4189,99.24966667
CO,1985.3,1985,3,1735.770667,1329.232,85.834,5.663017695,4435,98.297
CO,1985.4,1985,4,1712.462,1353.853,84.344,5.893580899,4053,100.9253333
CO,1986.1,1986,1,1699.550333,1355.697,84.513,7.635627541,1888,129.7713333
CO,1986.2,1986,2,1713.257333,1349.608,85.9,7.204599737,2325,123.4333333
CO,1986.3,1986,3,1746.152333,1329.737,86.367,7.204010647,2327,125.793
CO,1986.4,1986,4,1729.915333,1344.849,87.091,8.06613657,1532,139.5373333
CO,1987.1,1987,1,1706.314333,1337.938,89.237,9.224365264,856,157.3966667
CO,1987.2,1987,2,1707.216,1332.065,91.336,7.635140096,1890,130.3483333
CO,1987.3,1987,3,1728.051667,1314.249,91.985,6.39969291,3312,110.59
CO,1987.4,1987,4,1712.428333,1331.311,93.978,6.590076276,3064,112.8503333
CO,1988.1,1988,1,1694.548,1344.649,94.453,7.69630997,1830,130.4176667
CO,1988.2,1988,2,1701.747333,1358.154,94.431,6.411703892,3293,109.111
CO,1988.3,1988,3,1735.152,1336.665,94.442,5.905649764,4041,102.472
CO,1988.4,1988,4,1706.692333,1356.419,93.442,5.59516976,4575,95.49233333
CO,1989.1,1989,1,1688.494667,1375.249,90.728,6.57664697,3083,111.0463333
CO,1989.2,1989,2,1706.216,1380.527,90.832,5.582196705,4594,95.24433333
CO,1989.3,1989,3,1749.165333,1374.71,89.292,5.153543709,5373,90.144
CO,1989.4,1989,4,1738.264333,1404.553,88.829,5.186572123,5312,90.15633333
CO,1990.1,1990,1,1729.897333,1421.089,89.05,5.78321411,4238,100.0436667
CO,1990.2,1990,2,1758.344,1429.694,89.16,5.162243566,5351,90.77
CO,1990.3,1990,3,1799.18,1414.57,89.585,4.768487126,6097,85.79366667
CO,1990.4,1990,4,1788.395333,1443.682,89.419,4.82521948,5992,86.294
CO,1991.1,1991,1,1767.609333,1460.008,90.205,5.959933077,3943,105.3483333
CO,1991.2,1991,2,1796.037,1467.388,90.558,5.358612694,4963,96.24266667
CO,1991.3,1991,3,1830.060667,1444.011,91.055,5.044914722,5597,92.325
CO,1991.4,1991,4,1816.901333,1463.705,91.401,5.427023739,4840,98.60366667
CO,1992.1,1992,1,1812.046333,1476.66,92.557,6.725619047,2892,121.8713333
CO,1992.2,1992,2,1843.441,1492.04,92.222,6.092465124,3743,112.311
CO,1992.3,1992,3,1887.68,1479.263,93.351,5.685780076,4394,107.3293333
CO,1992.4,1992,4,1880.315,1513.398,94.546,5.585854852,4591,105.0316667
CO,1993.1,1993,1,1879.037,1539.692,96.752,6.423006395,3268,120.6906667
CO,1993.2,1993,2,1914.767333,1552.552,98.04,5.457199151,4790,104.4926667
CO,1993.3,1993,3,1967.914333,1547.275,99.283,4.765485218,6102,93.78066667
CO,1993.4,1993,4,1973.153,1584.259,98.399,4.558862558,6438,89.95333333
CO,1994.1,1994,1,1982.821333,1613.204,99.456,5.296812757,5092,105.0263333
CO,1994.2,1994,2,2021.224667,1630.748,101.433,4.398818274,6773,88.91
CO,1994.3,1994,3,2074.985667,1626.709,102.998,3.952541359,7443,82.01466667
CO,1994.4,1994,4,2082.495333,1669.108,104.625,3.511716553,7971,73.13133333
CO,1995.1,1995,1,2075.252667,1699.962,105.931,4.097653651,7247,85.03666667
CO,1995.2,1995,2,2114.032667,1720.424,107.391,4.112724212,7222,86.94433333
CO,1995.3,1995,3,2164.076667,1713.103,109.049,4.057742871,7301,87.81266667
CO,1995.4,1995,4,2155.102667,1747.027,109.695,3.807923768,7640,82.06466667
CO,1996.1,1996,1,2137.067333,1775.417,110.233,4.507267124,6545,96.32333333
CO,1996.2,1996,2,2170.099667,1789.175,112.169,4.501068231,6558,97.67766667
CO,1996.3,1996,3,2204.197333,1771.687,113.517,4.20541597,7075,92.69566667
CO,1996.4,1996,4,2191.452667,1811.567,114.521,3.703494699,7771,81.16033333
CO,1997.1,1997,1,2178.904333,1838.965,116.298,4.032332458,7332,87.86066667
CO,1997.2,1997,2,2212.639,1851.929,116.328,3.330261587,8151,73.68666667
CO,1997.3,1997,3,2263.985,1844.545,119.75,3.156499123,8305,71.46266667
CO,1997.4,1997,4,2263.663,1889.791,120.898,3.048363059,8379,69.00466667
CO,1998.1,1998,1,2263.825667,1921.416,120.728,3.838708428,7608,86.90166667
CO,1998.2,1998,2,2297.029,1937.749,122.534,3.605512454,7863,82.81966667
CO,1998.3,1998,3,2339.355667,1926.095,123.643,3.569814879,7910,83.51066667
CO,1998.4,1998,4,2331.415667,1966.926,124.948,3.140223672,8317,73.21166667
CO,1999.1,1999,1,2313.697333,2001.458,125.311,3.233986814,8228,74.82466667
CO,1999.2,1999,2,2334.556,2011.659,126.532,3.114239567,8337,72.70366667
CO,1999.3,1999,3,2363.465333,2001.708,127.679,3.075780253,8363,72.695
CO,1999.4,1999,4,2352.032667,2045.966,128.889,2.757416351,8581,64.85533333
CO,2000.1,2000,1,2353.221,2073.586,127.118,2.985638266,8426,70.25866667
CO,2000.2,2000,2,2357.728667,2083.183,130.066,2.644409464,8634,62.348
CO,2000.3,2000,3,2371.658333,2072.721,132.853,2.821724602,8536,66.92166667
CO,2000.4,2000,4,2377.35,2124.593,134.085,2.509629069,8696,59.66266667
CO,2001.1,2001,1,2361.665,2161.964,133.634,3.090997241,8356,72.999
CO,2001.2,2001,2,2381.759333,2168.457,136.303,3.196740561,8268,76.13866667
CO,2001.3,2001,3,2409.533667,2140.928,137.838,3.797484465,7657,91.50166667
CO,2001.4,2001,4,2428.098333,2164.68,138.411,5.207422269,5265,126.4413333
CO,2002.1,2002,1,2427.946,2163.934,137.493,6.289047066,3464,152.6946667
CO,2002.2,2002,2,2435.698333,2124.328,138.795,5.616034826,4538,136.7896667
CO,2002.3,2002,3,2459.493667,2077.277,139.943,5.354543842,4971,131.6946667
CO,2002.4,2002,4,2447.797333,2114.512,140.704,5.446529342,4808,133.32
CO,2003.1,2003,1,2461.464667,2116.681,139.515,6.394431283,3321,157.3966667
CO,2003.2,2003,2,2486.588667,2094.636,140.489,6.303307637,3449,156.7373333
CO,2003.3,2003,3,2511.897,2044.601,141.949,6.082733488,3754,152.792
CO,2003.4,2003,4,2509.411333,2065.258,143.821,5.750618272,4288,144.3066667
CO,2004.1,2004,1,2504.908333,2077.396,142.933,6.246975106,3521,156.481
CO,2004.2,2004,2,2521.304333,2069.899,143.035,5.581568693,4595,140.7283333
CO,2004.3,2004,3,2559.050667,2043.057,144.7,5.339180467,5008,136.6323333
CO,2004.4,2004,4,2556.421333,2091.763,146.379,5.321279852,5044,136.0343333
CO,2005.1,2005,1,2540.002,2111.9,144.698,5.659798693,4443,143.759
CO,2005.2,2005,2,2569.181333,2112.028,148.605,5.261351735,5165,135.1736667
CO,2005.3,2005,3,2606.041,2090.093,150.543,4.921795167,5800,128.264
CO,2005.4,2005,4,2607.782333,2133.803,152.434,4.724768056,6173,123.2116667
CO,2006.1,2006,1,2606.837,2159.968,151.384,4.753640779,6119,123.9196667
CO,2006.2,2006,2,2642.026667,2163.697,153.187,4.396006601,6777,116.1436667
CO,2006.3,2006,3,2684.968333,2144.861,155.316,4.25320969,7011,114.1973333
CO,2006.4,2006,4,2688.391,2191.363,156.866,3.743862655,7731,100.6496667
CO,2007.1,2007,1,2650.645333,2209.795,155.617,4.020668677,7356,106.5736667
CO,2007.2,2007,2,2666.226,2213.435,157.046,3.530933487,7955,94.14266667
CO,2007.3,2007,3,2710.78,2190.556,158.824,3.775530782,7692,102.3463333
CO,2007.4,2007,4,2712.511333,2242.569,160.45,3.815000957,7629,103.4823333
CO,2008.1,2008,1,2705.534,2262.821,156.865,4.607445332,6358,124.656
CO,2008.2,2008,2,2725.683,2266.104,157.198,4.482925319,6612,122.1903333
CO,2008.3,2008,3,2753.080667,2236.862,157.831,4.78439789,6066,131.7183333
CO,2008.4,2008,4,2739.915667,2270.743,158.538,5.356040764,4969,146.751
CO,2009.1,2009,1,2730.969,2279.057,156.865,7.704652329,1824,210.4116667
CO,2009.2,2009,2,2752.328333,2247.276,154.271,8.41038224,1305,231.4813333
CO,2009.3,2009,3,2747.669333,2166.074,154.139,8.174807061,1457,224.6166667
CO,2009.4,2009,4,2707.305333,2155.138,153.981,8.1273926,1489,220.0333333
CO,2010.1,2010,1,2705.834333,2142.991,149.358,8.984782636,974,243.1133333
CO,2010.2,2010,2,2725.977,2127.618,149.198,8.654731863,1156,235.926
CO,2010.3,2010,3,2741.710667,2086.855,149.834,8.595971469,1198,235.6766667
CO,2010.4,2010,4,2724.148,2121.622,150.93,8.712326447,1129,237.3366667
CO,2011.1,2011,1,2712.789333,2135.667,147.87,9.095201888,913,246.7336667
CO,2011.2,2011,2,2725.247333,2138.334,146.418,8.354752388,1334,227.6876667
CO,2011.3,2011,3,2751.472,2114.37,147.797,8.033409026,1555,221.037
CO,2011.4,2011,4,2754.808333,2157.283,149.339,7.978752303,1593,219.7993333
CO,2012.1,2012,1,2739.140333,2178.037,147.152,8.586903361,1204,235.2073333
CO,2012.2,2012,2,2751.479667,2182.202,148.286,8.051304274,1544,221.53
CO,2012.3,2012,3,2770.348667,2162.257,148.698,7.601558215,1928,210.5896667
CO,2012.4,2012,4,2767.921667,2207.937,151.086,7.290608537,2221,201.7983333
CO,2013.1,2013,1,2754.176,2231.07,150.106,7.785789047,1749,214.4343333
CO,2013.2,2013,2,2768.412667,2245.977,151.63,7.112114066,2424,196.8926667
CO,2013.3,2013,3,2783.641667,2228.616,151.243,6.491209058,3178,180.692
CO,2013.4,2013,4,2762.381333,2276.585,153.642,6.02262975,3848,166.368
CO,2014.1,2014,1,2777.54,2305.222,152.646,6.259735833,3496,173.8666667
CO,2014.2,2014,2,2795.988333,2317.784,154.428,5.189828522,5300,145.107
CO,2014.3,2014,3,2815.769333,2304.66,154.892,4.463066814,6647,125.6696667
CO,2014.4,2014,4,2808.665,2358.205,157.641,4.109579937,7225,115.4243333
CO,2015.1,2015,1,2806.598667,2391.04,156.786,4.640991302,6316,130.254
CO,2015.2,2015,2,2824.009,2406.359,159.46,4.069215077,7282,114.915
CO,2015.3,2015,3,2835.033667,2393.288,160.685,3.496866175,7984,99.13733333
CO,2015.4,2015,4,2833.391667,2436.453,163.002,3.334966633,8146,94.49266667
CO,2016.1,2016,1,2856.220333,2463.522,162.408,3.776342651,7690,107.8606667
CO,2016.2,2016,2,2881.475,2470.603,165.429,3.451577173,8029,99.45633333
CO,2016.3,2016,3,2916.756667,2451.717,167.185,3.082133466,8360,89.89833333
CO,2016.4,2016,4,2918.622667,2492.942,169.365,2.746021297,8587,80.146
CO,2017.1,2017,1,2937.646667,2524.849,168.681,3.040336142,8389,89.31433333
CO,2017.2,2017,2,2974.128,2525.055,171.817,2.688115643,8615,79.948
CO,2017.3,2017,3,3024.571333,2506.194,173.932,2.754902788,8583,83.324
CO,2017.4,2017,4,3032.88,2552.004,175.075,2.860900091,8510,86.76766667
CO,2018.1,2018,1,3045.155333,2576.283,174.667,3.197286269,8267,97.36233333
CT,1971.1,1971,1,NA,NA,NA,NA,NA,NA
CT,1971.2,1971,2,NA,NA,NA,NA,NA,NA
CT,1971.3,1971,3,NA,NA,NA,NA,NA,NA
CT,1971.4,1971,4,NA,NA,NA,NA,NA,NA
CT,1972.1,1972,1,NA,NA,NA,NA,NA,NA
CT,1972.2,1972,2,NA,NA,NA,NA,NA,NA
CT,1972.3,1972,3,NA,NA,NA,NA,NA,NA
CT,1972.4,1972,4,NA,NA,NA,NA,NA,NA
CT,1973.1,1973,1,NA,NA,NA,NA,NA,NA
CT,1973.2,1973,2,NA,NA,NA,NA,NA,NA
CT,1973.3,1973,3,NA,NA,NA,NA,NA,NA
CT,1973.4,1973,4,NA,NA,NA,NA,NA,NA
CT,1974.1,1974,1,NA,NA,NA,NA,NA,NA
CT,1974.2,1974,2,NA,NA,NA,NA,NA,NA
CT,1974.3,1974,3,NA,1197.383,NA,NA,NA,NA
CT,1974.4,1974,4,NA,1231.504,NA,NA,NA,NA
CT,1975.1,1975,1,NA,1221.311,NA,NA,NA,NA
CT,1975.2,1975,2,NA,1226.519,NA,NA,NA,NA
CT,1975.3,1975,3,NA,1171.709,NA,NA,NA,NA
CT,1975.4,1975,4,NA,1181.683,NA,NA,NA,NA
CT,1976.1,1976,1,1421.124667,1155.637,NA,10.28830687,534,146.2096667
CT,1976.2,1976,2,1451.253333,1184.036,NA,9.19791169,867,133.485
CT,1976.3,1976,3,1487.638,1166.241,NA,9.011421685,959,134.0573333
CT,1976.4,1976,4,1461.248667,1198.403,NA,8.024552517,1564,117.2586667
CT,1977.1,1977,1,1454.846333,1196.346,NA,8.575224096,1208,124.7563333
CT,1977.2,1977,2,1478.548,1218.166,NA,7.074192609,2474,104.5953333
CT,1977.3,1977,3,1506.971,1201.063,NA,6.842644395,2746,103.1166667
CT,1977.4,1977,4,1493.487667,1246.222,NA,5.847632265,4121,87.33366667
CT,1978.1,1978,1,1480.447333,1242.957,NA,6.018878978,3852,89.10633333
CT,1978.2,1978,2,1505.585,1277.967,NA,5.051237005,5585,76.05066667
CT,1978.3,1978,3,1533.572,1260.929,NA,5.219448451,5241,80.044
CT,1978.4,1978,4,1523.664333,1323.666,NA,4.740261033,6143,72.22566667
CT,1979.1,1979,1,1531.222667,1323.072,NA,5.831592531,4146,89.29466667
CT,1979.2,1979,2,1548.359,1348.286,NA,5.262431602,5162,81.48133333
CT,1979.3,1979,3,1574.182,1338.323,NA,5.022354467,5634,79.061
CT,1979.4,1979,4,1553.076,1372.885,NA,4.685261163,6246,72.76566667
CT,1980.1,1980,1,1546.933667,1369.78,NA,5.636268394,4499,87.18933333
CT,1980.2,1980,2,1570.358,1394.382,NA,5.953398312,3955,93.48966667
CT,1980.3,1980,3,1603.565333,1378.323,NA,6.345464357,3391,101.7536667
CT,1980.4,1980,4,1582.201333,1397.178,NA,5.651092866,4464,89.41166667
CT,1981.1,1981,1,1576.869,1383.93,NA,6.309401732,3441,99.491
CT,1981.2,1981,2,1601.332,1405.734,NA,5.984892577,3903,95.838
CT,1981.3,1981,3,1625.303333,1374.44,80.968,5.995639788,3892,97.44733333
CT,1981.4,1981,4,1605.304,1419.956,80.979,5.887482994,4064,94.512
CT,1982.1,1982,1,1602.080333,1409.755,81.119,7.081188813,2463,113.4463333
CT,1982.2,1982,2,1631.271,1419.475,79.232,6.957233552,2589,113.4913333
CT,1982.3,1982,3,1653.992,1380.019,77.613,6.729073256,2886,111.2983333
CT,1982.4,1982,4,1631.070333,1403.622,76.89,6.742218964,2869,109.9703333
CT,1983.1,1983,1,1617.705,1395.885,77.477,7.380826541,2123,119.4
CT,1983.2,1983,2,1634.944667,1406.432,77.372,6.224226957,3562,101.7626667
CT,1983.3,1983,3,1664.561333,1371.605,77.765,5.412717345,4860,90.098
CT,1983.4,1983,4,1640.218,1411.877,78.487,4.717848481,6189,77.383
CT,1984.1,1984,1,1633.408667,1419.362,78.82,5.081704395,5518,83.005
CT,1984.2,1984,2,1672.938,1449.658,79.084,4.51760117,6523,75.57666667
CT,1984.3,1984,3,1698.218333,1440.531,79.303,4.446483619,6679,75.511
CT,1984.4,1984,4,1675.795667,1487.35,79.721,4.151560244,7155,69.57166667
CT,1985.1,1985,1,1678.249667,1494.686,80.957,5.156642367,5363,86.54133333
CT,1985.2,1985,2,1705.190333,1519.224,80.533,4.891125546,5860,83.403
CT,1985.3,1985,3,1726.022333,1496.075,81.173,4.552567589,6451,78.57833333
CT,1985.4,1985,4,1702.552,1533.891,82.157,3.761196917,7708,64.03633333
CT,1986.1,1986,1,1693.478,1526.546,83.609,4.117128576,7216,69.72266667
CT,1986.2,1986,2,1722.915667,1547.864,83.628,3.909961157,7513,67.36533333
CT,1986.3,1986,3,1749.570333,1521.957,84.692,3.753283425,7717,65.66633333
CT,1986.4,1986,4,1722.949,1572.63,85.608,3.296363773,8178,56.79466667
CT,1987.1,1987,1,1713.899333,1574.863,87.442,3.89904269,7534,66.82566667
CT,1987.2,1987,2,1740.995667,1600.017,87.003,3.306651922,8169,57.56866667
CT,1987.3,1987,3,1763.202333,1569.197,87.97,3.024648145,8403,53.33066667
CT,1987.4,1987,4,1735.823333,1611.941,89.101,2.609405335,8654,45.29466667
CT,1988.1,1988,1,1721.009667,1607.769,90.39,3.097309738,8348,53.305
CT,1988.2,1988,2,1745.802,1638.733,90.991,2.830504261,8528,49.415
CT,1988.3,1988,3,1769.198333,1609.256,91.989,3.003978261,8418,53.14633333
CT,1988.4,1988,4,1741.547667,1639.888,92.883,2.533723357,8680,44.126
CT,1989.1,1989,1,1738.059,1636.406,94.26,3.306868946,8168,57.47533333
CT,1989.2,1989,2,1768.826333,1658.995,93.752,3.446277654,8033,60.95866667
CT,1989.3,1989,3,1797.218,1622.577,94.375,3.789078453,7673,68.098
CT,1989.4,1989,4,1780.374,1644.541,94.99,3.89992964,7531,69.43333333
CT,1990.1,1990,1,1790.760667,1631.618,96.334,5.03417356,5616,90.15
CT,1990.2,1990,2,1820.805333,1636.584,94.678,4.904789383,5831,89.30666667
CT,1990.3,1990,3,1838.172333,1591.991,94.803,4.952673099,5750,91.03866667
CT,1990.4,1990,4,1809.957,1608.592,95.132,4.844056148,5951,87.67533333
CT,1991.1,1991,1,1802.989333,1591.104,95.909,6.349325786,3384,114.4776667
CT,1991.2,1991,2,1834.361333,1585.391,94.135,6.489979074,3179,119.0496667
