st,CYQ,year,quarter,TFBalance,TFPCTW,TFPCTW_Rank,Interest,HCM,AHCM,AHCM_Rank
IL,1979.2,1979,2,NA,NA,15,NA,NA,NA,NA
IL,1979.3,1979,3,NA,NA,15,NA,NA,NA,NA
IL,1979.4,1979,4,NA,NA,15,NA,NA,NA,NA
IL,1980.1,1980,1,NA,NA,15,NA,NA,NA,NA
IL,1980.2,1980,2,NA,NA,15,NA,NA,NA,NA
IL,1980.3,1980,3,NA,NA,15,NA,NA,NA,NA
IL,1980.4,1980,4,NA,NA,15,NA,NA,NA,NA
IL,1981.1,1981,1,NA,NA,15,NA,NA,NA,NA
IL,1981.2,1981,2,NA,NA,15,NA,NA,NA,NA
IL,1981.3,1981,3,NA,NA,15,NA,NA,NA,NA
IL,1981.4,1981,4,NA,NA,15,NA,NA,NA,NA
IL,1982.1,1982,1,NA,NA,15,NA,NA,NA,NA
IL,1982.2,1982,2,NA,NA,15,NA,NA,NA,NA
IL,1982.3,1982,3,NA,NA,15,NA,NA,NA,NA
IL,1982.4,1982,4,NA,NA,15,NA,NA,NA,NA
IL,1983.1,1983,1,NA,NA,15,NA,NA,NA,NA
IL,1983.2,1983,2,NA,NA,15,NA,NA,NA,NA
IL,1983.3,1983,3,NA,NA,15,NA,NA,NA,NA
IL,1983.4,1983,4,NA,NA,15,NA,NA,NA,NA
IL,1984.1,1984,1,NA,NA,15,NA,NA,NA,NA
IL,1984.2,1984,2,NA,NA,15,NA,NA,NA,NA
IL,1984.3,1984,3,NA,NA,15,NA,NA,NA,NA
IL,1984.4,1984,4,NA,NA,15,NA,NA,NA,NA
IL,1985.1,1985,1,NA,NA,15,NA,NA,NA,NA
IL,1985.2,1985,2,NA,NA,15,NA,NA,NA,NA
IL,1985.3,1985,3,NA,NA,15,NA,NA,NA,NA
IL,1985.4,1985,4,NA,NA,15,NA,NA,NA,NA
IL,1986.1,1986,1,NA,NA,15,NA,NA,NA,NA
IL,1986.2,1986,2,NA,NA,15,NA,NA,NA,NA
IL,1986.3,1986,3,NA,NA,15,NA,NA,NA,NA
IL,1986.4,1986,4,NA,NA,15,NA,NA,NA,NA
IL,1987.1,1987,1,NA,NA,15,NA,NA,NA,NA
IL,1987.2,1987,2,NA,NA,15,NA,NA,NA,NA
IL,1987.3,1987,3,NA,NA,15,NA,NA,NA,NA
IL,1987.4,1987,4,NA,NA,15,NA,NA,NA,NA
IL,1988.1,1988,1,NA,NA,15,NA,NA,NA,NA
IL,1988.2,1988,2,NA,NA,15,NA,NA,NA,NA
IL,1988.3,1988,3,NA,NA,15,NA,NA,NA,NA
IL,1988.4,1988,4,NA,NA,15,NA,NA,NA,NA
IL,1989.1,1989,1,NA,NA,15,NA,NA,NA,NA
IL,1989.2,1989,2,NA,NA,15,NA,NA,NA,NA
IL,1989.3,1989,3,NA,NA,15,NA,NA,NA,NA
IL,1989.4,1989,4,NA,NA,15,NA,NA,NA,NA
IL,1990.1,1990,1,NA,NA,15,NA,NA,NA,NA
IL,1990.2,1990,2,NA,NA,15,NA,NA,NA,NA
IL,1990.3,1990,3,NA,NA,15,NA,NA,NA,NA
IL,1990.4,1990,4,NA,NA,15,NA,NA,NA,NA
IL,1991.1,1991,1,NA,NA,15,NA,NA,NA,NA
IL,1991.2,1991,2,NA,NA,15,NA,NA,NA,NA
IL,1991.3,1991,3,NA,NA,15,NA,NA,NA,NA
IL,1991.4,1991,4,NA,NA,15,NA,NA,NA,NA
IL,1992.1,1992,1,NA,NA,15,NA,NA,NA,NA
IL,1992.2,1992,2,NA,NA,15,NA,NA,NA,NA
IL,1992.3,1992,3,NA,NA,15,NA,NA,NA,NA
IL,1992.4,1992,4,NA,NA,15,NA,NA,NA,NA
IL,1993.1,1993,1,NA,NA,15,NA,NA,NA,NA
IL,1993.2,1993,2,NA,NA,15,NA,NA,NA,NA
IL,1993.3,1993,3,NA,NA,15,NA,NA,NA,NA
IL,1993.4,1993,4,NA,NA,15,NA,NA,NA,NA
IL,1994.1,1994,1,NA,NA,15,NA,NA,NA,NA
IL,1994.2,1994,2,NA,NA,15,NA,NA,NA,NA
IL,1994.3,1994,3,NA,NA,15,NA,NA,NA,NA
IL,1994.4,1994,4,NA,NA,15,NA,NA,NA,NA
IL,1995.1,1995,1,NA,NA,15,NA,NA,NA,NA
IL,1995.2,1995,2,NA,NA,15,NA,NA,NA,NA
IL,1995.3,1995,3,NA,NA,15,NA,NA,NA,NA
IL,1995.4,1995,4,NA,NA,15,NA,NA,NA,NA
IL,1996.1,1996,1,NA,NA,15,NA,NA,NA,NA
IL,1996.2,1996,2,NA,NA,15,NA,NA,NA,NA
IL,1996.3,1996,3,NA,NA,15,NA,NA,NA,NA
IL,1996.4,1996,4,NA,NA,15,NA,NA,NA,NA
IL,1997.1,1997,1,NA,NA,15,NA,NA,NA,NA
IL,1997.2,1997,2,NA,NA,15,NA,NA,NA,NA
IL,1997.3,1997,3,NA,NA,15,NA,NA,NA,NA
IL,1997.4,1997,4,NA,NA,15,NA,NA,NA,NA
IL,1998.1,1998,1,NA,NA,15,NA,NA,NA,NA
IL,1998.2,1998,2,NA,NA,15,NA,NA,NA,NA
IL,1998.3,1998,3,NA,NA,15,NA,NA,NA,NA
IL,1998.4,1998,4,NA,NA,15,NA,NA,NA,NA
IL,1999.1,1999,1,NA,NA,15,NA,NA,NA,NA
IL,1999.2,1999,2,NA,NA,15,NA,NA,NA,NA
IL,1999.3,1999,3,NA,NA,15,NA,NA,NA,NA
IL,1999.4,1999,4,NA,NA,15,NA,NA,NA,NA
IL,2000.1,2000,1,NA,NA,15,NA,NA,NA,NA
IL,2000.2,2000,2,NA,NA,15,NA,NA,NA,NA
IL,2000.3,2000,3,NA,NA,15,NA,NA,NA,NA
IL,2000.4,2000,4,NA,NA,15,NA,0.42,0.48,50
IL,2001.1,2001,1,NA,NA,15,NA,0.35,0.48,50
IL,2001.2,2001,2,NA,NA,15,NA,0.38,0.48,50
IL,2001.3,2001,3,NA,NA,15,NA,0.34,0.48,50
IL,2001.4,2001,4,NA,NA,15,NA,0.27,0.31,50
IL,2002.1,2002,1,NA,NA,15,NA,0.22,0.31,50
IL,2002.2,2002,2,NA,NA,15,NA,0.22,0.32,50
IL,2002.3,2002,3,NA,NA,15,NA,0.16,0.32,50
IL,2002.4,2002,4,NA,NA,15,NA,0.09,0.1,51
IL,2003.1,2003,1,7397,0.004022848,50,2515,0,0.1,51
IL,2003.2,2003,2,97349,0.052967925,48,2103,0.02,0.1,51
IL,2003.3,2003,3,5161,0.002806387,51,277,0,0.1,51
IL,2003.4,2003,4,4959,0.002693561,51,75,N.A.,N.A.,N.A.
IL,2004.1,2004,1,4959,0.002683821,51,75,N.A.,N.A.,N.A.
IL,2004.2,2004,2,4884,0.002614627,51,132,N.A.,N.A.,N.A.
IL,2004.3,2004,3,316425,0.166513689,48,4508,N.A.,N.A.,N.A.
IL,2004.4,2004,4,150742,0.078779425,49,3643,N.A.,N.A.,N.A.
IL,2005.1,2005,1,236,0.000122004,51,226,N.A.,N.A.,N.A.
IL,2005.2,2005,2,631317,0.316993554,48,5467,N.A.,N.A.,N.A.
IL,2005.3,2005,3,509767,0.253560517,49,6400,N.A.,N.A.,N.A.
IL,2005.4,2005,4,488390,0.24153232,49,6338,0.06,0.07,50
IL,2006.1,2006,1,151203,0.073030273,48,3986,0.06,0.07,50
IL,2006.2,2006,2,1137136,0.548608721,44,8537,0.06,0.07,50
IL,2006.3,2006,3,1326178,0.620005251,40,15244,0.06,0.07,50
IL,2006.4,2006,4,1280863,0.585675888,38,15853,0.22,0.26,46
IL,2007.1,2007,1,905412,0.419979428,40,13331,0.22,0.26,46
IL,2007.2,2007,2,1747259,0.797638742,36,17880,0.23,0.26,46
IL,2007.3,2007,3,1894239,0.843633242,33,22963,0.23,0.26,46
IL,2007.4,2007,4,1801983,0.795215265,33,22886,0.3,0.34,39
IL,2008.1,2008,1,1366820,0.59842711,34,19654,0.3,0.34,39
IL,2008.2,2008,2,1906219,0.820158583,31,21130,0.3,0.35,39
IL,2008.3,2008,3,1849318,0.793684817,29,22783,0.3,0.35,39
IL,2008.4,2008,4,1456078,0.629773555,30,20124,0.24,0.27,38
IL,2009.1,2009,1,518955,0.22411755,33,11981,0.24,0.27,38
IL,2009.2,2009,2,183115,0.080151743,41,5115,0.24,0.28,38
IL,2009.3,2009,3,19024,0.008760661,53,138,0.24,0.28,38
IL,2009.4,2009,4,8975,0.004293612,53,0,N.A.,N.A.,N.A.
IL,2010.1,2010,1,5120,0.002507714,53,0,N.A.,N.A.,N.A.
IL,2010.2,2010,2,441425,0.217569716,34,0,N.A.,N.A.,N.A.
IL,2010.3,2010,3,205279,0.101194501,39,0,N.A.,N.A.,N.A.
IL,2010.4,2010,4,1509,0.000727855,53,0,N.A.,N.A.,N.A.
IL,2011.1,2011,1,133,6.22E-05,53,0,N.A.,N.A.,N.A.
IL,2011.2,2011,2,7,3.21E-06,53,0,N.A.,N.A.,N.A.
IL,2011.3,2011,3,6,2.67E-06,53,0,N.A.,N.A.,N.A.
IL,2011.4,2011,4,0,0,53,0,N.A.,N.A.,N.A.
IL,2012.1,2012,1,0,0,53,0,N.A.,N.A.,N.A.
IL,2012.2,2012,2,0,0,53,0,N.A.,N.A.,N.A.
IL,2012.3,2012,3,652680,0.281534093,33,3270,N.A.,N.A.,N.A.
IL,2012.4,2012,4,575310,0.243951034,31,4353,N.A.,N.A.,N.A.
IL,2013.1,2013,1,356181,0.153907383,33,2517,N.A.,N.A.,N.A.
IL,2013.2,2013,2,1104400,0.464998833,28,5205,N.A.,N.A.,N.A.
IL,2013.3,2013,3,1177936,0.494661932,28,7200,N.A.,N.A.,N.A.
IL,2013.4,2013,4,1004494,0.423545228,29,6808,N.A.,N.A.,N.A.
IL,2014.1,2014,1,581215,0.242755977,32,4823,N.A.,N.A.,N.A.
IL,2014.2,2014,2,1341107,0.560684094,31,6504,N.A.,N.A.,N.A.
IL,2014.3,2014,3,1428851,0.582884522,29,8484,N.A.,N.A.,N.A.
IL,2014.4,2014,4,1306858,0.525119311,32,8361,N.A.,N.A.,N.A.
IL,2015.1,2015,1,987707,0.394279483,31,6917,N.A.,N.A.,N.A.
IL,2015.2,2015,2,1634610,0.643422167,32,8377,N.A.,N.A.,N.A.
IL,2015.3,2015,3,1699260,0.659979524,33,9737,N.A.,N.A.,N.A.
IL,2015.4,2015,4,1540766,0.592945337,36,9372,N.A.,N.A.,N.A.
IL,2016.1,2016,1,1138424,0.431174753,38,7705,N.A.,N.A.,N.A.
IL,2016.2,2016,2,1633661,0.603220085,39,8319,N.A.,N.A.,N.A.
IL,2016.3,2016,3,1679224,0.625600829,40,9578,N.A.,N.A.,N.A.
IL,2016.4,2016,4,1494661,0.55837134,41,9078,N.A.,N.A.,N.A.
IL,2017.1,2017,1,1084395,0.397272604,41,7302,N.A.,N.A.,N.A.
IL,2017.2,2017,2,1535405,0.571275358,44,7942,N.A.,N.A.,N.A.
IL,2017.3,2017,3,1712832,0.622201617,43,8892,N.A.,N.A.,N.A.
IL,2017.4,2017,4,1598622,0.569710676,43,9497,0.21,0.37,42
IL,2018.1,2018,1,1246770.408,0.451835373,44,7996.0355,0.21,0.37,42
IN,1971.1,1971,1,NA,NA,16,NA,NA,NA,NA
IN,1971.2,1971,2,NA,NA,16,NA,NA,NA,NA
IN,1971.3,1971,3,NA,NA,16,NA,NA,NA,NA
IN,1971.4,1971,4,NA,NA,16,NA,NA,NA,NA
IN,1972.1,1972,1,NA,NA,16,NA,NA,NA,NA
IN,1972.2,1972,2,NA,NA,16,NA,NA,NA,NA
IN,1972.3,1972,3,NA,NA,16,NA,NA,NA,NA
IN,1972.4,1972,4,NA,NA,16,NA,NA,NA,NA
IN,1973.1,1973,1,NA,NA,16,NA,NA,NA,NA
IN,1973.2,1973,2,NA,NA,16,NA,NA,NA,NA
IN,1973.3,1973,3,NA,NA,16,NA,NA,NA,NA
IN,1973.4,1973,4,NA,NA,16,NA,NA,NA,NA
IN,1974.1,1974,1,NA,NA,16,NA,NA,NA,NA
IN,1974.2,1974,2,NA,NA,16,NA,NA,NA,NA
IN,1974.3,1974,3,NA,NA,16,NA,NA,NA,NA
IN,1974.4,1974,4,NA,NA,16,NA,NA,NA,NA
IN,1975.1,1975,1,NA,NA,16,NA,NA,NA,NA
IN,1975.2,1975,2,NA,NA,16,NA,NA,NA,NA
IN,1975.3,1975,3,NA,NA,16,NA,NA,NA,NA
IN,1975.4,1975,4,NA,NA,16,NA,NA,NA,NA
IN,1976.1,1976,1,NA,NA,16,NA,NA,NA,NA
IN,1976.2,1976,2,NA,NA,16,NA,NA,NA,NA
IN,1976.3,1976,3,NA,NA,16,NA,NA,NA,NA
IN,1976.4,1976,4,NA,NA,16,NA,NA,NA,NA
IN,1977.1,1977,1,NA,NA,16,NA,NA,NA,NA
IN,1977.2,1977,2,NA,NA,16,NA,NA,NA,NA
IN,1977.3,1977,3,NA,NA,16,NA,NA,NA,NA
IN,1977.4,1977,4,NA,NA,16,NA,NA,NA,NA
IN,1978.1,1978,1,NA,NA,16,NA,NA,NA,NA
IN,1978.2,1978,2,NA,NA,16,NA,NA,NA,NA
IN,1978.3,1978,3,NA,NA,16,NA,NA,NA,NA
IN,1978.4,1978,4,NA,NA,16,NA,NA,NA,NA
IN,1979.1,1979,1,NA,NA,16,NA,NA,NA,NA
IN,1979.2,1979,2,NA,NA,16,NA,NA,NA,NA
IN,1979.3,1979,3,NA,NA,16,NA,NA,NA,NA
IN,1979.4,1979,4,NA,NA,16,NA,NA,NA,NA
IN,1980.1,1980,1,NA,NA,16,NA,NA,NA,NA
IN,1980.2,1980,2,NA,NA,16,NA,NA,NA,NA
IN,1980.3,1980,3,NA,NA,16,NA,NA,NA,NA
IN,1980.4,1980,4,NA,NA,16,NA,NA,NA,NA
IN,1981.1,1981,1,NA,NA,16,NA,NA,NA,NA
IN,1981.2,1981,2,NA,NA,16,NA,NA,NA,NA
IN,1981.3,1981,3,NA,NA,16,NA,NA,NA,NA
IN,1981.4,1981,4,NA,NA,16,NA,NA,NA,NA
IN,1982.1,1982,1,NA,NA,16,NA,NA,NA,NA
IN,1982.2,1982,2,NA,NA,16,NA,NA,NA,NA
IN,1982.3,1982,3,NA,NA,16,NA,NA,NA,NA
IN,1982.4,1982,4,NA,NA,16,NA,NA,NA,NA
IN,1983.1,1983,1,NA,NA,16,NA,NA,NA,NA
IN,1983.2,1983,2,NA,NA,16,NA,NA,NA,NA
IN,1983.3,1983,3,NA,NA,16,NA,NA,NA,NA
IN,1983.4,1983,4,NA,NA,16,NA,NA,NA,NA
IN,1984.1,1984,1,NA,NA,16,NA,NA,NA,NA
IN,1984.2,1984,2,NA,NA,16,NA,NA,NA,NA
IN,1984.3,1984,3,NA,NA,16,NA,NA,NA,NA
IN,1984.4,1984,4,NA,NA,16,NA,NA,NA,NA
IN,1985.1,1985,1,NA,NA,16,NA,NA,NA,NA
IN,1985.2,1985,2,NA,NA,16,NA,NA,NA,NA
IN,1985.3,1985,3,NA,NA,16,NA,NA,NA,NA
IN,1985.4,1985,4,NA,NA,16,NA,NA,NA,NA
IN,1986.1,1986,1,NA,NA,16,NA,NA,NA,NA
IN,1986.2,1986,2,NA,NA,16,NA,NA,NA,NA
IN,1986.3,1986,3,NA,NA,16,NA,NA,NA,NA
IN,1986.4,1986,4,NA,NA,16,NA,NA,NA,NA
IN,1987.1,1987,1,NA,NA,16,NA,NA,NA,NA
IN,1987.2,1987,2,NA,NA,16,NA,NA,NA,NA
IN,1987.3,1987,3,NA,NA,16,NA,NA,NA,NA
IN,1987.4,1987,4,NA,NA,16,NA,NA,NA,NA
IN,1988.1,1988,1,NA,NA,16,NA,NA,NA,NA
IN,1988.2,1988,2,NA,NA,16,NA,NA,NA,NA
IN,1988.3,1988,3,NA,NA,16,NA,NA,NA,NA
IN,1988.4,1988,4,NA,NA,16,NA,NA,NA,NA
IN,1989.1,1989,1,NA,NA,16,NA,NA,NA,NA
IN,1989.2,1989,2,NA,NA,16,NA,NA,NA,NA
IN,1989.3,1989,3,NA,NA,16,NA,NA,NA,NA
IN,1989.4,1989,4,NA,NA,16,NA,NA,NA,NA
IN,1990.1,1990,1,NA,NA,16,NA,NA,NA,NA
IN,1990.2,1990,2,NA,NA,16,NA,NA,NA,NA
IN,1990.3,1990,3,NA,NA,16,NA,NA,NA,NA
IN,1990.4,1990,4,NA,NA,16,NA,NA,NA,NA
IN,1991.1,1991,1,NA,NA,16,NA,NA,NA,NA
IN,1991.2,1991,2,NA,NA,16,NA,NA,NA,NA
IN,1991.3,1991,3,NA,NA,16,NA,NA,NA,NA
IN,1991.4,1991,4,NA,NA,16,NA,NA,NA,NA
IN,1992.1,1992,1,NA,NA,16,NA,NA,NA,NA
IN,1992.2,1992,2,NA,NA,16,NA,NA,NA,NA
IN,1992.3,1992,3,NA,NA,16,NA,NA,NA,NA
IN,1992.4,1992,4,NA,NA,16,NA,NA,NA,NA
IN,1993.1,1993,1,NA,NA,16,NA,NA,NA,NA
IN,1993.2,1993,2,NA,NA,16,NA,NA,NA,NA
IN,1993.3,1993,3,NA,NA,16,NA,NA,NA,NA
IN,1993.4,1993,4,NA,NA,16,NA,NA,NA,NA
IN,1994.1,1994,1,NA,NA,16,NA,NA,NA,NA
IN,1994.2,1994,2,NA,NA,16,NA,NA,NA,NA
IN,1994.3,1994,3,NA,NA,16,NA,NA,NA,NA
IN,1994.4,1994,4,NA,NA,16,NA,NA,NA,NA
IN,1995.1,1995,1,NA,NA,16,NA,NA,NA,NA
IN,1995.2,1995,2,NA,NA,16,NA,NA,NA,NA
IN,1995.3,1995,3,NA,NA,16,NA,NA,NA,NA
IN,1995.4,1995,4,NA,NA,16,NA,NA,NA,NA
IN,1996.1,1996,1,NA,NA,16,NA,NA,NA,NA
IN,1996.2,1996,2,NA,NA,16,NA,NA,NA,NA
IN,1996.3,1996,3,NA,NA,16,NA,NA,NA,NA
IN,1996.4,1996,4,NA,NA,16,NA,NA,NA,NA
IN,1997.1,1997,1,NA,NA,16,NA,NA,NA,NA
IN,1997.2,1997,2,NA,NA,16,NA,NA,NA,NA
IN,1997.3,1997,3,NA,NA,16,NA,NA,NA,NA
IN,1997.4,1997,4,NA,NA,16,NA,NA,NA,NA
IN,1998.1,1998,1,NA,NA,16,NA,NA,NA,NA
IN,1998.2,1998,2,NA,NA,16,NA,NA,NA,NA
IN,1998.3,1998,3,NA,NA,16,NA,NA,NA,NA
IN,1998.4,1998,4,NA,NA,16,NA,NA,NA,NA
IN,1999.1,1999,1,NA,NA,16,NA,NA,NA,NA
IN,1999.2,1999,2,NA,NA,16,NA,NA,NA,NA
IN,1999.3,1999,3,NA,NA,16,NA,NA,NA,NA
IN,1999.4,1999,4,NA,NA,16,NA,NA,NA,NA
IN,2000.1,2000,1,NA,NA,16,NA,NA,NA,NA
IN,2000.2,2000,2,NA,NA,16,NA,NA,NA,NA
IN,2000.3,2000,3,NA,NA,16,NA,NA,NA,NA
IN,2000.4,2000,4,NA,NA,16,NA,1.16,1.53,12
IN,2001.1,2001,1,NA,NA,16,NA,1.08,1.53,12
IN,2001.2,2001,2,NA,NA,16,NA,1.11,1.57,11
IN,2001.3,2001,3,NA,NA,16,NA,1.07,1.57,11
IN,2001.4,2001,4,NA,NA,16,NA,0.99,1.31,15
IN,2002.1,2002,1,NA,NA,16,NA,0.99,1.31,15
IN,2002.2,2002,2,NA,NA,16,NA,0.98,1.31,15
IN,2002.3,2002,3,NA,NA,16,NA,0.93,1.31,15
IN,2002.4,2002,4,NA,NA,16,NA,0.85,1.13,17
IN,2003.1,2003,1,931151,1.246206082,25,15896,0.7,1.13,17
IN,2003.2,2003,2,971756,1.283425645,26,14473,0.72,1.24,14
IN,2003.3,2003,3,867024,1.139948463,26,13924,0.64,1.24,14
IN,2003.4,2003,4,758340,1.000135785,27,12359,0.56,0.83,20
IN,2004.1,2004,1,574956,0.759464871,25,10172,0.56,0.83,20
IN,2004.2,2004,2,701692,0.912491211,27,9260,0.56,0.83,20
IN,2004.3,2004,3,649504,0.83378956,29,9360,0.56,0.83,20
IN,2004.4,2004,4,571636,0.721949772,31,8447,0.4,0.6,27
IN,2005.1,2005,1,401234,0.494851334,36,6841,0.4,0.6,27
IN,2005.2,2005,2,617918,0.749510789,32,7449,0.4,0.59,27
IN,2005.3,2005,3,595246,0.723116706,35,7286,0.4,0.59,27
IN,2005.4,2005,4,534337,0.649331836,35,6739,0.36,0.54,30
IN,2006.1,2006,1,385138,0.458821345,36,5472,0.36,0.54,30
IN,2006.2,2006,2,589785,0.705500931,36,6096,0.36,0.54,30
IN,2006.3,2006,3,551521,0.641503003,38,6815,0.36,0.54,30
IN,2006.4,2006,4,477323,0.544924483,42,6141,0.3,0.45,35
IN,2007.1,2007,1,270149,0.314575603,45,4450,0.3,0.45,35
IN,2007.2,2007,2,442759,0.513115881,45,4685,0.31,0.46,35
IN,2007.3,2007,3,401695,0.458787713,46,5254,0.31,0.46,35
IN,2007.4,2007,4,306787,0.348061523,47,4458,0.2,0.29,44
IN,2008.1,2008,1,106831,0.120526091,49,2660,0.2,0.29,44
IN,2008.2,2008,2,226272,0.253137146,51,2427,0.2,0.29,44
IN,2008.3,2008,3,90735,0.10123053,52,2052,0.2,0.29,44
IN,2008.4,2008,4,12915,0.014498891,51,419,N.A.,N.A.,N.A.
IN,2009.1,2009,1,23244,0.026191489,45,0,N.A.,N.A.,N.A.
IN,2009.2,2009,2,19732,0.022406556,48,0,N.A.,N.A.,N.A.
IN,2009.3,2009,3,18963,0.02265031,41,0,N.A.,N.A.,N.A.
IN,2009.4,2009,4,18954,0.023716747,38,0,N.A.,N.A.,N.A.
IN,2010.1,2010,1,18429,0.023639922,30,0,N.A.,N.A.,N.A.
IN,2010.2,2010,2,18464,0.023706569,47,0,N.A.,N.A.,N.A.
IN,2010.3,2010,3,18262,0.023170226,47,0,N.A.,N.A.,N.A.
IN,2010.4,2010,4,18148,0.022291715,36,0,N.A.,N.A.,N.A.
IN,2011.1,2011,1,17933,0.021217687,33,0,N.A.,N.A.,N.A.
IN,2011.2,2011,2,17596,0.020502606,42,0,N.A.,N.A.,N.A.
IN,2011.3,2011,3,17226,0.019613359,43,0,N.A.,N.A.,N.A.
IN,2011.4,2011,4,16916,0.019129779,42,0,N.A.,N.A.,N.A.
IN,2012.1,2012,1,15945,0.017785338,36,0,N.A.,N.A.,N.A.
IN,2012.2,2012,2,15935,0.017891299,45,0,N.A.,N.A.,N.A.
IN,2012.3,2012,3,60748,0.066604763,45,0,N.A.,N.A.,N.A.
IN,2012.4,2012,4,15939,0.017100012,46,0,N.A.,N.A.,N.A.
IN,2013.1,2013,1,21125,0.023043006,45,0,N.A.,N.A.,N.A.
IN,2013.2,2013,2,8461,0.009078946,47,0,N.A.,N.A.,N.A.
IN,2013.3,2013,3,7720,0.008198189,49,0,N.A.,N.A.,N.A.
IN,2013.4,2013,4,6148,0.006527771,48,0,N.A.,N.A.,N.A.
IN,2014.1,2014,1,4797,0.005045719,47,0,N.A.,N.A.,N.A.
IN,2014.2,2014,2,4773,0.005018639,48,0,N.A.,N.A.,N.A.
IN,2014.3,2014,3,4547,0.004744073,49,0,N.A.,N.A.,N.A.
IN,2014.4,2014,4,4436,0.004574943,49,0,N.A.,N.A.,N.A.
IN,2015.1,2015,1,4436,0.004532547,48,0,N.A.,N.A.,N.A.
IN,2015.2,2015,2,4436,0.004428827,51,0,N.A.,N.A.,N.A.
IN,2015.3,2015,3,3408,0.003363568,52,0,N.A.,N.A.,N.A.
IN,2015.4,2015,4,26645,0.026018994,51,165,0.01,0.02,42
IN,2016.1,2016,1,4222,0.004079474,51,135,0.01,0.02,42
IN,2016.2,2016,2,40892,0.038641665,52,392,0.01,0.02,44
IN,2016.3,2016,3,81699,0.07738979,52,431,0.01,0.02,44
IN,2016.4,2016,4,77678,0.073729202,52,489,0.03,0.05,45
IN,2017.1,2017,1,43507,0.039942073,52,348,0.03,0.05,45
IN,2017.2,2017,2,320921,0.296938056,51,1230,0.03,0.05,46
IN,2017.3,2017,3,366246,0.330263211,50,1996,0.03,0.05,46
IN,2017.4,2017,4,381759,0.336447478,49,2133,0.16,0.23,47
IN,2018.1,2018,1,352290.9559,0.316972303,48,2065.68402,0.16,0.23,47
KS,1971.1,1971,1,NA,NA,17,NA,NA,NA,NA
KS,1971.2,1971,2,NA,NA,17,NA,NA,NA,NA
KS,1971.3,1971,3,NA,NA,17,NA,NA,NA,NA
KS,1971.4,1971,4,NA,NA,17,NA,NA,NA,NA
KS,1972.1,1972,1,NA,NA,17,NA,NA,NA,NA
KS,1972.2,1972,2,NA,NA,17,NA,NA,NA,NA
KS,1972.3,1972,3,NA,NA,17,NA,NA,NA,NA
KS,1972.4,1972,4,NA,NA,17,NA,NA,NA,NA
KS,1973.1,1973,1,NA,NA,17,NA,NA,NA,NA
KS,1973.2,1973,2,NA,NA,17,NA,NA,NA,NA
KS,1973.3,1973,3,NA,NA,17,NA,NA,NA,NA
KS,1973.4,1973,4,NA,NA,17,NA,NA,NA,NA
KS,1974.1,1974,1,NA,NA,17,NA,NA,NA,NA
KS,1974.2,1974,2,NA,NA,17,NA,NA,NA,NA
KS,1974.3,1974,3,NA,NA,17,NA,NA,NA,NA
KS,1974.4,1974,4,NA,NA,17,NA,NA,NA,NA
KS,1975.1,1975,1,NA,NA,17,NA,NA,NA,NA
KS,1975.2,1975,2,NA,NA,17,NA,NA,NA,NA
KS,1975.3,1975,3,NA,NA,17,NA,NA,NA,NA
KS,1975.4,1975,4,NA,NA,17,NA,NA,NA,NA
KS,1976.1,1976,1,NA,NA,17,NA,NA,NA,NA
KS,1976.2,1976,2,NA,NA,17,NA,NA,NA,NA
KS,1976.3,1976,3,NA,NA,17,NA,NA,NA,NA
KS,1976.4,1976,4,NA,NA,17,NA,NA,NA,NA
KS,1977.1,1977,1,NA,NA,17,NA,NA,NA,NA
KS,1977.2,1977,2,NA,NA,17,NA,NA,NA,NA
KS,1977.3,1977,3,NA,NA,17,NA,NA,NA,NA
KS,1977.4,1977,4,NA,NA,17,NA,NA,NA,NA
KS,1978.1,1978,1,NA,NA,17,NA,NA,NA,NA
KS,1978.2,1978,2,NA,NA,17,NA,NA,NA,NA
KS,1978.3,1978,3,NA,NA,17,NA,NA,NA,NA
KS,1978.4,1978,4,NA,NA,17,NA,NA,NA,NA
KS,1979.1,1979,1,NA,NA,17,NA,NA,NA,NA
KS,1979.2,1979,2,NA,NA,17,NA,NA,NA,NA
KS,1979.3,1979,3,NA,NA,17,NA,NA,NA,NA
KS,1979.4,1979,4,NA,NA,17,NA,NA,NA,NA
KS,1980.1,1980,1,NA,NA,17,NA,NA,NA,NA
KS,1980.2,1980,2,NA,NA,17,NA,NA,NA,NA
KS,1980.3,1980,3,NA,NA,17,NA,NA,NA,NA
KS,1980.4,1980,4,NA,NA,17,NA,NA,NA,NA
KS,1981.1,1981,1,NA,NA,17,NA,NA,NA,NA
KS,1981.2,1981,2,NA,NA,17,NA,NA,NA,NA
KS,1981.3,1981,3,NA,NA,17,NA,NA,NA,NA
KS,1981.4,1981,4,NA,NA,17,NA,NA,NA,NA
KS,1982.1,1982,1,NA,NA,17,NA,NA,NA,NA
KS,1982.2,1982,2,NA,NA,17,NA,NA,NA,NA
KS,1982.3,1982,3,NA,NA,17,NA,NA,NA,NA
KS,1982.4,1982,4,NA,NA,17,NA,NA,NA,NA
KS,1983.1,1983,1,NA,NA,17,NA,NA,NA,NA
KS,1983.2,1983,2,NA,NA,17,NA,NA,NA,NA
KS,1983.3,1983,3,NA,NA,17,NA,NA,NA,NA
KS,1983.4,1983,4,NA,NA,17,NA,NA,NA,NA
