st,CYQ,year,quarter,TFBalance,TFPCTW,TFPCTW_Rank,Interest,HCM,AHCM,AHCM_Rank
AR,1977.4,1977,4,NA,NA,3,NA,NA,NA,NA
AR,1978.1,1978,1,NA,NA,3,NA,NA,NA,NA
AR,1978.2,1978,2,NA,NA,3,NA,NA,NA,NA
AR,1978.3,1978,3,NA,NA,3,NA,NA,NA,NA
AR,1978.4,1978,4,NA,NA,3,NA,NA,NA,NA
AR,1979.1,1979,1,NA,NA,3,NA,NA,NA,NA
AR,1979.2,1979,2,NA,NA,3,NA,NA,NA,NA
AR,1979.3,1979,3,NA,NA,3,NA,NA,NA,NA
AR,1979.4,1979,4,NA,NA,3,NA,NA,NA,NA
AR,1980.1,1980,1,NA,NA,3,NA,NA,NA,NA
AR,1980.2,1980,2,NA,NA,3,NA,NA,NA,NA
AR,1980.3,1980,3,NA,NA,3,NA,NA,NA,NA
AR,1980.4,1980,4,NA,NA,3,NA,NA,NA,NA
AR,1981.1,1981,1,NA,NA,3,NA,NA,NA,NA
AR,1981.2,1981,2,NA,NA,3,NA,NA,NA,NA
AR,1981.3,1981,3,NA,NA,3,NA,NA,NA,NA
AR,1981.4,1981,4,NA,NA,3,NA,NA,NA,NA
AR,1982.1,1982,1,NA,NA,3,NA,NA,NA,NA
AR,1982.2,1982,2,NA,NA,3,NA,NA,NA,NA
AR,1982.3,1982,3,NA,NA,3,NA,NA,NA,NA
AR,1982.4,1982,4,NA,NA,3,NA,NA,NA,NA
AR,1983.1,1983,1,NA,NA,3,NA,NA,NA,NA
AR,1983.2,1983,2,NA,NA,3,NA,NA,NA,NA
AR,1983.3,1983,3,NA,NA,3,NA,NA,NA,NA
AR,1983.4,1983,4,NA,NA,3,NA,NA,NA,NA
AR,1984.1,1984,1,NA,NA,3,NA,NA,NA,NA
AR,1984.2,1984,2,NA,NA,3,NA,NA,NA,NA
AR,1984.3,1984,3,NA,NA,3,NA,NA,NA,NA
AR,1984.4,1984,4,NA,NA,3,NA,NA,NA,NA
AR,1985.1,1985,1,NA,NA,3,NA,NA,NA,NA
AR,1985.2,1985,2,NA,NA,3,NA,NA,NA,NA
AR,1985.3,1985,3,NA,NA,3,NA,NA,NA,NA
AR,1985.4,1985,4,NA,NA,3,NA,NA,NA,NA
AR,1986.1,1986,1,NA,NA,3,NA,NA,NA,NA
AR,1986.2,1986,2,NA,NA,3,NA,NA,NA,NA
AR,1986.3,1986,3,NA,NA,3,NA,NA,NA,NA
AR,1986.4,1986,4,NA,NA,3,NA,NA,NA,NA
AR,1987.1,1987,1,NA,NA,3,NA,NA,NA,NA
AR,1987.2,1987,2,NA,NA,3,NA,NA,NA,NA
AR,1987.3,1987,3,NA,NA,3,NA,NA,NA,NA
AR,1987.4,1987,4,NA,NA,3,NA,NA,NA,NA
AR,1988.1,1988,1,NA,NA,3,NA,NA,NA,NA
AR,1988.2,1988,2,NA,NA,3,NA,NA,NA,NA
AR,1988.3,1988,3,NA,NA,3,NA,NA,NA,NA
AR,1988.4,1988,4,NA,NA,3,NA,NA,NA,NA
AR,1989.1,1989,1,NA,NA,3,NA,NA,NA,NA
AR,1989.2,1989,2,NA,NA,3,NA,NA,NA,NA
AR,1989.3,1989,3,NA,NA,3,NA,NA,NA,NA
AR,1989.4,1989,4,NA,NA,3,NA,NA,NA,NA
AR,1990.1,1990,1,NA,NA,3,NA,NA,NA,NA
AR,1990.2,1990,2,NA,NA,3,NA,NA,NA,NA
AR,1990.3,1990,3,NA,NA,3,NA,NA,NA,NA
AR,1990.4,1990,4,NA,NA,3,NA,NA,NA,NA
AR,1991.1,1991,1,NA,NA,3,NA,NA,NA,NA
AR,1991.2,1991,2,NA,NA,3,NA,NA,NA,NA
AR,1991.3,1991,3,NA,NA,3,NA,NA,NA,NA
AR,1991.4,1991,4,NA,NA,3,NA,NA,NA,NA
AR,1992.1,1992,1,NA,NA,3,NA,NA,NA,NA
AR,1992.2,1992,2,NA,NA,3,NA,NA,NA,NA
AR,1992.3,1992,3,NA,NA,3,NA,NA,NA,NA
AR,1992.4,1992,4,NA,NA,3,NA,NA,NA,NA
AR,1993.1,1993,1,NA,NA,3,NA,NA,NA,NA
AR,1993.2,1993,2,NA,NA,3,NA,NA,NA,NA
AR,1993.3,1993,3,NA,NA,3,NA,NA,NA,NA
AR,1993.4,1993,4,NA,NA,3,NA,NA,NA,NA
AR,1994.1,1994,1,NA,NA,3,NA,NA,NA,NA
AR,1994.2,1994,2,NA,NA,3,NA,NA,NA,NA
AR,1994.3,1994,3,NA,NA,3,NA,NA,NA,NA
AR,1994.4,1994,4,NA,NA,3,NA,NA,NA,NA
AR,1995.1,1995,1,NA,NA,3,NA,NA,NA,NA
AR,1995.2,1995,2,NA,NA,3,NA,NA,NA,NA
AR,1995.3,1995,3,NA,NA,3,NA,NA,NA,NA
AR,1995.4,1995,4,NA,NA,3,NA,NA,NA,NA
AR,1996.1,1996,1,NA,NA,3,NA,NA,NA,NA
AR,1996.2,1996,2,NA,NA,3,NA,NA,NA,NA
AR,1996.3,1996,3,NA,NA,3,NA,NA,NA,NA
AR,1996.4,1996,4,NA,NA,3,NA,NA,NA,NA
AR,1997.1,1997,1,NA,NA,3,NA,NA,NA,NA
AR,1997.2,1997,2,NA,NA,3,NA,NA,NA,NA
AR,1997.3,1997,3,NA,NA,3,NA,NA,NA,NA
AR,1997.4,1997,4,NA,NA,3,NA,NA,NA,NA
AR,1998.1,1998,1,NA,NA,3,NA,NA,NA,NA
AR,1998.2,1998,2,NA,NA,3,NA,NA,NA,NA
AR,1998.3,1998,3,NA,NA,3,NA,NA,NA,NA
AR,1998.4,1998,4,NA,NA,3,NA,NA,NA,NA
AR,1999.1,1999,1,NA,NA,3,NA,NA,NA,NA
AR,1999.2,1999,2,NA,NA,3,NA,NA,NA,NA
AR,1999.3,1999,3,NA,NA,3,NA,NA,NA,NA
AR,1999.4,1999,4,NA,NA,3,NA,NA,NA,NA
AR,2000.1,2000,1,NA,NA,3,NA,NA,NA,NA
AR,2000.2,2000,2,NA,NA,3,NA,NA,NA,NA
AR,2000.3,2000,3,NA,NA,3,NA,NA,NA,NA
AR,2000.4,2000,4,NA,NA,3,NA,0.41,0.66,44
AR,2001.1,2001,1,NA,NA,3,NA,0.34,0.66,44
AR,2001.2,2001,2,NA,NA,3,NA,0.38,0.68,44
AR,2001.3,2001,3,NA,NA,3,NA,0.34,0.68,44
AR,2001.4,2001,4,NA,NA,3,NA,0.27,0.45,47
AR,2002.1,2002,1,NA,NA,3,NA,0.26,0.45,47
AR,2002.2,2002,2,NA,NA,3,NA,0.29,0.45,47
AR,2002.3,2002,3,NA,NA,3,NA,0.26,0.45,47
AR,2002.4,2002,4,NA,NA,3,NA,0.19,0.3,47
AR,2003.1,2003,1,69312,0.278087712,47,1436,0.1,0.3,47
AR,2003.2,2003,2,109730,0.4360874,45,1544,0.16,0.33,47
AR,2003.3,2003,3,97614,0.387222077,43,1652,0.14,0.33,47
AR,2003.4,2003,4,61109,0.243457938,44,1263,0.09,0.16,45
AR,2004.1,2004,1,15569,0.061707842,45,579,0.09,0.16,45
AR,2004.2,2004,2,85340,0.331212429,44,912,0.09,0.16,45
AR,2004.3,2004,3,96186,0.367497452,43,1341,0.09,0.16,45
AR,2004.4,2004,4,78584,0.296249841,43,1285,0.11,0.2,41
AR,2005.1,2005,1,46619,0.172379331,45,898,0.11,0.2,41
AR,2005.2,2005,2,124161,0.447015378,41,1384,0.11,0.19,41
AR,2005.3,2005,3,139506,0.500946171,40,1643,0.11,0.19,43
AR,2005.4,2005,4,125376,0.446668831,40,1615,0.17,0.3,41
AR,2006.1,2006,1,101326,0.352794001,42,1353,0.17,0.3,41
AR,2006.2,2006,2,186202,0.643604154,40,1867,0.17,0.3,41
AR,2006.3,2006,3,195283,0.653771412,37,2307,0.17,0.3,41
AR,2006.4,2006,4,168706,0.555449866,39,2190,0.21,0.37,40
AR,2007.1,2007,1,122635,0.409900409,41,1705,0.21,0.37,40
AR,2007.2,2007,2,188088,0.626344958,40,2021,0.21,0.38,40
AR,2007.3,2007,3,187895,0.616712592,40,2369,0.21,0.38,40
AR,2007.4,2007,4,151132,0.48908843,41,2117,0.18,0.32,41
AR,2008.1,2008,1,104513,0.333990294,42,1584,0.18,0.32,41
AR,2008.2,2008,2,166642,0.508551183,41,1830,0.18,0.32,41
AR,2008.3,2008,3,151276,0.458070504,41,1982,0.18,0.32,41
AR,2008.4,2008,4,82954,0.255023208,44,1505,0.1,0.17,42
AR,2009.1,2009,1,5159,0.015775335,50,360,0.1,0.17,42
AR,2009.2,2009,2,4899,0.015405359,51,27,0.1,0.17,42
AR,2009.3,2009,3,14480,0.045634364,36,0,0.1,0.17,42
AR,2009.4,2009,4,13977,0.044506458,35,0,N.A.,N.A.,N.A.
AR,2010.1,2010,1,14131,0.046176909,27,0,N.A.,N.A.,N.A.
AR,2010.2,2010,2,95869,0.313764396,25,0,N.A.,N.A.,N.A.
AR,2010.3,2010,3,96846,0.322472648,23,0,N.A.,N.A.,N.A.
AR,2010.4,2010,4,51800,0.168417314,24,0,N.A.,N.A.,N.A.
AR,2011.1,2011,1,14331,0.044635503,28,0,N.A.,N.A.,N.A.
AR,2011.2,2011,2,133618,0.413612714,25,0,N.A.,N.A.,N.A.
AR,2011.3,2011,3,119470,0.362457754,23,0,N.A.,N.A.,N.A.
AR,2011.4,2011,4,87680,0.264959852,24,0,N.A.,N.A.,N.A.
AR,2012.1,2012,1,43550,0.130674046,26,0,N.A.,N.A.,N.A.
AR,2012.2,2012,2,176969,0.529605255,24,0,N.A.,N.A.,N.A.
AR,2012.3,2012,3,163643,0.479260721,25,0,N.A.,N.A.,N.A.
AR,2012.4,2012,4,82306,0.238056853,32,0,N.A.,N.A.,N.A.
AR,2013.1,2013,1,69045,0.203459948,30,0,N.A.,N.A.,N.A.
AR,2013.2,2013,2,154184,0.447432976,29,20,N.A.,N.A.,N.A.
AR,2013.3,2013,3,157336,0.449592968,30,64,N.A.,N.A.,N.A.
AR,2013.4,2013,4,97251,0.278750455,34,22,N.A.,N.A.,N.A.
AR,2014.1,2014,1,72243,0.206073355,34,0,N.A.,N.A.,N.A.
AR,2014.2,2014,2,206812,0.590561711,29,560,N.A.,N.A.,N.A.
AR,2014.3,2014,3,186266,0.527081184,32,1066,N.A.,N.A.,N.A.
AR,2014.4,2014,4,237708,0.664588195,25,1315,0.25,0.45,26
AR,2015.1,2015,1,221808,0.614857291,26,1376,0.25,0.45,26
AR,2015.2,2015,2,345583,0.929848138,22,1793,0.25,0.45,26
AR,2015.3,2015,3,376565,1.011518877,20,2098,0.25,0.45,26
AR,2015.4,2015,4,384596,1.033168973,20,2183,0.38,0.7,27
AR,2016.1,2016,1,384400,1.016252625,22,2191,0.38,0.7,27
AR,2016.2,2016,2,485792,1.257971804,20,2552,0.38,0.69,29
AR,2016.3,2016,3,515265,1.332816348,22,2853,0.38,0.69,29
AR,2016.4,2016,4,522460,1.341180921,21,2934,0.5,0.91,25
AR,2017.1,2017,1,520456,1.307399306,20,2924,0.5,0.91,25
AR,2017.2,2017,2,615351,1.568614508,20,3298,0.5,0.91,25
AR,2017.3,2017,3,637821,1.570354149,20,3553,0.5,0.91,25
AR,2017.4,2017,4,641543,1.542541715,20,3599,0.57,1.04,22
AR,2018.1,2018,1,638205.6612,1.575584208,20,3577.64384,0.57,1.04,22
AZ,1971.1,1971,1,NA,NA,4,NA,NA,NA,NA
AZ,1971.2,1971,2,NA,NA,4,NA,NA,NA,NA
AZ,1971.3,1971,3,NA,NA,4,NA,NA,NA,NA
AZ,1971.4,1971,4,NA,NA,4,NA,NA,NA,NA
AZ,1972.1,1972,1,NA,NA,4,NA,NA,NA,NA
AZ,1972.2,1972,2,NA,NA,4,NA,NA,NA,NA
AZ,1972.3,1972,3,NA,NA,4,NA,NA,NA,NA
AZ,1972.4,1972,4,NA,NA,4,NA,NA,NA,NA
AZ,1973.1,1973,1,NA,NA,4,NA,NA,NA,NA
AZ,1973.2,1973,2,NA,NA,4,NA,NA,NA,NA
AZ,1973.3,1973,3,NA,NA,4,NA,NA,NA,NA
AZ,1973.4,1973,4,NA,NA,4,NA,NA,NA,NA
AZ,1974.1,1974,1,NA,NA,4,NA,NA,NA,NA
AZ,1974.2,1974,2,NA,NA,4,NA,NA,NA,NA
AZ,1974.3,1974,3,NA,NA,4,NA,NA,NA,NA
AZ,1974.4,1974,4,NA,NA,4,NA,NA,NA,NA
AZ,1975.1,1975,1,NA,NA,4,NA,NA,NA,NA
AZ,1975.2,1975,2,NA,NA,4,NA,NA,NA,NA
AZ,1975.3,1975,3,NA,NA,4,NA,NA,NA,NA
AZ,1975.4,1975,4,NA,NA,4,NA,NA,NA,NA
AZ,1976.1,1976,1,NA,NA,4,NA,NA,NA,NA
AZ,1976.2,1976,2,NA,NA,4,NA,NA,NA,NA
AZ,1976.3,1976,3,NA,NA,4,NA,NA,NA,NA
AZ,1976.4,1976,4,NA,NA,4,NA,NA,NA,NA
AZ,1977.1,1977,1,NA,NA,4,NA,NA,NA,NA
AZ,1977.2,1977,2,NA,NA,4,NA,NA,NA,NA
AZ,1977.3,1977,3,NA,NA,4,NA,NA,NA,NA
AZ,1977.4,1977,4,NA,NA,4,NA,NA,NA,NA
AZ,1978.1,1978,1,NA,NA,4,NA,NA,NA,NA
AZ,1978.2,1978,2,NA,NA,4,NA,NA,NA,NA
AZ,1978.3,1978,3,NA,NA,4,NA,NA,NA,NA
AZ,1978.4,1978,4,NA,NA,4,NA,NA,NA,NA
AZ,1979.1,1979,1,NA,NA,4,NA,NA,NA,NA
AZ,1979.2,1979,2,NA,NA,4,NA,NA,NA,NA
AZ,1979.3,1979,3,NA,NA,4,NA,NA,NA,NA
AZ,1979.4,1979,4,NA,NA,4,NA,NA,NA,NA
AZ,1980.1,1980,1,NA,NA,4,NA,NA,NA,NA
AZ,1980.2,1980,2,NA,NA,4,NA,NA,NA,NA
AZ,1980.3,1980,3,NA,NA,4,NA,NA,NA,NA
AZ,1980.4,1980,4,NA,NA,4,NA,NA,NA,NA
AZ,1981.1,1981,1,NA,NA,4,NA,NA,NA,NA
AZ,1981.2,1981,2,NA,NA,4,NA,NA,NA,NA
AZ,1981.3,1981,3,NA,NA,4,NA,NA,NA,NA
AZ,1981.4,1981,4,NA,NA,4,NA,NA,NA,NA
AZ,1982.1,1982,1,NA,NA,4,NA,NA,NA,NA
AZ,1982.2,1982,2,NA,NA,4,NA,NA,NA,NA
AZ,1982.3,1982,3,NA,NA,4,NA,NA,NA,NA
AZ,1982.4,1982,4,NA,NA,4,NA,NA,NA,NA
AZ,1983.1,1983,1,NA,NA,4,NA,NA,NA,NA
AZ,1983.2,1983,2,NA,NA,4,NA,NA,NA,NA
AZ,1983.3,1983,3,NA,NA,4,NA,NA,NA,NA
AZ,1983.4,1983,4,NA,NA,4,NA,NA,NA,NA
AZ,1984.1,1984,1,NA,NA,4,NA,NA,NA,NA
AZ,1984.2,1984,2,NA,NA,4,NA,NA,NA,NA
AZ,1984.3,1984,3,NA,NA,4,NA,NA,NA,NA
AZ,1984.4,1984,4,NA,NA,4,NA,NA,NA,NA
AZ,1985.1,1985,1,NA,NA,4,NA,NA,NA,NA
AZ,1985.2,1985,2,NA,NA,4,NA,NA,NA,NA
AZ,1985.3,1985,3,NA,NA,4,NA,NA,NA,NA
AZ,1985.4,1985,4,NA,NA,4,NA,NA,NA,NA
AZ,1986.1,1986,1,NA,NA,4,NA,NA,NA,NA
AZ,1986.2,1986,2,NA,NA,4,NA,NA,NA,NA
AZ,1986.3,1986,3,NA,NA,4,NA,NA,NA,NA
AZ,1986.4,1986,4,NA,NA,4,NA,NA,NA,NA
AZ,1987.1,1987,1,NA,NA,4,NA,NA,NA,NA
AZ,1987.2,1987,2,NA,NA,4,NA,NA,NA,NA
AZ,1987.3,1987,3,NA,NA,4,NA,NA,NA,NA
AZ,1987.4,1987,4,NA,NA,4,NA,NA,NA,NA
AZ,1988.1,1988,1,NA,NA,4,NA,NA,NA,NA
AZ,1988.2,1988,2,NA,NA,4,NA,NA,NA,NA
AZ,1988.3,1988,3,NA,NA,4,NA,NA,NA,NA
AZ,1988.4,1988,4,NA,NA,4,NA,NA,NA,NA
AZ,1989.1,1989,1,NA,NA,4,NA,NA,NA,NA
AZ,1989.2,1989,2,NA,NA,4,NA,NA,NA,NA
AZ,1989.3,1989,3,NA,NA,4,NA,NA,NA,NA
AZ,1989.4,1989,4,NA,NA,4,NA,NA,NA,NA
AZ,1990.1,1990,1,NA,NA,4,NA,NA,NA,NA
AZ,1990.2,1990,2,NA,NA,4,NA,NA,NA,NA
AZ,1990.3,1990,3,NA,NA,4,NA,NA,NA,NA
AZ,1990.4,1990,4,NA,NA,4,NA,NA,NA,NA
AZ,1991.1,1991,1,NA,NA,4,NA,NA,NA,NA
AZ,1991.2,1991,2,NA,NA,4,NA,NA,NA,NA
AZ,1991.3,1991,3,NA,NA,4,NA,NA,NA,NA
AZ,1991.4,1991,4,NA,NA,4,NA,NA,NA,NA
AZ,1992.1,1992,1,NA,NA,4,NA,NA,NA,NA
AZ,1992.2,1992,2,NA,NA,4,NA,NA,NA,NA
AZ,1992.3,1992,3,NA,NA,4,NA,NA,NA,NA
AZ,1992.4,1992,4,NA,NA,4,NA,NA,NA,NA
AZ,1993.1,1993,1,NA,NA,4,NA,NA,NA,NA
AZ,1993.2,1993,2,NA,NA,4,NA,NA,NA,NA
AZ,1993.3,1993,3,NA,NA,4,NA,NA,NA,NA
AZ,1993.4,1993,4,NA,NA,4,NA,NA,NA,NA
AZ,1994.1,1994,1,NA,NA,4,NA,NA,NA,NA
AZ,1994.2,1994,2,NA,NA,4,NA,NA,NA,NA
AZ,1994.3,1994,3,NA,NA,4,NA,NA,NA,NA
AZ,1994.4,1994,4,NA,NA,4,NA,NA,NA,NA
AZ,1995.1,1995,1,NA,NA,4,NA,NA,NA,NA
AZ,1995.2,1995,2,NA,NA,4,NA,NA,NA,NA
AZ,1995.3,1995,3,NA,NA,4,NA,NA,NA,NA
AZ,1995.4,1995,4,NA,NA,4,NA,NA,NA,NA
AZ,1996.1,1996,1,NA,NA,4,NA,NA,NA,NA
AZ,1996.2,1996,2,NA,NA,4,NA,NA,NA,NA
AZ,1996.3,1996,3,NA,NA,4,NA,NA,NA,NA
AZ,1996.4,1996,4,NA,NA,4,NA,NA,NA,NA
AZ,1997.1,1997,1,NA,NA,4,NA,NA,NA,NA
AZ,1997.2,1997,2,NA,NA,4,NA,NA,NA,NA
AZ,1997.3,1997,3,NA,NA,4,NA,NA,NA,NA
AZ,1997.4,1997,4,NA,NA,4,NA,NA,NA,NA
AZ,1998.1,1998,1,NA,NA,4,NA,NA,NA,NA
AZ,1998.2,1998,2,NA,NA,4,NA,NA,NA,NA
AZ,1998.3,1998,3,NA,NA,4,NA,NA,NA,NA
AZ,1998.4,1998,4,NA,NA,4,NA,NA,NA,NA
AZ,1999.1,1999,1,NA,NA,4,NA,NA,NA,NA
AZ,1999.2,1999,2,NA,NA,4,NA,NA,NA,NA
AZ,1999.3,1999,3,NA,NA,4,NA,NA,NA,NA
AZ,1999.4,1999,4,NA,NA,4,NA,NA,NA,NA
AZ,2000.1,2000,1,NA,NA,4,NA,NA,NA,NA
AZ,2000.2,2000,2,NA,NA,4,NA,NA,NA,NA
AZ,2000.3,2000,3,NA,NA,4,NA,NA,NA,NA
AZ,2000.4,2000,4,NA,NA,4,NA,0.66,1.63,8
AZ,2001.1,2001,1,NA,NA,4,NA,0.66,1.63,8
AZ,2001.2,2001,2,NA,NA,4,NA,0.68,1.68,8
AZ,2001.3,2001,3,NA,NA,4,NA,0.66,1.68,8
AZ,2001.4,2001,4,NA,NA,4,NA,0.63,1.55,9
AZ,2002.1,2002,1,NA,NA,4,NA,0.68,1.55,9
AZ,2002.2,2002,2,NA,NA,4,NA,0.68,1.57,8
AZ,2002.3,2002,3,NA,NA,4,NA,0.66,1.57,8
AZ,2002.4,2002,4,NA,NA,4,NA,0.62,1.53,9
AZ,2003.1,2003,1,872873,1.444178048,20,13886,0.58,1.53,9
AZ,2003.2,2003,2,866674,1.414144472,22,13088,0.57,1.53,9
AZ,2003.3,2003,3,806387,1.30022745,23,12678,0.52,1.52,9
AZ,2003.4,2003,4,749730,1.198183462,23,11772,0.48,1.2,12
AZ,2004.1,2004,1,709623,1.115176414,21,11141,0.48,1.2,12
AZ,2004.2,2004,2,750254,1.151374457,24,10404,0.48,1.18,12
AZ,2004.3,2004,3,718782,1.075585564,25,10121,0.48,1.18,12
AZ,2004.4,2004,4,689163,1.011217162,25,9625,0.41,1.01,16
AZ,2005.1,2005,1,673228,0.965583345,24,9474,0.41,1.01,16
AZ,2005.2,2005,2,771388,1.062694217,26,10056,0.4,1,16
AZ,2005.3,2005,3,762841,1.034012547,27,9072,0.4,1,16
AZ,2005.4,2005,4,762809,1.010504439,27,8903,0.41,1.01,18
AZ,2006.1,2006,1,767317,0.964751949,26,8982,0.41,1.01,18
AZ,2006.2,2006,2,900621,1.108157524,26,9928,0.4,1,18
AZ,2006.3,2006,3,902971,1.062692072,26,10672,0.4,1,18
AZ,2006.4,2006,4,905040,1.035616114,27,10616,0.42,1.04,16
AZ,2007.1,2007,1,902424,1.048177155,24,10774,0.42,1.04,16
AZ,2007.2,2007,2,1013705,1.154370016,26,11841,0.43,1.07,16
AZ,2007.3,2007,3,1012100,1.129206142,27,12460,0.43,1.07,16
AZ,2007.4,2007,4,990481,1.102327756,25,12163,0.44,1.1,15
AZ,2008.1,2008,1,959675,1.06286052,23,12076,0.44,1.1,15
AZ,2008.2,2008,2,1033150,1.148483652,23,12334,0.45,1.12,14
AZ,2008.3,2008,3,964520,1.082165209,23,11928,0.45,1.12,14
AZ,2008.4,2008,4,866980,0.982631424,23,10804,0.4,0.98,14
AZ,2009.1,2009,1,715022,0.81965676,22,9362,0.4,0.98,14
AZ,2009.2,2009,2,599156,0.699264396,21,7540,0.4,1,14
AZ,2009.3,2009,3,372212,0.454394242,22,5495,0.4,1,14
AZ,2009.4,2009,4,168909,0.214365249,22,2947,0.08,0.18,20
AZ,2010.1,2010,1,10916,0.014200122,42,876,0.08,0.18,20
AZ,2010.2,2010,2,10909,0.014256481,50,366,0.08,0.18,20
AZ,2010.3,2010,3,10970,0.014370341,50,1,0.08,0.23,21
AZ,2010.4,2010,4,10974,0.014198091,46,0,N.A.,N.A.,N.A.
AZ,2011.1,2011,1,10980,0.01388906,40,0,N.A.,N.A.,N.A.
AZ,2011.2,2011,2,10966,0.013685717,47,0,N.A.,N.A.,N.A.
AZ,2011.3,2011,3,10944,0.013287316,47,0,N.A.,N.A.,N.A.
AZ,2011.4,2011,4,10942,0.013107151,47,0,N.A.,N.A.,N.A.
AZ,2012.1,2012,1,10943,0.012870909,40,0,N.A.,N.A.,N.A.
AZ,2012.2,2012,2,10939,0.012913711,48,0,N.A.,N.A.,N.A.
AZ,2012.3,2012,3,6662,0.007673956,52,0,N.A.,N.A.,N.A.
AZ,2012.4,2012,4,6655,0.007507784,51,0,N.A.,N.A.,N.A.
AZ,2013.1,2013,1,6612,0.007575943,49,0,N.A.,N.A.,N.A.
AZ,2013.2,2013,2,6353,0.007128052,49,0,N.A.,N.A.,N.A.
AZ,2013.3,2013,3,61270,0.067830534,46,21,N.A.,N.A.,N.A.
AZ,2013.4,2013,4,25745,0.028318204,45,312,N.A.,N.A.,N.A.
AZ,2014.1,2014,1,5103,0.005536588,46,128,N.A.,N.A.,N.A.
AZ,2014.2,2014,2,2283,0.002480672,50,68,N.A.,N.A.,N.A.
AZ,2014.3,2014,3,2217,0.0023623,50,11,N.A.,N.A.,N.A.
AZ,2014.4,2014,4,2208,0.002326521,50,0,N.A.,N.A.,N.A.
AZ,2015.1,2015,1,2208,0.002321131,50,0,N.A.,N.A.,N.A.
AZ,2015.2,2015,2,124858,0.128943756,49,561,N.A.,N.A.,N.A.
AZ,2015.3,2015,3,113531,0.116252381,49,732,N.A.,N.A.,N.A.
AZ,2015.4,2015,4,102435,0.103762003,49,641,0.04,0.11,40
AZ,2016.1,2016,1,102996,0.102885672,47,621,0.04,0.11,40
AZ,2016.2,2016,2,322017,0.312691045,46,1442,0.04,0.11,42
AZ,2016.3,2016,3,325029,0.31637467,47,1881,0.04,0.11,42
AZ,2016.4,2016,4,321477,0.31005811,48,1841,0.13,0.33,38
AZ,2017.1,2017,1,330178,0.305186901,44,1855,0.13,0.33,38
AZ,2017.2,2017,2,567202,0.529489725,47,2791,0.13,0.33,39
AZ,2017.3,2017,3,572551,0.519077113,47,3256,0.13,0.33,39
AZ,2017.4,2017,4,574040,0.508940625,45,3233,0.21,0.54,39
AZ,2018.1,2018,1,594739.6942,0.536000685,43,3297.75818,0.21,0.54,39
CA,1971.1,1971,1,NA,NA,5,NA,NA,NA,NA
CA,1971.2,1971,2,NA,NA,5,NA,NA,NA,NA
CA,1971.3,1971,3,NA,NA,5,NA,NA,NA,NA
CA,1971.4,1971,4,NA,NA,5,NA,NA,NA,NA
CA,1972.1,1972,1,NA,NA,5,NA,NA,NA,NA
CA,1972.2,1972,2,NA,NA,5,NA,NA,NA,NA
CA,1972.3,1972,3,NA,NA,5,NA,NA,NA,NA
CA,1972.4,1972,4,NA,NA,5,NA,NA,NA,NA
CA,1973.1,1973,1,NA,NA,5,NA,NA,NA,NA
CA,1973.2,1973,2,NA,NA,5,NA,NA,NA,NA
CA,1973.3,1973,3,NA,NA,5,NA,NA,NA,NA
CA,1973.4,1973,4,NA,NA,5,NA,NA,NA,NA
CA,1974.1,1974,1,NA,NA,5,NA,NA,NA,NA
CA,1974.2,1974,2,NA,NA,5,NA,NA,NA,NA
CA,1974.3,1974,3,NA,NA,5,NA,NA,NA,NA
CA,1974.4,1974,4,NA,NA,5,NA,NA,NA,NA
CA,1975.1,1975,1,NA,NA,5,NA,NA,NA,NA
CA,1975.2,1975,2,NA,NA,5,NA,NA,NA,NA
CA,1975.3,1975,3,NA,NA,5,NA,NA,NA,NA
CA,1975.4,1975,4,NA,NA,5,NA,NA,NA,NA
CA,1976.1,1976,1,NA,NA,5,NA,NA,NA,NA
CA,1976.2,1976,2,NA,NA,5,NA,NA,NA,NA
CA,1976.3,1976,3,NA,NA,5,NA,NA,NA,NA
CA,1976.4,1976,4,NA,NA,5,NA,NA,NA,NA
CA,1977.1,1977,1,NA,NA,5,NA,NA,NA,NA
CA,1977.2,1977,2,NA,NA,5,NA,NA,NA,NA
CA,1977.3,1977,3,NA,NA,5,NA,NA,NA,NA
CA,1977.4,1977,4,NA,NA,5,NA,NA,NA,NA
CA,1978.1,1978,1,NA,NA,5,NA,NA,NA,NA
CA,1978.2,1978,2,NA,NA,5,NA,NA,NA,NA
CA,1978.3,1978,3,NA,NA,5,NA,NA,NA,NA
CA,1978.4,1978,4,NA,NA,5,NA,NA,NA,NA
CA,1979.1,1979,1,NA,NA,5,NA,NA,NA,NA
CA,1979.2,1979,2,NA,NA,5,NA,NA,NA,NA
CA,1979.3,1979,3,NA,NA,5,NA,NA,NA,NA
CA,1979.4,1979,4,NA,NA,5,NA,NA,NA,NA
CA,1980.1,1980,1,NA,NA,5,NA,NA,NA,NA
CA,1980.2,1980,2,NA,NA,5,NA,NA,NA,NA
CA,1980.3,1980,3,NA,NA,5,NA,NA,NA,NA
CA,1980.4,1980,4,NA,NA,5,NA,NA,NA,NA
CA,1981.1,1981,1,NA,NA,5,NA,NA,NA,NA
CA,1981.2,1981,2,NA,NA,5,NA,NA,NA,NA
CA,1981.3,1981,3,NA,NA,5,NA,NA,NA,NA
CA,1981.4,1981,4,NA,NA,5,NA,NA,NA,NA
CA,1982.1,1982,1,NA,NA,5,NA,NA,NA,NA
