st,CYQ,year,quarter,State_Revenue,Rate_On_Total_Wages,Rate_On_Total_Wages_Rank,Rate_On_Taxable_Wages,Rate_On_Taxable_Wages_Rank,TWB
MS,1990.3,1990,3,69144.95387,0.545979158,39,1.24742392,45,7000
MS,1990.4,1990,4,69081.91878,0.538664995,40,1.237267693,45,7000
MS,1991.1,1991,1,69242.61184,0.529544359,40,1.229870687,45,7000
MS,1991.2,1991,2,63311.6379,0.520226865,40,1.227719147,45,7000
MS,1991.3,1991,3,59326.60135,0.465907594,45,1.095995788,46,7000
MS,1991.4,1991,4,57186.62086,0.430435199,45,1.022447616,47,7000
MS,1992.1,1992,1,55612.43402,0.409540853,45,0.982572264,48,7000
MS,1992.2,1992,2,83257.62215,0.3906098,47,0.950407223,49,7000
MS,1992.3,1992,3,94264.0099,0.573710513,38,1.382252439,37,7000
MS,1992.4,1992,4,100567.1248,0.659194354,33,1.607619089,32,7000
MS,1993.1,1993,1,105933.7793,0.694236637,33,1.72210897,31,7000
MS,1993.2,1993,2,117523.2787,0.713449572,31,1.808429077,31,7000
MS,1993.3,1993,3,127466.5009,0.813824504,25,2.046522515,26,7000
MS,1993.4,1993,4,133117.4909,0.856039739,24,2.159823015,24,7000
MS,1994.1,1994,1,137883.6068,0.874839084,24,2.222112419,22,7000
MS,1994.2,1994,2,142535.5745,0.887259713,24,2.269943841,21,7000
MS,1994.3,1994,3,143396.3332,0.894331166,27,2.236731347,21,7000
MS,1994.4,1994,4,144993.4923,0.88086465,27,2.219723733,21,7000
MS,1995.1,1995,1,144514.6507,0.866824895,27,2.212112795,19,7000
MS,1995.2,1995,2,145084.9934,0.851841869,28,2.199007091,19,7000
MS,1995.3,1995,3,142389.7251,0.835656803,30,2.125838495,20,7000
MS,1995.4,1995,4,139044.3131,0.808815266,29,2.091485479,21,7000
MS,1996.1,1996,1,137590.217,0.787811389,29,2.070142389,22,7000
MS,1996.2,1996,2,114769.728,0.771150754,29,2.054853343,22,7000
MS,1996.3,1996,3,103647.9434,0.625584816,35,1.664628881,30,7000
MS,1996.4,1996,4,98275.46475,0.552642058,36,1.487867015,35,7000
MS,1997.1,1997,1,93860.60595,0.513606249,39,1.394250152,37,7000
MS,1997.2,1997,2,90250.67074,0.483348518,41,1.323378072,39,7000
MS,1997.3,1997,3,88687.6764,0.461847149,42,1.255324807,40,7000
MS,1997.4,1997,4,87418.89113,0.44962237,42,1.231591538,40,7000
MS,1998.1,1998,1,87129.62133,0.438995973,42,1.217505774,40,7000
MS,1998.2,1998,2,99499.81472,0.428693178,41,1.208571469,40,7000
MS,1998.3,1998,3,104270.512,0.48614452,37,1.35383574,35,7000
MS,1998.4,1998,4,106988.2464,0.49982594,36,1.406831165,32,7000
MS,1999.1,1999,1,109025.448,0.502054891,34,1.432028158,30,7000
MS,1999.2,1999,2,119920.5341,0.501532237,33,1.451751388,30,7000
MS,1999.3,1999,3,124661.5565,0.54883176,29,1.579685938,24,7000
MS,1999.4,1999,4,126685.1799,0.562703773,29,1.629041722,24,7000
MS,2000.1,2000,1,128352.0117,0.566413797,28,1.657131874,23,7000
MS,2000.2,2000,2,125624.3231,0.567378268,28,1.676793476,23,7000
MS,2000.3,2000,3,121053.2122,0.544507543,29,1.595429323,24,7000
MS,2000.4,2000,4,119061.1954,0.521439142,29,1.564777549,24,7000
MS,2001.1,2001,1,116908.1268,0.5098964,28,1.548771113,24,7000
MS,2001.2,2001,2,107147.1505,0.503476806,28,1.53713068,24,7000
MS,2001.3,2001,3,102884.5234,0.460344676,31,1.413710296,27,7000
MS,2001.4,2001,4,99959.0136,0.440718388,31,1.367346038,28,7000
MS,2002.1,2002,1,98533.80459,0.428531792,32,1.340197644,29,7000
MS,2002.2,2002,2,108990.317,0.420238881,32,1.323173857,29,7000
MS,2002.3,2002,3,112493.5519,0.464496241,30,1.472402231,27,7000
MS,2002.4,2002,4,115308.8642,0.477276544,28,1.528728534,26,7000
MS,2003.1,2003,1,116658.6921,0.484842364,27,1.560149172,26,7000
MS,2003.2,2003,2,122093.2063,0.487778221,28,1.581240991,26,7000
MS,2003.3,2003,3,122733.8299,0.508874819,31,1.65633065,28,7000
MS,2003.4,2003,4,122561.5654,0.509423404,32,1.674332179,27,7000
MS,2004.1,2004,1,123045.6705,0.507461956,32,1.681343121,28,7000
MS,2004.2,2004,2,146462.6263,0.506950539,33,1.689283773,30,7000
MS,2004.3,2004,3,154387.5922,0.604816118,31,2.016135947,26,7000
MS,2004.4,2004,4,159519.8203,0.635494241,29,2.129685129,24,7000
MS,2005.1,2005,1,165520.6212,0.650099673,29,2.196536098,25,7000
MS,2005.2,2005,2,147384.3531,0.658641739,28,2.254072399,24,7000
MS,2005.3,2005,3,140092.1051,0.577328992,40,1.967695029,34,7000
MS,2005.4,2005,4,134578.7131,0.542450726,43,1.865495358,37,7000
MS,2006.1,2006,1,130666.1255,0.519965232,43,1.810368103,38,7000
MS,2006.2,2006,2,132361.9851,0.508559005,43,1.770839575,38,7000
MS,2006.3,2006,3,136665.6794,0.5047113,42,1.750584831,37,7000
MS,2006.4,2006,4,140277.4228,0.495784638,41,1.751421092,36,7000
MS,2007.1,2007,1,140231.1292,0.49332058,42,1.745177033,36,7000
MS,2007.2,2007,2,125177.1836,0.480966667,42,1.727950958,36,7000
MS,2007.3,2007,3,116164.4495,0.420492848,42,1.503381927,39,7000
MS,2007.4,2007,4,110907.8969,0.39499975,43,1.431613247,42,7000
MS,2008.1,2008,1,109256.871,0.376769825,44,1.387735875,43,7000
MS,2008.2,2008,2,107322.1783,0.363928577,45,1.358502597,43,7000
MS,2008.3,2008,3,105600.2345,0.353372357,44,1.317721278,42,7000
MS,2008.4,2008,4,105576.8036,0.348693119,43,1.315295856,42,7000
MS,2009.1,2009,1,107756.0128,0.34339729,42,1.311163361,40,7000
MS,2009.2,2009,2,103852.4518,0.337263394,41,1.303959814,40,7000
MS,2009.3,2009,3,102072.7392,0.322339492,43,1.271826775,41,7000
MS,2009.4,2009,4,97986.68889,0.318653028,44,1.260875227,41,7000
MS,2010.1,2010,1,94470.9452,0.316731863,44,1.255965303,42,7000
MS,2010.2,2010,2,107815.3991,0.313646533,44,1.249274744,43,7000
MS,2010.3,2010,3,116797.7436,0.370998166,46,1.498809945,45,7000
MS,2010.4,2010,4,129024.0813,0.39384842,46,1.569414816,46,7000
MS,2011.1,2011,1,135617.3174,0.406090708,47,1.615793533,45,14000
MS,2011.2,2011,2,194595.3574,0.415641732,47,1.650096879,45,14000
MS,2011.3,2011,3,244436.7795,0.595884666,46,2.017166225,43,14000
MS,2011.4,2011,4,266446.7628,0.75965198,39,2.12488096,43,14000
MS,2012.1,2012,1,268901.8377,0.835746286,36,2.147691807,44,14000
MS,2012.2,2012,2,280215.234,0.890560012,31,2.165438589,44,14000
MS,2012.3,2012,3,279221.164,0.930539376,28,2.217387571,44,14000
MS,2012.4,2012,4,278490.8984,0.931614162,28,2.247368848,44,14000
MS,2013.1,2013,1,291004.019,0.938310273,28,2.270729203,44,14000
MS,2013.2,2013,2,254057.6351,0.93900228,28,2.28984668,45,14000
MS,2013.3,2013,3,237307.5534,0.784248347,36,1.908755677,45,14000
MS,2013.4,2013,4,229188.0026,0.702615198,39,1.715895754,48,14000
MS,2014.1,2014,1,223694.1635,0.659667075,40,1.622344588,49,14000
MS,2014.2,2014,2,204270.5383,0.628776454,43,1.554315167,50,14000
MS,2014.3,2014,3,192007.4102,0.560076723,44,1.378776083,51,14000
MS,2014.4,2014,4,185748.2495,0.518562624,46,1.285997951,51,14000
MS,2015.1,2015,1,180825.1882,0.498027907,46,1.238575007,51,14000
MS,2015.2,2015,2,170146.9752,0.481807733,46,1.202438071,51,14000
MS,2015.3,2015,3,164273.9892,0.454312456,45,1.134741847,50,14000
MS,2015.4,2015,4,160860.772,0.443221382,45,1.103666281,49,14000
MS,2016.1,2016,1,158436.7206,0.43305311,45,1.082070993,49,14000
MS,2016.2,2016,2,148511.2995,0.423435088,44,1.065929327,48,14000
MS,2016.3,2016,3,141867.7422,0.371738636,45,0.9309359,50,14000
MS,2016.4,2016,4,138159.2334,0.336974007,47,0.848061479,51,14000
MS,2017.1,2017,1,134048.9412,0.315177102,48,0.801537738,51,14000
MS,2017.2,2017,2,125802.7234,0.300867331,48,0.76518964,51,14000
MS,2017.3,2017,3,119890.527,0.277555171,49,0.69992499,52,14000
MS,2017.4,2017,4,116262.0644,0.262839546,49,0.669444179,52,14000
MS,2018.1,2018,1,114426.3239,0.255387553,49,0.652188052,52,14000
MT,1971.1,1971,1,NA,NA,27,NA,27,NA
MT,1971.2,1971,2,NA,NA,27,NA,27,NA
MT,1971.3,1971,3,NA,NA,27,NA,27,NA
MT,1971.4,1971,4,NA,NA,27,NA,27,NA
MT,1972.1,1972,1,NA,NA,27,NA,27,NA
MT,1972.2,1972,2,NA,NA,27,NA,27,NA
MT,1972.3,1972,3,NA,NA,27,NA,27,NA
MT,1972.4,1972,4,NA,NA,27,NA,27,NA
MT,1973.1,1973,1,NA,NA,27,NA,27,NA
MT,1973.2,1973,2,NA,NA,27,NA,27,NA
MT,1973.3,1973,3,NA,NA,27,NA,27,NA
MT,1973.4,1973,4,NA,NA,27,NA,27,NA
MT,1974.1,1974,1,NA,NA,27,NA,27,NA
MT,1974.2,1974,2,NA,NA,27,NA,27,NA
MT,1974.3,1974,3,NA,1.317002889,30,1.45923021,32,NA
MT,1974.4,1974,4,NA,1.126126618,32,1.498159135,31,NA
MT,1975.1,1975,1,NA,0.9676421,30,1.532883103,31,NA
MT,1975.2,1975,2,NA,0.833760351,29,1.56341996,31,NA
MT,1975.3,1975,3,NA,0.830171314,29,1.535419976,29,NA
MT,1975.4,1975,4,NA,0.896203296,22,1.633006097,27,NA
MT,1976.1,1976,1,NA,0.936866883,23,1.724544283,26,NA
MT,1976.2,1976,2,NA,0.965749489,22,1.772889147,26,NA
MT,1976.3,1976,3,NA,1.157961117,18,2.075928947,26,NA
MT,1976.4,1976,4,NA,1.204101164,17,2.190853192,26,NA
MT,1977.1,1977,1,NA,1.218071601,17,2.261219298,27,4800
MT,1977.2,1977,2,NA,1.220975864,19,2.313190959,25,4800
MT,1977.3,1977,3,NA,1.443196122,15,2.68614341,21,4800
MT,1977.4,1977,4,NA,1.52007486,14,2.894425941,18,4800
MT,1978.1,1978,1,NA,1.543399765,15,3.017380376,15,6000
MT,1978.2,1978,2,NA,1.542347139,15,3.100354838,14,6000
MT,1978.3,1978,3,NA,1.598595122,15,3.099585843,18,6000
MT,1978.4,1978,4,NA,1.666110733,15,3.100444578,18,6000
MT,1979.1,1979,1,5463.31355,1.688700872,15,3.100244904,17,7400
MT,1979.2,1979,2,20134.69755,1.684482155,13,3.100335486,17,7400
MT,1979.3,1979,3,31908.29024,1.675676992,15,3.042937515,18,7400
MT,1979.4,1979,4,41549.9558,1.731420069,13,3.036033353,17,7400
MT,1980.1,1980,1,43907.76952,1.717802508,13,2.879537049,21,7600
MT,1980.2,1980,2,45023.15102,1.668315902,13,2.709238639,24,7600
MT,1980.3,1980,3,45318.89318,1.636508638,14,2.535546017,24,7600
MT,1980.4,1980,4,44544.72743,1.535860581,14,2.348113735,26,7600
MT,1981.1,1981,1,44277.37584,1.484783003,14,2.32255972,26,7800
MT,1981.2,1981,2,46198.85924,1.457493528,13,2.305056757,26,7800
MT,1981.3,1981,3,47622.06604,1.481363404,13,2.321401108,27,7800
MT,1981.4,1981,4,48361.32277,1.485148917,14,2.331278489,26,7800
MT,1982.1,1982,1,48322.54966,1.472911649,12,2.322633631,27,8000
MT,1982.2,1982,2,47573.31664,1.446815173,12,2.309400907,27,8000
MT,1982.3,1982,3,46921.8774,1.408228247,15,2.246497456,28,8000
MT,1982.4,1982,4,45905.31959,1.370981548,16,2.200627959,32,8000
MT,1983.1,1983,1,44871.22194,1.332224123,18,2.143963901,32,8000
MT,1983.2,1983,2,47912.66501,1.291954037,19,2.088512464,34,8000
MT,1983.3,1983,3,49139.52244,1.358649789,20,2.183058618,36,8000
MT,1983.4,1983,4,50586.11692,1.381711811,23,2.222033424,36,8000
MT,1984.1,1984,1,51720.50585,1.403578483,23,2.262510746,36,8400
MT,1984.2,1984,2,52012.78986,1.418925809,23,2.288459534,37,8400
MT,1984.3,1984,3,52037.56849,1.409906857,28,2.260191906,40,8400
MT,1984.4,1984,4,51954.24874,1.394020955,29,2.237419105,42,8400
MT,1985.1,1985,1,51805.51201,1.381755699,30,2.219080678,43,8600
MT,1985.2,1985,2,53082.66308,1.367898397,29,2.20078513,43,8600
MT,1985.3,1985,3,61182.5805,1.399009594,27,2.224350073,42,8600
MT,1985.4,1985,4,66438.92577,1.510892878,24,2.287687625,41,8600
MT,1986.1,1986,1,70834.12028,1.595470966,20,2.32380109,40,12200
MT,1986.2,1986,2,70404.66653,1.648465348,18,2.332252501,40,12200
MT,1986.3,1986,3,66601.95164,1.643204399,16,2.326606951,36,12200
MT,1986.4,1986,4,64414.31935,1.640242778,16,2.309812061,33,12200
MT,1987.1,1987,1,61804.85099,1.645024768,15,2.310976179,32,12400
MT,1987.2,1987,2,57737.02282,1.641096392,15,2.299761005,31,12400
MT,1987.3,1987,3,54475.25055,1.527680803,15,2.148026359,31,12400
MT,1987.4,1987,4,52216.00351,1.443564415,16,2.02877408,33,12400
MT,1988.1,1988,1,51020.33037,1.38023476,17,1.942491621,35,12600
MT,1988.2,1988,2,50279.18957,1.331643906,18,1.885530327,36,12600
MT,1988.3,1988,3,49617.33619,1.298839748,17,1.836579254,35,12600
MT,1988.4,1988,4,49559.22507,1.2611586,19,1.781686641,35,12600
MT,1989.1,1989,1,49399.0755,1.245797763,19,1.76818224,35,12800
MT,1989.2,1989,2,47603.91105,1.215498811,18,1.751471408,35,12800
MT,1989.3,1989,3,45971.62826,1.154364218,19,1.652223593,36,12800
MT,1989.4,1989,4,44840.61864,1.097647191,18,1.577944437,37,12800
MT,1990.1,1990,1,44137.43942,1.056961155,18,1.525824596,37,13200
MT,1990.2,1990,2,43395.1302,1.029508255,17,1.486930404,39,13200
MT,1990.3,1990,3,43086.73155,0.994894187,16,1.432292764,40,13200
MT,1990.4,1990,4,42583.1793,0.965959481,16,1.385208323,40,13200
MT,1991.1,1991,1,42076.95133,0.941782431,15,1.351966186,42,13400
MT,1991.2,1991,2,38913.63432,0.915809845,15,1.323211,42,13400
MT,1991.3,1991,3,36462.55396,0.841140696,22,1.209713583,43,13400
MT,1991.4,1991,4,35777.68347,0.78292997,26,1.12628283,43,13400
MT,1992.1,1992,1,35588.05455,0.746286882,26,1.07642731,44,14000
MT,1992.2,1992,2,38601.56144,0.716241899,26,1.04047356,43,14000
MT,1992.3,1992,3,41227.38665,0.762778954,26,1.098259207,45,14000
MT,1992.4,1992,4,42286.63248,0.798480322,25,1.145446368,44,14000
MT,1993.1,1993,1,42788.04181,0.81180235,24,1.166172712,44,14500
MT,1993.2,1993,2,44720.2848,0.814489979,21,1.182789188,44,14500
MT,1993.3,1993,3,47300.31183,0.842564092,23,1.218010406,45,14500
MT,1993.4,1993,4,49630.48501,0.875406941,23,1.261615684,46,14500
MT,1994.1,1994,1,51223.45002,0.904763739,22,1.301736389,45,15100
MT,1994.2,1994,2,52482.84336,0.919201572,22,1.327379505,45,15100
MT,1994.3,1994,3,53128.04203,0.929770795,22,1.336728399,45,15100
MT,1994.4,1994,4,54145.80556,0.933197129,22,1.335304541,44,15100
MT,1995.1,1995,1,54657.85385,0.938544361,22,1.34674095,43,15500
MT,1995.2,1995,2,55810.91652,0.945803847,22,1.361512135,43,15500
MT,1995.3,1995,3,57022.28658,0.958330267,20,1.373282849,42,15500
MT,1995.4,1995,4,57679.78074,0.964931575,18,1.389298223,42,15500
MT,1996.1,1996,1,58708.26108,0.960788014,17,1.38751342,40,15800
MT,1996.2,1996,2,58387.82529,0.954522269,17,1.389436515,40,15800
MT,1996.3,1996,3,57000.62844,0.922357299,19,1.339183389,39,15800
MT,1996.4,1996,4,55457.30777,0.902751745,20,1.31036314,40,15800
MT,1997.1,1997,1,54946.53946,0.884564715,20,1.285945379,41,16000
MT,1997.2,1997,2,54766.53215,0.870074803,20,1.268538611,41,16000
MT,1997.3,1997,3,55557.57114,0.873200794,20,1.271964432,39,16000
MT,1997.4,1997,4,57131.76982,0.872892665,18,1.271254572,39,16000
MT,1998.1,1998,1,57405.17598,0.871485034,17,1.275557398,39,16500
MT,1998.2,1998,2,58427.17025,0.861815339,17,1.277639656,39,16500
MT,1998.3,1998,3,59156.8129,0.870058558,17,1.285368914,37,16500
MT,1998.4,1998,4,59397.13906,0.86974999,15,1.295060659,36,16500
MT,1999.1,1999,1,59847.04544,0.867072936,14,1.294343652,36,17100
MT,1999.2,1999,2,60365.80132,0.859803794,14,1.292246001,37,17100
MT,1999.3,1999,3,62127.62957,0.864126159,11,1.29632583,35,17100
MT,1999.4,1999,4,62569.70374,0.875172275,11,1.302282866,34,17100
MT,2000.1,2000,1,62683.28886,0.874982572,11,1.304668812,34,17700
MT,2000.2,2000,2,61165.0445,0.870761199,11,1.303922749,34,17700
MT,2000.3,2000,3,58417.81472,0.824537367,13,1.225993659,35,17700
MT,2000.4,2000,4,56664.32077,0.775316608,14,1.152583224,38,17700
MT,2001.1,2001,1,54871.86813,0.735721514,15,1.097487525,39,18200
MT,2001.2,2001,2,58008.71785,0.703672517,17,1.050724788,42,18200
MT,2001.3,2001,3,58895.67548,0.705326134,15,1.048038018,41,18200
MT,2001.4,2001,4,59672.12533,0.706618463,15,1.059538083,40,18200
MT,2002.1,2002,1,60279.84082,0.709445977,15,1.07193349,41,18900
MT,2002.2,2002,2,60786.97509,0.711520277,14,1.089289786,40,18900
MT,2002.3,2002,3,61129.58368,0.729331675,14,1.112199038,41,18900
MT,2002.4,2002,4,63422.93946,0.742397125,13,1.119338574,40,18900
MT,2003.1,2003,1,65079.19084,0.749025821,14,1.125423193,39,19700
MT,2003.2,2003,2,64660.61494,0.738183675,14,1.10951244,40,19700
MT,2003.3,2003,3,66067.1945,0.740644374,17,1.107637224,42,19700
MT,2003.4,2003,4,65305.44109,0.746564573,18,1.113310822,43,19700
MT,2004.1,2004,1,65472.03883,0.748205447,18,1.113632122,43,20300
MT,2004.2,2004,2,68500.4332,0.737853267,19,1.099653674,43,20300
MT,2004.3,2004,3,71386.33237,0.761946474,23,1.132053741,47,20300
MT,2004.4,2004,4,74286.28395,0.785413375,21,1.167176942,47,20300
MT,2005.1,2005,1,75827.43753,0.794571619,22,1.186217487,47,21000
MT,2005.2,2005,2,75466.52735,0.814387733,21,1.231222035,46,21000
MT,2005.3,2005,3,75337.63378,0.800766675,24,1.206909041,48,21000
MT,2005.4,2005,4,76236.07484,0.783606907,25,1.181641533,50,21000
MT,2006.1,2006,1,76144.37405,0.770108867,26,1.16632033,50,21600
MT,2006.2,2006,2,79041.36831,0.756346057,27,1.156073755,50,21600
MT,2006.3,2006,3,81148.889,0.764711008,24,1.158226113,50,21600
MT,2006.4,2006,4,81688.97595,0.76914095,22,1.166999871,50,21600
MT,2007.1,2007,1,82902.64039,0.767359843,22,1.171730668,50,22700
MT,2007.2,2007,2,85585.18846,0.759458377,22,1.174263064,50,22700
MT,2007.3,2007,3,88046.6815,0.771153173,20,1.183933064,48,22700
MT,2007.4,2007,4,89795.7839,0.778712887,19,1.19255512,48,22700
MT,2008.1,2008,1,90847.64506,0.780248556,19,1.197499355,46,23800
MT,2008.2,2008,2,87110.61863,0.776279116,15,1.200378376,45,23800
MT,2008.3,2008,3,82866.26064,0.72917792,18,1.12222302,45,23800
MT,2008.4,2008,4,80031.15692,0.688690748,21,1.057526597,45,23800
MT,2009.1,2009,1,77461.26403,0.659191889,23,1.012271388,45,25100
MT,2009.2,2009,2,75935.96157,0.636993156,23,0.976455035,45,25100
MT,2009.3,2009,3,75463.63383,0.631983029,25,0.969424441,47,25100
MT,2009.4,2009,4,74906.77125,0.629100652,26,0.960673736,48,25100
MT,2010.1,2010,1,74972.31732,0.624117198,26,0.943422845,48,26000
MT,2010.2,2010,2,89583.19782,0.621480013,26,0.930314976,49,26000
MT,2010.3,2010,3,102766.1132,0.755344492,22,1.135615309,50,26000
MT,2010.4,2010,4,114151.298,0.871322443,18,1.304287385,47,26000
MT,2011.1,2011,1,122467.8649,0.969356145,17,1.447668646,47,26300
MT,2011.2,2011,2,134643.1765,1.031634078,15,1.541073333,47,26300
MT,2011.3,2011,3,142802.3044,1.10999979,16,1.655996527,47,26300
MT,2011.4,2011,4,150794.1853,1.171893132,16,1.754411666,47,26300
MT,2012.1,2012,1,155389.001,1.219019379,14,1.83866103,47,27000
MT,2012.2,2012,2,157865.5078,1.248748236,13,1.895194415,47,27000
MT,2012.3,2012,3,160769.3843,1.256650675,14,1.903804795,47,27000
MT,2012.4,2012,4,160424.6524,1.261579008,14,1.913793974,47,27000
MT,2013.1,2013,1,161792.6172,1.255037508,15,1.912865916,46,27900
MT,2013.2,2013,2,160272.6722,1.246790638,15,1.916653053,46,27900
MT,2013.3,2013,3,159806.3144,1.228328096,15,1.870203738,46,27900
MT,2013.4,2013,4,159728.1868,1.210771047,14,1.840319914,44,27900
MT,2014.1,2014,1,159104.303,1.196781213,13,1.815967737,46,29000
MT,2014.2,2014,2,157078.6207,1.186162021,14,1.798037028,46,29000
MT,2014.3,2014,3,154578.6666,1.189954661,11,1.798887234,43,29000
MT,2014.4,2014,4,153459.167,1.190076446,11,1.797571456,41,29000
MT,2015.1,2015,1,153670.5935,1.191691003,10,1.802507513,40,29500
MT,2015.2,2015,2,146322.9607,1.187970535,8,1.802201954,39,29500
MT,2015.3,2015,3,140923.9284,1.124496956,10,1.697862661,39,29500
MT,2015.4,2015,4,134270.6776,1.072158244,10,1.615056904,40,29500
MT,2016.1,2016,1,128423.9174,1.014943283,10,1.530995148,41,30500
MT,2016.2,2016,2,115126.8208,0.969172964,12,1.476605308,40,30500
MT,2016.3,2016,3,105404.2393,0.880997715,14,1.335870583,43,30500
MT,2016.4,2016,4,99497.81717,0.809687775,18,1.221311654,45,30500
MT,2017.1,2017,1,94431.89898,0.759654797,21,1.144500747,46,31400
MT,2017.2,2017,2,97072.40644,0.727037966,22,1.091556877,47,31400
MT,2017.3,2017,3,98316.04557,0.733409789,18,1.095252312,46,31400
MT,2017.4,2017,4,99249.50367,0.739497347,16,1.104611352,46,31400
MT,2018.1,2018,1,101300.5515,0.745514499,16,1.113962949,46,31400
NC,1971.1,1971,1,NA,NA,28,NA,28,NA
NC,1971.2,1971,2,NA,NA,28,NA,28,NA
NC,1971.3,1971,3,NA,NA,28,NA,28,NA
NC,1971.4,1971,4,NA,NA,28,NA,28,NA
NC,1972.1,1972,1,NA,NA,28,NA,28,NA
NC,1972.2,1972,2,NA,NA,28,NA,28,NA
NC,1972.3,1972,3,NA,NA,28,NA,28,NA
NC,1972.4,1972,4,NA,NA,28,NA,28,NA
NC,1973.1,1973,1,NA,NA,28,NA,28,NA
NC,1973.2,1973,2,NA,NA,28,NA,28,NA
NC,1973.3,1973,3,NA,NA,28,NA,28,NA
NC,1973.4,1973,4,NA,NA,28,NA,28,NA
NC,1974.1,1974,1,NA,NA,28,NA,28,NA
NC,1974.2,1974,2,NA,NA,28,NA,28,NA
NC,1974.3,1974,3,NA,0.926632941,41,1.025657408,41,NA
NC,1974.4,1974,4,NA,0.829598925,40,1.058752516,42,NA
NC,1975.1,1975,1,NA,0.713900221,38,1.100459555,40,NA
NC,1975.2,1975,2,NA,0.615808396,36,1.136166807,41,NA
NC,1975.3,1975,3,NA,0.609830485,37,1.131203573,41,NA
NC,1975.4,1975,4,NA,0.592320331,35,1.121505806,41,NA
NC,1976.1,1976,1,NA,0.584664922,35,1.120658281,42,NA
NC,1976.2,1976,2,NA,0.572280944,35,1.124925143,41,NA
NC,1976.3,1976,3,NA,0.634398708,46,1.228096014,47,NA
NC,1976.4,1976,4,NA,0.667628198,49,1.307425874,49,NA
NC,1977.1,1977,1,NA,0.669918813,50,1.348956097,49,4200
NC,1977.2,1977,2,NA,0.665183779,49,1.367863419,49,4200
NC,1977.3,1977,3,NA,0.806669064,48,1.629634799,48,4200
NC,1977.4,1977,4,NA,0.899211161,47,1.816115149,47,4200
NC,1978.1,1978,1,NA,0.931580263,47,1.910001787,45,6000
NC,1978.2,1978,2,NA,0.946468393,44,1.966159217,43,6000
NC,1978.3,1978,3,NA,1.008839218,42,2.031238152,41,6000
NC,1978.4,1978,4,NA,1.101012829,40,2.062232389,41,6000
NC,1979.1,1979,1,33168.2579,1.182785005,36,2.085274827,39,6000
NC,1979.2,1979,2,122193.5297,1.21336714,33,2.106845159,38,6000
NC,1979.3,1979,3,193503.5696,1.239915248,34,2.102834157,38,6000
NC,1979.4,1979,4,239094.712,1.227708984,30,2.111201791,37,6000
NC,1980.1,1980,1,236476.9104,1.181920405,30,2.10873627,36,6000
NC,1980.2,1980,2,234922.9607,1.143033117,33,2.107717077,35,6000
NC,1980.3,1980,3,228173.8801,1.108599664,35,2.017321193,35,6000
NC,1980.4,1980,4,223017.0153,1.048899421,35,1.947523822,35,6000
NC,1981.1,1981,1,218956.1221,0.993136055,36,1.906049247,36,6000
NC,1981.2,1981,2,212611.847,0.947227587,35,1.878672947,36,6000
NC,1981.3,1981,3,206717.0928,0.899008256,38,1.770438978,37,6000
NC,1981.4,1981,4,206179.7154,0.850591058,39,1.70472276,38,6000
NC,1982.1,1982,1,203877.3668,0.812697456,39,1.673016805,41,6000
NC,1982.2,1982,2,206570.4045,0.780946755,40,1.648818113,42,6000
NC,1982.3,1982,3,204171.9572,0.780048396,41,1.654680496,44,6000
NC,1982.4,1982,4,206606.0254,0.765970265,43,1.661703007,43,6000
NC,1983.1,1983,1,204487.1509,0.751633968,43,1.665436889,43,7000
NC,1983.2,1983,2,215763.1893,0.740205164,43,1.665778758,43,7000
NC,1983.3,1983,3,228674.7844,0.770201464,44,1.692973,42,7000
NC,1983.4,1983,4,242762.3395,0.80514759,44,1.713028747,43,7000
NC,1984.1,1984,1,253085.3084,0.824026464,44,1.730540026,45,8200
NC,1984.2,1984,2,327771.2989,0.831338187,44,1.744168476,45,8200
NC,1984.3,1984,3,385010.689,1.040625864,42,2.101449778,44,8200
NC,1984.4,1984,4,414477.1756,1.19482974,36,2.356274432,41,8200
NC,1985.1,1985,1,435789.7608,1.272088616,33,2.479592746,39,8700
NC,1985.2,1985,2,438831.2879,1.306543739,32,2.555096212,39,8700
NC,1985.3,1985,3,441921.2955,1.296960556,31,2.499339373,39,8700
NC,1985.4,1985,4,439803.55,1.275949008,31,2.464217416,39,8700
NC,1986.1,1986,1,442961.9033,1.257616926,31,2.444247575,38,9200
NC,1986.2,1986,2,412474.6602,1.238319874,31,2.433477037,38,9200
NC,1986.3,1986,3,388145.2408,1.127715145,33,2.184684248,38,9200
NC,1986.4,1986,4,377069.1312,1.042979842,35,2.006621606,41,9200
NC,1987.1,1987,1,367403.9883,0.994079308,35,1.916397769,41,9600
NC,1987.2,1987,2,298183.0745,0.956189736,36,1.854981179,42,9600
NC,1987.3,1987,3,244216.074,0.792568682,41,1.527942738,47,9600
NC,1987.4,1987,4,212246.3485,0.674877727,43,1.294444759,49,9600
NC,1988.1,1988,1,194084.9327,0.600331324,45,1.155479563,49,10100
NC,1988.2,1988,2,223722.6598,0.547747851,46,1.065945349,49,10100
NC,1988.3,1988,3,225278.2598,0.52978356,47,1.012894956,49,10100
NC,1988.4,1988,4,225064.4223,0.511898656,48,0.977054161,49,10100
NC,1989.1,1989,1,223063.3889,0.498877306,48,0.959080966,49,10700
NC,1989.2,1989,2,196561.2798,0.483103138,48,0.944192116,49,10700
NC,1989.3,1989,3,203453.736,0.496315888,46,0.956918802,49,10700
NC,1989.4,1989,4,205626.1383,0.504778988,45,0.968382355,49,10700
