st,CYQ,year,quarter,Extended_Benefit,EB_First_Payment,EB_Weeks_Claimed,EB_Exh
IL,1987.2,1987,2,0,0,0,0
IL,1987.3,1987,3,0,0,0,0
IL,1987.4,1987,4,0,0,0,0
IL,1988.1,1988,1,0,0,0,0
IL,1988.2,1988,2,0,0,0,0
IL,1988.3,1988,3,0,0,0,0
IL,1988.4,1988,4,0,0,0,0
IL,1989.1,1989,1,0,0,0,0
IL,1989.2,1989,2,0,0,0,0
IL,1989.3,1989,3,0,0,0,0
IL,1989.4,1989,4,0,0,0,0
IL,1990.1,1990,1,0,0,0,0
IL,1990.2,1990,2,0,0,0,0
IL,1990.3,1990,3,0,0,0,0
IL,1990.4,1990,4,0,0,0,0
IL,1991.1,1991,1,0,0,0,0
IL,1991.2,1991,2,0,0,0,0
IL,1991.3,1991,3,0,0,0,0
IL,1991.4,1991,4,0,0,0,0
IL,1992.1,1992,1,0,0,10,0
IL,1992.2,1992,2,0,0,18,0
IL,1992.3,1992,3,0,0,21,0
IL,1992.4,1992,4,0,0,0,0
IL,1993.1,1993,1,0,0,0,0
IL,1993.2,1993,2,0,0,0,0
IL,1993.3,1993,3,0,0,0,0
IL,1993.4,1993,4,0,0,0,0
IL,1994.1,1994,1,0,0,0,0
IL,1994.2,1994,2,0,0,0,0
IL,1994.3,1994,3,0,0,0,0
IL,1994.4,1994,4,0,0,0,0
IL,1995.1,1995,1,0,0,0,0
IL,1995.2,1995,2,0,0,0,0
IL,1995.3,1995,3,0,0,0,0
IL,1995.4,1995,4,0,0,0,0
IL,1996.1,1996,1,0,0,0,0
IL,1996.2,1996,2,0,0,0,0
IL,1996.3,1996,3,0,0,0,0
IL,1996.4,1996,4,0,0,0,0
IL,1997.1,1997,1,0,0,0,0
IL,1997.2,1997,2,0,0,0,0
IL,1997.3,1997,3,0,0,0,0
IL,1997.4,1997,4,0,0,0,0
IL,1998.1,1998,1,0,0,0,0
IL,1998.2,1998,2,0,0,0,0
IL,1998.3,1998,3,0,0,0,0
IL,1998.4,1998,4,0,0,0,0
IL,1999.1,1999,1,0,0,0,0
IL,1999.2,1999,2,0,0,0,0
IL,1999.3,1999,3,0,0,0,0
IL,1999.4,1999,4,0,0,0,0
IL,2000.1,2000,1,0,0,0,0
IL,2000.2,2000,2,0,0,0,0
IL,2000.3,2000,3,0,0,0,0
IL,2000.4,2000,4,0,0,0,0
IL,2001.1,2001,1,0,0,0,0
IL,2001.2,2001,2,0,0,0,0
IL,2001.3,2001,3,0,0,0,0
IL,2001.4,2001,4,0,0,0,0
IL,2002.1,2002,1,0,0,0,0
IL,2002.2,2002,2,0,0,0,0
IL,2002.3,2002,3,0,0,0,0
IL,2002.4,2002,4,0,0,0,0
IL,2003.1,2003,1,0,0,0,0
IL,2003.2,2003,2,0,0,0,0
IL,2003.3,2003,3,0,0,0,0
IL,2003.4,2003,4,0,0,0,0
IL,2004.1,2004,1,0,0,0,0
IL,2004.2,2004,2,0,0,0,0
IL,2004.3,2004,3,0,0,0,0
IL,2004.4,2004,4,0,0,0,0
IL,2005.1,2005,1,0,0,0,0
IL,2005.2,2005,2,0,0,0,0
IL,2005.3,2005,3,0,0,0,0
IL,2005.4,2005,4,0,0,0,0
IL,2006.1,2006,1,0,0,0,0
IL,2006.2,2006,2,0,0,0,0
IL,2006.3,2006,3,0,0,0,0
IL,2006.4,2006,4,0,0,0,0
IL,2007.1,2007,1,0,0,0,0
IL,2007.2,2007,2,0,0,0,0
IL,2007.3,2007,3,0,0,0,0
IL,2007.4,2007,4,0,0,0,0
IL,2008.1,2008,1,0,0,0,0
IL,2008.2,2008,2,0,0,0,0
IL,2008.3,2008,3,0,0,0,0
IL,2008.4,2008,4,0,0,0,0
IL,2009.1,2009,1,0,0,0,0
IL,2009.2,2009,2,85223.516,35332,282953,265
IL,2009.3,2009,3,150461.947,19302,486510,20058
IL,2009.4,2009,4,111652.462,12901,356460,17048
IL,2010.1,2010,1,46384.046,218,155326,17805
IL,2010.2,2010,2,30527.575,17843,138079,1719
IL,2010.3,2010,3,158831.627,37985,446205,7844
IL,2010.4,2010,4,176191.058,29481,544826,18918
IL,2011.1,2011,1,160966.832,25011,496441,25576
IL,2011.2,2011,2,141857.571,22528,433353,18356
IL,2011.3,2011,3,118804.522,22411,393486,17431
IL,2011.4,2011,4,111600.253,20604,361176,15684
IL,2012.1,2012,1,102961.368,20312,335968,14639
IL,2012.2,2012,2,54852.638,11005,179838,7421
IL,2012.3,2012,3,35.023,10,33,16
IL,2012.4,2012,4,13.244,3,0,12
IL,2013.1,2013,1,24.349,2,0,10
IL,2013.2,2013,2,30.053,1,56,36
IL,2013.3,2013,3,9.202,0,0,14
IL,2013.4,2013,4,5.561,0,33,6
IL,2014.1,2014,1,18.3,0,0,5
IL,2014.2,2014,2,13.603,0,0,10
IL,2014.3,2014,3,3.944,0,0,5
IL,2014.4,2014,4,4.113,0,0,0
IL,2015.1,2015,1,8.567,0,0,6
IL,2015.2,2015,2,9.148,0,0,4
IL,2015.3,2015,3,4.26,0,0,2
IL,2015.4,2015,4,2.358,0,0,0
IL,2016.1,2016,1,6.234,0,0,1
IL,2016.2,2016,2,5.535,0,0,0
IL,2016.3,2016,3,6.095,1,0,0
IL,2016.4,2016,4,0.979,0,0,0
IL,2017.1,2017,1,2.913,0,0,0
IL,2017.2,2017,2,4.329,0,0,0
IL,2017.3,2017,3,0.559,0,0,0
IL,2017.4,2017,4,1.09,0,0,0
IL,2018.1,2018,1,1.909,0,0,1
IN,1971.1,1971,1,0,0,0,0
IN,1971.2,1971,2,0,0,0,0
IN,1971.3,1971,3,0,0,0,0
IN,1971.4,1971,4,0,0,0,0
IN,1972.1,1972,1,0,0,0,0
IN,1972.2,1972,2,0,0,0,0
IN,1972.3,1972,3,0,0,0,0
IN,1972.4,1972,4,0,0,0,0
IN,1973.1,1973,1,0,0,0,0
IN,1973.2,1973,2,0,0,0,0
IN,1973.3,1973,3,0,0,0,0
IN,1973.4,1973,4,0,0,0,0
IN,1974.1,1974,1,0,0,0,0
IN,1974.2,1974,2,0,0,0,0
IN,1974.3,1974,3,0,0,0,0
IN,1974.4,1974,4,0,0,0,0
IN,1975.1,1975,1,5065.119,22054,114657,3149
IN,1975.2,1975,2,14034.321,34140,271442,22315
IN,1975.3,1975,3,19960.876,39621,319365,26438
IN,1975.4,1975,4,15336.603,24768,253399,21867
IN,1976.1,1976,1,11279.909,20242,183369,17134
IN,1976.2,1976,2,8108.951,16806,137661,11785
IN,1976.3,1976,3,5977.64,6144,105546,10370
IN,1976.4,1976,4,4669.93,8489,85341,6245
IN,1977.1,1977,1,6078.735,14844,104721,9618
IN,1977.2,1977,2,5204.525,12096,86894,7819
IN,1977.3,1977,3,2065.52,6294,33718,2627
IN,1977.4,1977,4,3795.091,7692,62473,4938
IN,1978.1,1978,1,2006.321,5161,29696,2834
IN,1978.2,1978,2,1611.953,3370,301,2411
IN,1978.3,1978,3,0,2,86,0
IN,1978.4,1978,4,0,0,47,5
IN,1979.1,1979,1,0,0,61,2
IN,1979.2,1979,2,0,0,1,1
IN,1979.3,1979,3,0,0,0,0
IN,1979.4,1979,4,0,0,0,0
IN,1980.1,1980,1,0,8,1298,3
IN,1980.2,1980,2,5467.175,23633,278451,636
IN,1980.3,1980,3,21991.091,33326,270724,22193
IN,1980.4,1980,4,19567.242,27142,244990,19503
IN,1981.1,1981,1,19938.985,27203,235043,17708
IN,1981.2,1981,2,15511.329,20840,171520,15770
IN,1981.3,1981,3,85.928,201,978,195
IN,1981.4,1981,4,5.953,13,102,43
IN,1982.1,1982,1,4017.333,20764,173046,6090
IN,1982.2,1982,2,23949.335,33020,268316,22637
IN,1982.3,1982,3,6926.499,9686,69641,5437
IN,1982.4,1982,4,17.231,34,277,85
IN,1983.1,1983,1,32937.038,59314,384295,10688
IN,1983.2,1983,2,15528.772,15674,157146,19593
IN,1983.3,1983,3,25.23,49,211,64
IN,1983.4,1983,4,6.864,6,29,13
IN,1984.1,1984,1,7.334,10,59,15
IN,1984.2,1984,2,2.947,4,4,12
IN,1984.3,1984,3,1.075,2,0,2
IN,1984.4,1984,4,0.821,0,6,3
IN,1985.1,1985,1,0.269,1,0,1
IN,1985.2,1985,2,0,0,0,0
IN,1985.3,1985,3,0,0,0,0
IN,1985.4,1985,4,0,0,0,0
IN,1986.1,1986,1,0,0,0,0
IN,1986.2,1986,2,0,0,0,0
IN,1986.3,1986,3,0,0,2,0
IN,1986.4,1986,4,0,0,0,0
IN,1987.1,1987,1,0,0,0,0
IN,1987.2,1987,2,0,0,0,0
IN,1987.3,1987,3,0,0,0,0
IN,1987.4,1987,4,0,0,0,0
IN,1988.1,1988,1,0,0,0,0
IN,1988.2,1988,2,0,6248,0,0
IN,1988.3,1988,3,0,0,0,0
IN,1988.4,1988,4,0,0,0,0
IN,1989.1,1989,1,0,0,0,0
IN,1989.2,1989,2,0,0,0,0
IN,1989.3,1989,3,0,0,0,0
IN,1989.4,1989,4,0,0,0,0
IN,1990.1,1990,1,0,0,0,0
IN,1990.2,1990,2,0,0,0,0
IN,1990.3,1990,3,0,0,0,0
IN,1990.4,1990,4,0,0,0,0
IN,1991.1,1991,1,0,0,0,0
IN,1991.2,1991,2,0,0,0,0
IN,1991.3,1991,3,0,0,0,0
IN,1991.4,1991,4,0,0,0,0
IN,1992.1,1992,1,0,0,0,0
IN,1992.2,1992,2,0,0,0,0
IN,1992.3,1992,3,0,0,0,0
IN,1992.4,1992,4,0,0,0,0
IN,1993.1,1993,1,0,0,0,0
IN,1993.2,1993,2,0,0,0,0
IN,1993.3,1993,3,0,0,0,0
IN,1993.4,1993,4,0,0,0,0
IN,1994.1,1994,1,0,0,0,0
IN,1994.2,1994,2,0,0,0,0
IN,1994.3,1994,3,0,0,0,0
IN,1994.4,1994,4,0,0,0,0
IN,1995.1,1995,1,0,0,0,0
IN,1995.2,1995,2,0,0,0,0
IN,1995.3,1995,3,0,0,0,0
IN,1995.4,1995,4,0,0,0,0
IN,1996.1,1996,1,0,0,0,0
IN,1996.2,1996,2,0,0,0,0
IN,1996.3,1996,3,0,0,0,0
IN,1996.4,1996,4,0,0,0,0
IN,1997.1,1997,1,0,0,0,0
IN,1997.2,1997,2,0,0,0,0
IN,1997.3,1997,3,0,0,0,0
IN,1997.4,1997,4,0,0,0,0
IN,1998.1,1998,1,0,0,0,0
IN,1998.2,1998,2,0,0,0,0
IN,1998.3,1998,3,0,0,0,0
IN,1998.4,1998,4,0,0,0,0
IN,1999.1,1999,1,0,0,0,0
IN,1999.2,1999,2,0,0,0,0
IN,1999.3,1999,3,0,0,0,0
IN,1999.4,1999,4,0,0,0,0
IN,2000.1,2000,1,0,0,0,0
IN,2000.2,2000,2,0,0,0,0
IN,2000.3,2000,3,0,0,0,0
IN,2000.4,2000,4,0,0,0,0
IN,2001.1,2001,1,0,0,0,0
IN,2001.2,2001,2,0,0,0,0
IN,2001.3,2001,3,0,0,0,0
IN,2001.4,2001,4,0,0,0,0
IN,2002.1,2002,1,0,0,0,0
IN,2002.2,2002,2,0,0,0,0
IN,2002.3,2002,3,0,0,0,0
IN,2002.4,2002,4,0,0,0,0
IN,2003.1,2003,1,0,0,0,0
IN,2003.2,2003,2,0,0,0,0
IN,2003.3,2003,3,0,0,0,0
IN,2003.4,2003,4,0,0,0,0
IN,2004.1,2004,1,0,0,0,0
IN,2004.2,2004,2,0,0,0,0
IN,2004.3,2004,3,0,0,0,0
IN,2004.4,2004,4,0,0,0,0
IN,2005.1,2005,1,0,0,0,0
IN,2005.2,2005,2,0,0,0,0
IN,2005.3,2005,3,0,0,0,0
IN,2005.4,2005,4,0,0,0,0
IN,2006.1,2006,1,0,0,0,0
IN,2006.2,2006,2,0,0,0,0
IN,2006.3,2006,3,0,0,0,0
IN,2006.4,2006,4,0,0,0,0
IN,2007.1,2007,1,0,0,0,0
IN,2007.2,2007,2,0,0,0,0
IN,2007.3,2007,3,0,0,0,0
IN,2007.4,2007,4,0,0,0,0
IN,2008.1,2008,1,0,0,0,0
IN,2008.2,2008,2,0,0,0,0
IN,2008.3,2008,3,0,0,0,0
IN,2008.4,2008,4,0,0,0,0
IN,2009.1,2009,1,522.908,1194,2277,0
IN,2009.2,2009,2,22240.204,13430,85029,2585
IN,2009.3,2009,3,54247.047,14354,195863,5895
IN,2009.4,2009,4,43098.773,11279,151927,7748
IN,2010.1,2010,1,11948.957,3822,50615,3656
IN,2010.2,2010,2,47696.646,11440,185184,8668
IN,2010.3,2010,3,75663.504,16613,301000,13022
IN,2010.4,2010,4,65388.318,11672,224244,12751
IN,2011.1,2011,1,58642.072,12992,200770,11175
IN,2011.2,2011,2,46977.594,9960,163281,9432
IN,2011.3,2011,3,47417.078,12198,165962,8298
IN,2011.4,2011,4,30178.657,5494,109517,6946
IN,2012.1,2012,1,36112.197,9115,127452,7056
IN,2012.2,2012,2,10168.769,2373,34803,2096
IN,2012.3,2012,3,142.96,40,272,23
IN,2012.4,2012,4,49.96,12,136,8
IN,2013.1,2013,1,29.457,4,66,1
IN,2013.2,2013,2,32.918,7,83,4
IN,2013.3,2013,3,31.758,9,100,7
IN,2013.4,2013,4,55.202,11,143,5
IN,2014.1,2014,1,9.696,2,118,10
IN,2014.2,2014,2,14.268,0,7,8
IN,2014.3,2014,3,8.201,0,0,8
IN,2014.4,2014,4,4.191,0,0,9
IN,2015.1,2015,1,4.966,0,0,2
IN,2015.2,2015,2,7.583,0,0,0
IN,2015.3,2015,3,1.005,0,0,2
IN,2015.4,2015,4,0.174,0,0,1
IN,2016.1,2016,1,0,0,0,0
IN,2016.2,2016,2,0.042,0,0,0
IN,2016.3,2016,3,0,0,0,0
IN,2016.4,2016,4,0,0,0,0
IN,2017.1,2017,1,0,0,0,0
IN,2017.2,2017,2,0.145,0,0,2
IN,2017.3,2017,3,0,0,0,0
IN,2017.4,2017,4,0,0,0,0
IN,2018.1,2018,1,0,0,0,0
KS,1971.1,1971,1,0,0,0,0
KS,1971.2,1971,2,0,0,0,0
KS,1971.3,1971,3,0,0,0,0
KS,1971.4,1971,4,0,0,0,0
KS,1972.1,1972,1,0,0,0,0
KS,1972.2,1972,2,0,0,0,0
KS,1972.3,1972,3,0,0,0,0
KS,1972.4,1972,4,0,0,0,0
KS,1973.1,1973,1,0,0,0,0
KS,1973.2,1973,2,0,0,0,0
KS,1973.3,1973,3,0,0,0,0
KS,1973.4,1973,4,0,0,0,0
KS,1974.1,1974,1,0,0,0,0
KS,1974.2,1974,2,0,0,0,0
KS,1974.3,1974,3,0,0,0,0
KS,1974.4,1974,4,0,0,0,0
KS,1975.1,1975,1,484.318,2603,8984,0
KS,1975.2,1975,2,2479.103,5023,43493,2802
KS,1975.3,1975,3,3424.855,6952,56849,3468
KS,1975.4,1975,4,3063.182,5191,50877,3866
KS,1976.1,1976,1,3208.358,5385,51820,3697
KS,1976.2,1976,2,2776.753,4338,43255,3268
KS,1976.3,1976,3,2381.589,3830,36544,2790
KS,1976.4,1976,4,2361.176,3622,34117,2448
KS,1977.1,1977,1,2653.445,3995,37830,2708
KS,1977.2,1977,2,2814.471,3992,40349,2660
KS,1977.3,1977,3,1379.414,2421,19134,1079
KS,1977.4,1977,4,2209.838,2846,32402,1781
KS,1978.1,1978,1,757.797,982,11118,751
KS,1978.2,1978,2,0.924,2,150,0
KS,1978.3,1978,3,0.026,0,56,1
KS,1978.4,1978,4,0.066,0,4,0
KS,1979.1,1979,1,0.101,0,0,0
KS,1979.2,1979,2,0.024,0,0,0
KS,1979.3,1979,3,0,0,0,0
KS,1979.4,1979,4,0,0,0,0
KS,1980.1,1980,1,0,0,0,0
KS,1980.2,1980,2,0,0,0,0
KS,1980.3,1980,3,2133.143,4485,25062,489
KS,1980.4,1980,4,6335.769,7219,61797,3989
KS,1981.1,1981,1,2548.33,2931,22764,1539
KS,1981.2,1981,2,5.336,8,8,4
KS,1981.3,1981,3,1.138,1,7,2
KS,1981.4,1981,4,1.142,1,8,1
KS,1982.1,1982,1,0.291,0,1,1
KS,1982.2,1982,2,0.123,0,0,0
KS,1982.3,1982,3,4103.391,7790,42708,351
KS,1982.4,1982,4,6401.309,5782,51167,2925
KS,1983.1,1983,1,71.8,123,290,29
KS,1983.2,1983,2,8.056,17,28,0
KS,1983.3,1983,3,3.796,6,9,1
KS,1983.4,1983,4,1.07,3,11,0
KS,1984.1,1984,1,0.403,2,1,0
KS,1984.2,1984,2,0.253,2,4,0
KS,1984.3,1984,3,0.149,0,6,0
KS,1984.4,1984,4,1.199,1,11,0
KS,1985.1,1985,1,1.276,2,10,1
KS,1985.2,1985,2,0,0,4,0
KS,1985.3,1985,3,0,0,0,0
KS,1985.4,1985,4,0,0,0,0
KS,1986.1,1986,1,0,0,0,0
KS,1986.2,1986,2,0,0,0,0
KS,1986.3,1986,3,0,0,0,0
KS,1986.4,1986,4,0,0,0,0
KS,1987.1,1987,1,0,0,0,0
KS,1987.2,1987,2,0,0,0,0
KS,1987.3,1987,3,0,0,0,0
KS,1987.4,1987,4,0,0,0,0
KS,1988.1,1988,1,0,0,0,0
KS,1988.2,1988,2,0,0,0,0
KS,1988.3,1988,3,0,0,0,0
KS,1988.4,1988,4,0,0,0,0
KS,1989.1,1989,1,0,0,0,0
KS,1989.2,1989,2,0,0,0,0
KS,1989.3,1989,3,0,0,0,0
KS,1989.4,1989,4,0,0,0,0
KS,1990.1,1990,1,0,0,0,0
KS,1990.2,1990,2,0,0,0,0
KS,1990.3,1990,3,0,0,0,0
KS,1990.4,1990,4,0,0,0,0
KS,1991.1,1991,1,0,0,0,0
KS,1991.2,1991,2,0,0,0,0
KS,1991.3,1991,3,0,0,0,0
KS,1991.4,1991,4,0,0,0,0
KS,1992.1,1992,1,0,0,0,0
KS,1992.2,1992,2,0,0,0,0
KS,1992.3,1992,3,0,0,0,0
KS,1992.4,1992,4,0,0,0,0
KS,1993.1,1993,1,0,0,0,0
KS,1993.2,1993,2,0,0,0,0
KS,1993.3,1993,3,0,0,0,0
KS,1993.4,1993,4,0,0,0,0
KS,1994.1,1994,1,0,0,0,0
KS,1994.2,1994,2,0,0,0,0
KS,1994.3,1994,3,0,0,0,0
KS,1994.4,1994,4,0,0,0,0
KS,1995.1,1995,1,0,0,0,0
KS,1995.2,1995,2,0,0,0,0
KS,1995.3,1995,3,0,0,0,0
KS,1995.4,1995,4,0,0,0,0
KS,1996.1,1996,1,0,0,0,0
KS,1996.2,1996,2,0,0,0,0
KS,1996.3,1996,3,0,0,0,0
KS,1996.4,1996,4,0,0,0,0
KS,1997.1,1997,1,0,0,0,0
KS,1997.2,1997,2,0,0,0,0
KS,1997.3,1997,3,0,0,0,0
KS,1997.4,1997,4,0,0,0,0
KS,1998.1,1998,1,0,0,0,0
KS,1998.2,1998,2,0,0,0,0
KS,1998.3,1998,3,0,0,0,0
KS,1998.4,1998,4,0,0,0,0
KS,1999.1,1999,1,0,0,0,0
KS,1999.2,1999,2,0,0,0,0
KS,1999.3,1999,3,0,0,0,0
KS,1999.4,1999,4,0,0,0,0
KS,2000.1,2000,1,0,0,0,0
KS,2000.2,2000,2,0,0,0,0
KS,2000.3,2000,3,0,0,0,0
KS,2000.4,2000,4,0,0,0,0
KS,2001.1,2001,1,0,0,0,0
KS,2001.2,2001,2,0,0,0,0
KS,2001.3,2001,3,0,0,0,0
KS,2001.4,2001,4,0,0,0,0
KS,2002.1,2002,1,0,0,0,0
KS,2002.2,2002,2,0,0,0,0
KS,2002.3,2002,3,0,0,0,0
KS,2002.4,2002,4,0,0,0,0
KS,2003.1,2003,1,0,0,0,0
KS,2003.2,2003,2,0,0,0,0
KS,2003.3,2003,3,0,0,0,0
KS,2003.4,2003,4,0,0,0,0
KS,2004.1,2004,1,0,0,0,0
KS,2004.2,2004,2,0,0,0,0
KS,2004.3,2004,3,0,0,0,0
KS,2004.4,2004,4,0,0,0,0
KS,2005.1,2005,1,0,0,0,0
KS,2005.2,2005,2,0,0,0,0
KS,2005.3,2005,3,0,0,0,0
KS,2005.4,2005,4,0,0,0,0
KS,2006.1,2006,1,0,0,0,0
KS,2006.2,2006,2,0,0,0,0
KS,2006.3,2006,3,0,0,0,0
KS,2006.4,2006,4,0,0,0,0
KS,2007.1,2007,1,0,0,0,0
KS,2007.2,2007,2,0,0,0,0
KS,2007.3,2007,3,0,0,0,0
KS,2007.4,2007,4,0,0,0,0
KS,2008.1,2008,1,0,0,0,0
KS,2008.2,2008,2,0,0,0,0
KS,2008.3,2008,3,0,0,0,0
KS,2008.4,2008,4,0,0,0,0
KS,2009.1,2009,1,0,0,0,0
KS,2009.2,2009,2,0,0,0,0
KS,2009.3,2009,3,1024.982,873,0,146
KS,2009.4,2009,4,16625.182,5643,52700,3491
KS,2010.1,2010,1,2499.8,935,7823,1017
KS,2010.2,2010,2,8169.243,3037,21213,1633
KS,2010.3,2010,3,17680.441,6639,47827,2558
KS,2010.4,2010,4,17958.861,3772,38141,6529
KS,2011.1,2011,1,8512.97,1852,21621,2198
KS,2011.2,2011,2,7825.536,1909,21450,1740
KS,2011.3,2011,3,7251.324,2701,20732,1511
KS,2011.4,2011,4,9615.09,2846,27319,2184
KS,2012.1,2012,1,9195.144,2843,25508,2173
KS,2012.2,2012,2,1501.92,428,3626,1753
KS,2012.3,2012,3,36.339,2,10,34
KS,2012.4,2012,4,9.309,0,0,12
KS,2013.1,2013,1,0,0,0,0
KS,2013.2,2013,2,0,0,3,0
KS,2013.3,2013,3,0,0,0,0
KS,2013.4,2013,4,0,0,0,0
KS,2014.1,2014,1,0,0,0,0
KS,2014.2,2014,2,0,0,0,0
KS,2014.3,2014,3,0,0,0,0
KS,2014.4,2014,4,0,0,0,0
KS,2015.1,2015,1,0,0,0,0
KS,2015.2,2015,2,0,0,0,0
KS,2015.3,2015,3,0,0,0,0
KS,2015.4,2015,4,0,0,0,0
KS,2016.1,2016,1,0,0,0,0
KS,2016.2,2016,2,0,0,0,0
KS,2016.3,2016,3,0,0,0,0
KS,2016.4,2016,4,0,0,0,0
KS,2017.1,2017,1,0,0,0,0
KS,2017.2,2017,2,0,0,0,0
KS,2017.3,2017,3,0,0,0,0
KS,2017.4,2017,4,0,0,0,0
KS,2018.1,2018,1,0,0,0,0
KY,1971.1,1971,1,0,0,0,0
KY,1971.2,1971,2,0,0,0,0
KY,1971.3,1971,3,0,0,0,0
KY,1971.4,1971,4,0,0,0,0
KY,1972.1,1972,1,0,0,0,0
KY,1972.2,1972,2,0,0,0,0
KY,1972.3,1972,3,0,0,0,0
KY,1972.4,1972,4,0,0,0,0
KY,1973.1,1973,1,0,0,0,0
KY,1973.2,1973,2,0,0,0,0
KY,1973.3,1973,3,0,0,0,0
KY,1973.4,1973,4,0,0,0,0
KY,1974.1,1974,1,0,0,0,0
KY,1974.2,1974,2,0,0,0,0
KY,1974.3,1974,3,0,0,0,0
KY,1974.4,1974,4,0,0,0,0
KY,1975.1,1975,1,1263.918,5782,14367,0
KY,1975.2,1975,2,6179.366,11660,57637,7289
KY,1975.3,1975,3,8965.215,13773,88982,9912
KY,1975.4,1975,4,6830.761,9419,72461,9160
KY,1976.1,1976,1,6589.814,10060,70136,7809
KY,1976.2,1976,2,5035.126,37682,49377,6224
KY,1976.3,1976,3,4996.19,7531,46526,6137
KY,1976.4,1976,4,4126.048,6739,39261,4804
KY,1977.1,1977,1,5073.288,8411,47391,5514
KY,1977.2,1977,2,4391.945,6844,71455,5172
KY,1977.3,1977,3,1779.655,3532,31086,2015
KY,1977.4,1977,4,2729.423,4972,46204,2140
KY,1978.1,1978,1,1967.693,3705,29554,1671
KY,1978.2,1978,2,17.122,46,158,8
KY,1978.3,1978,3,1.058,2,23,2
KY,1978.4,1978,4,0.25,4,8,0
KY,1979.1,1979,1,0.28,0,2,0
KY,1979.2,1979,2,0,0,2,0
KY,1979.3,1979,3,0,0,3,0
KY,1979.4,1979,4,0,0,15,0
KY,1980.1,1980,1,0.118,0,0,0
KY,1980.2,1980,2,1581.564,7770,2447,0
KY,1980.3,1980,3,18375.68,18151,211576,11066
KY,1980.4,1980,4,14601.15,15012,163439,10879
KY,1981.1,1981,1,16508.083,16164,178477,10989
KY,1981.2,1981,2,14049.572,12168,148942,10744
KY,1981.3,1981,3,5589.739,5932,56946,4211
KY,1981.4,1981,4,8.241,0,38,6
KY,1982.1,1982,1,5.252,1,12,7
KY,1982.2,1982,2,2092.717,10578,27472,1
KY,1982.3,1982,3,23541.471,24022,216568,11046
KY,1982.4,1982,4,3271.962,9668,34170,776
KY,1983.1,1983,1,30225.9,22141,252175,14588
KY,1983.2,1983,2,586.909,710,3180,263
KY,1983.3,1983,3,13.344,9,60,5
KY,1983.4,1983,4,2.504,2,2,1
KY,1984.1,1984,1,56.381,82,733,58
KY,1984.2,1984,2,36.826,29,219,37
KY,1984.3,1984,3,2.475,0,0,1
KY,1984.4,1984,4,2.595,1,0,1
KY,1985.1,1985,1,0.038,0,0,0
KY,1985.2,1985,2,0.105,0,0,0
KY,1985.3,1985,3,0,0,0,0
KY,1985.4,1985,4,0,0,0,0
KY,1986.1,1986,1,0,0,0,0
KY,1986.2,1986,2,0.259,0,0,0
KY,1986.3,1986,3,1.477,0,0,0
KY,1986.4,1986,4,0,0,0,0
KY,1987.1,1987,1,0,0,0,0
KY,1987.2,1987,2,0,0,0,0
KY,1987.3,1987,3,0,0,0,0
KY,1987.4,1987,4,0,0,0,0
KY,1988.1,1988,1,0,0,0,0
KY,1988.2,1988,2,0,0,0,0
KY,1988.3,1988,3,0,0,0,0
KY,1988.4,1988,4,0,0,0,0
KY,1989.1,1989,1,0,0,0,0
KY,1989.2,1989,2,0,0,0,0
KY,1989.3,1989,3,0,0,0,0
KY,1989.4,1989,4,0,0,0,0
KY,1990.1,1990,1,0,0,0,0
KY,1990.2,1990,2,0,0,0,0
KY,1990.3,1990,3,0,0,0,0
KY,1990.4,1990,4,0,0,0,0
KY,1991.1,1991,1,0,0,0,0
KY,1991.2,1991,2,0,0,0,0
KY,1991.3,1991,3,0,0,0,0
KY,1991.4,1991,4,0,0,0,0
KY,1992.1,1992,1,0,0,0,0
KY,1992.2,1992,2,0,0,0,0
KY,1992.3,1992,3,0,0,0,0
KY,1992.4,1992,4,0,0,0,0
KY,1993.1,1993,1,0,0,0,0
KY,1993.2,1993,2,1.56,0,0,1
KY,1993.3,1993,3,0,0,0,0
KY,1993.4,1993,4,0,0,0,0
KY,1994.1,1994,1,0,0,0,0
KY,1994.2,1994,2,0,0,0,0
KY,1994.3,1994,3,0,0,0,0
KY,1994.4,1994,4,0,0,0,0
KY,1995.1,1995,1,0,0,0,0
KY,1995.2,1995,2,0,0,0,0
KY,1995.3,1995,3,0,0,0,0
KY,1995.4,1995,4,0,0,0,0
KY,1996.1,1996,1,0,0,0,0
KY,1996.2,1996,2,0,0,0,0
KY,1996.3,1996,3,0,0,0,0
KY,1996.4,1996,4,0,0,0,0
KY,1997.1,1997,1,0,0,0,0
KY,1997.2,1997,2,0,0,0,0
KY,1997.3,1997,3,0,0,0,0
KY,1997.4,1997,4,0,0,0,0
KY,1998.1,1998,1,0,0,0,0
KY,1998.2,1998,2,0,0,0,0
KY,1998.3,1998,3,0,0,0,0
KY,1998.4,1998,4,0,0,0,0
KY,1999.1,1999,1,0,0,0,0
KY,1999.2,1999,2,0,0,0,0
KY,1999.3,1999,3,0,0,0,0
KY,1999.4,1999,4,0,0,0,0
KY,2000.1,2000,1,0,0,0,0
KY,2000.2,2000,2,0,0,0,0
KY,2000.3,2000,3,0,0,0,0
KY,2000.4,2000,4,0,0,0,0
KY,2001.1,2001,1,0,0,0,0
KY,2001.2,2001,2,0,0,0,0
KY,2001.3,2001,3,0,0,0,0
KY,2001.4,2001,4,0,0,0,0
